r,t,y,DiscountedSalvageValue
"REGION1","DEMINDBIO",2042,0
"REGION1","DEMINDBIO",2043,0
"REGION1","DEMINDBIO",2044,0
"REGION1","DEMINDBIO",2045,0
"REGION1","DEMINDBIO",2046,0
"REGION1","DEMINDBIO",2047,0
"REGION1","DEMINDBIO",2048,0
"REGION1","DEMINDBIO",2049,0
"REGION1","DEMINDBIO",2050,0
"REGION1","DEMINDNGS",2020,0
"REGION1","DEMINDNGS",2021,0
"REGION1","DEMINDNGS",2022,0
"REGION1","DEMINDNGS",2023,0
"REGION1","DEMINDNGS",2024,0
"REGION1","DEMINDNGS",2025,0
"REGION1","DEMINDNGS",2026,0
"REGION1","DEMINDNGS",2027,0
"REGION1","DEMINDNGS",2028,0
"REGION1","DEMINDNGS",2029,0
"REGION1","DEMINDNGS",2030,0
"REGION1","DEMINDNGS",2031,0
"REGION1","DEMINDNGS",2032,0
"REGION1","DEMINDNGS",2033,0
"REGION1","DEMINDNGS",2034,0
"REGION1","DEMINDNGS",2035,0
"REGION1","DEMINDNGS",2036,0
"REGION1","DEMINDNGS",2037,0
"REGION1","DEMINDNGS",2038,0
"REGION1","DEMINDNGS",2039,0
"REGION1","DEMINDNGS",2040,0
"REGION1","DEMINDNGS",2041,0
"REGION1","DEMINDNGS",2042,0
"REGION1","DEMINDNGS",2043,0
"REGION1","DEMINDNGS",2044,0
"REGION1","DEMINDNGS",2045,0
"REGION1","DEMINDNGS",2046,0
"REGION1","DEMINDNGS",2047,0
"REGION1","DEMINDNGS",2048,0
"REGION1","DEMINDNGS",2049,0
"REGION1","DEMINDNGS",2050,0
"REGION1","DEMINDELCB02",2020,0
"REGION1","DEMINDELCB02",2021,0
"REGION1","DEMINDELCB02",2022,0
"REGION1","DEMINDELCB02",2023,0
"REGION1","DEMINDELCB02",2024,0
"REGION1","DEMINDELCB02",2025,0
"REGION1","DEMINDELCB02",2026,0
"REGION1","DEMINDELCB02",2027,0
"REGION1","DEMINDELCB02",2028,0
"REGION1","DEMINDELCB02",2029,0
"REGION1","DEMINDELCB02",2030,0
"REGION1","DEMINDELCB02",2031,0
"REGION1","DEMINDELCB02",2032,0
"REGION1","DEMINDELCB02",2033,0
"REGION1","DEMINDELCB02",2034,0
"REGION1","DEMINDELCB02",2035,0
"REGION1","DEMINDELCB02",2036,0
"REGION1","DEMINDELCB02",2037,0
"REGION1","DEMINDELCB02",2038,0
"REGION1","DEMINDELCB02",2039,0
"REGION1","DEMINDELCB02",2040,0
"REGION1","DEMINDELCB02",2041,0
"REGION1","DEMINDELCB02",2042,0
"REGION1","DEMINDELCB02",2043,0
"REGION1","DEMINDELCB02",2044,0
"REGION1","DEMINDELCB02",2045,0
"REGION1","DEMINDELCB02",2046,0
"REGION1","DEMINDELCB02",2047,0
"REGION1","DEMINDELCB02",2048,0
"REGION1","DEMINDELCB02",2049,0
"REGION1","DEMINDELCB02",2050,0
"REGION1","DEMRESKER",2020,0
"REGION1","DEMRESKER",2021,0
"REGION1","DEMRESKER",2022,0
"REGION1","DEMRESKER",2023,0
"REGION1","DEMRESKER",2024,0
"REGION1","DEMRESKER",2025,0
"REGION1","DEMRESKER",2026,0
"REGION1","DEMRESKER",2027,0
"REGION1","DEMRESKER",2028,0
"REGION1","DEMRESKER",2029,0
"REGION1","DEMRESKER",2030,0
"REGION1","DEMRESKER",2031,0
"REGION1","DEMRESKER",2032,0
"REGION1","DEMRESKER",2033,0
"REGION1","DEMRESKER",2034,0
"REGION1","DEMRESKER",2035,0
"REGION1","DEMRESKER",2036,0
"REGION1","DEMRESKER",2037,0
"REGION1","DEMRESKER",2038,0
"REGION1","DEMRESKER",2039,0
"REGION1","DEMRESKER",2040,0
"REGION1","DEMRESKER",2041,0
"REGION1","DEMRESKER",2042,0
"REGION1","DEMRESKER",2043,0
"REGION1","DEMRESKER",2044,0
"REGION1","DEMRESKER",2045,0
"REGION1","DEMRESKER",2046,0
"REGION1","DEMRESKER",2047,0
"REGION1","DEMRESKER",2048,0
"REGION1","DEMRESKER",2049,0
"REGION1","DEMRESKER",2050,0
"REGION1","DEMRESBIO",2020,0
"REGION1","DEMRESBIO",2021,0
"REGION1","DEMRESBIO",2022,0
"REGION1","DEMRESBIO",2023,0
"REGION1","DEMRESBIO",2024,0
"REGION1","DEMRESBIO",2025,0
"REGION1","DEMRESBIO",2026,0
"REGION1","DEMRESBIO",2027,0
"REGION1","DEMRESBIO",2028,0
"REGION1","DEMRESBIO",2029,0
"REGION1","DEMRESBIO",2030,0
"REGION1","DEMRESBIO",2031,0
"REGION1","DEMRESBIO",2032,0
"REGION1","DEMRESBIO",2033,0
"REGION1","DEMRESBIO",2034,0
"REGION1","DEMRESBIO",2035,0
"REGION1","DEMRESBIO",2036,0
"REGION1","DEMRESBIO",2037,0
"REGION1","DEMRESBIO",2038,0
"REGION1","DEMRESBIO",2039,0
"REGION1","DEMRESBIO",2040,0
"REGION1","DEMRESBIO",2041,0
"REGION1","DEMRESBIO",2042,0
"REGION1","DEMRESBIO",2043,0
"REGION1","DEMRESBIO",2044,0
"REGION1","DEMRESBIO",2045,0
"REGION1","DEMRESBIO",2046,0
"REGION1","DEMRESBIO",2047,0
"REGION1","DEMRESBIO",2048,0
"REGION1","DEMRESBIO",2049,0
"REGION1","DEMRESBIO",2050,0
"REGION1","DEMRESNGS",2020,0
"REGION1","DEMRESNGS",2021,0
"REGION1","DEMRESNGS",2022,0
"REGION1","DEMRESNGS",2023,0
"REGION1","DEMRESNGS",2024,0
"REGION1","DEMRESNGS",2025,0
"REGION1","DEMRESNGS",2026,0
"REGION1","DEMRESNGS",2027,0
"REGION1","DEMRESNGS",2028,0
"REGION1","DEMRESNGS",2029,0
"REGION1","DEMRESNGS",2030,0
"REGION1","DEMRESNGS",2031,0
"REGION1","DEMRESNGS",2032,0
"REGION1","DEMRESNGS",2033,0
"REGION1","DEMRESNGS",2034,0
"REGION1","DEMRESNGS",2035,0
"REGION1","DEMRESNGS",2036,0
"REGION1","DEMRESNGS",2037,0
"REGION1","DEMRESNGS",2038,0
"REGION1","DEMRESNGS",2039,0
"REGION1","DEMRESNGS",2040,0
"REGION1","DEMRESNGS",2041,0
"REGION1","DEMRESNGS",2042,0
"REGION1","DEMRESNGS",2043,0
"REGION1","DEMRESNGS",2044,0
"REGION1","DEMRESNGS",2045,0
"REGION1","DEMRESNGS",2046,0
"REGION1","DEMRESNGS",2047,0
"REGION1","DEMRESNGS",2048,0
"REGION1","DEMRESNGS",2049,0
"REGION1","DEMRESNGS",2050,0
"REGION1","DEMRESELCB02",2020,0
"REGION1","DEMRESELCB02",2021,0
"REGION1","DEMRESELCB02",2022,0
"REGION1","DEMRESELCB02",2023,0
"REGION1","DEMRESELCB02",2024,0
"REGION1","DEMRESELCB02",2025,0
"REGION1","DEMRESELCB02",2026,0
"REGION1","DEMRESELCB02",2027,0
"REGION1","DEMRESELCB02",2028,0
"REGION1","DEMRESELCB02",2029,0
"REGION1","DEMRESELCB02",2030,0
"REGION1","DEMRESELCB02",2031,0
"REGION1","DEMRESELCB02",2032,0
"REGION1","DEMRESELCB02",2033,0
"REGION1","DEMRESELCB02",2034,0
"REGION1","DEMRESELCB02",2035,0
"REGION1","DEMRESELCB02",2036,0
"REGION1","DEMRESELCB02",2037,0
"REGION1","DEMRESELCB02",2038,0
"REGION1","DEMRESELCB02",2039,0
"REGION1","DEMRESELCB02",2040,0
"REGION1","DEMRESELCB02",2041,0
"REGION1","DEMRESELCB02",2042,0
"REGION1","DEMRESELCB02",2043,0
"REGION1","DEMRESELCB02",2044,0
"REGION1","DEMRESELCB02",2045,0
"REGION1","DEMRESELCB02",2046,0
"REGION1","DEMRESELCB02",2047,0
"REGION1","DEMRESELCB02",2048,0
"REGION1","DEMRESELCB02",2049,0
"REGION1","DEMRESELCB02",2050,0
"REGION1","DEMCOMKER",2020,0
"REGION1","DEMCOMKER",2021,0
"REGION1","DEMCOMKER",2022,0
"REGION1","DEMCOMKER",2023,0
"REGION1","DEMCOMKER",2024,0
"REGION1","DEMCOMKER",2025,0
"REGION1","DEMCOMKER",2026,0
"REGION1","DEMCOMKER",2027,0
"REGION1","DEMCOMKER",2028,0
"REGION1","DEMCOMKER",2029,0
"REGION1","DEMCOMKER",2030,0
"REGION1","DEMCOMKER",2031,0
"REGION1","DEMCOMKER",2032,0
"REGION1","DEMCOMKER",2033,0
"REGION1","DEMCOMKER",2034,0
"REGION1","DEMCOMKER",2035,0
"REGION1","DEMCOMKER",2036,0
"REGION1","DEMCOMKER",2037,0
"REGION1","DEMCOMKER",2038,0
"REGION1","DEMCOMKER",2039,0
"REGION1","DEMCOMKER",2040,0
"REGION1","DEMCOMKER",2041,0
"REGION1","DEMCOMKER",2042,0
"REGION1","DEMCOMKER",2043,0
"REGION1","DEMCOMKER",2044,0
"REGION1","DEMCOMKER",2045,0
"REGION1","DEMCOMKER",2046,0
"REGION1","DEMCOMKER",2047,0
"REGION1","DEMCOMKER",2048,0
"REGION1","DEMCOMKER",2049,0
"REGION1","DEMCOMKER",2050,0
"REGION1","DEMCOMBIO",2020,0
"REGION1","DEMCOMBIO",2021,0
"REGION1","DEMCOMBIO",2022,0
"REGION1","DEMCOMBIO",2023,0
"REGION1","DEMCOMBIO",2024,0
"REGION1","DEMCOMBIO",2025,0
"REGION1","DEMCOMBIO",2026,0
"REGION1","DEMCOMBIO",2027,0
"REGION1","DEMCOMBIO",2028,0
"REGION1","DEMCOMBIO",2029,0
"REGION1","DEMCOMBIO",2030,0
"REGION1","DEMCOMBIO",2031,0
"REGION1","DEMCOMBIO",2032,0
"REGION1","DEMCOMBIO",2033,0
"REGION1","DEMCOMBIO",2034,0
"REGION1","DEMCOMBIO",2035,0
"REGION1","DEMCOMBIO",2036,0
"REGION1","DEMCOMBIO",2037,0
"REGION1","DEMCOMBIO",2038,0
"REGION1","DEMCOMBIO",2039,0
"REGION1","DEMCOMBIO",2040,0
"REGION1","DEMCOMBIO",2041,0
"REGION1","DEMCOMBIO",2042,0
"REGION1","DEMCOMBIO",2043,0
"REGION1","DEMCOMBIO",2044,0
"REGION1","DEMCOMBIO",2045,0
"REGION1","DEMCOMBIO",2046,0
"REGION1","DEMCOMBIO",2047,0
"REGION1","DEMCOMBIO",2048,0
"REGION1","DEMCOMBIO",2049,0
"REGION1","DEMCOMBIO",2050,0
"REGION1","DEMCOMNGS",2020,0
"REGION1","DEMCOMNGS",2021,0
"REGION1","DEMCOMNGS",2022,0
"REGION1","DEMCOMNGS",2023,0
"REGION1","DEMCOMNGS",2024,0
"REGION1","DEMCOMNGS",2025,0
"REGION1","DEMCOMNGS",2026,0
"REGION1","DEMCOMNGS",2027,0
"REGION1","DEMCOMNGS",2028,0
"REGION1","DEMCOMNGS",2029,0
"REGION1","DEMCOMNGS",2030,0
"REGION1","DEMCOMNGS",2031,0
"REGION1","DEMCOMNGS",2032,0
"REGION1","DEMCOMNGS",2033,0
"REGION1","DEMCOMNGS",2034,0
"REGION1","DEMCOMNGS",2035,0
"REGION1","DEMCOMNGS",2036,0
"REGION1","DEMCOMNGS",2037,0
"REGION1","DEMCOMNGS",2038,0
"REGION1","DEMCOMNGS",2039,0
"REGION1","DEMCOMNGS",2040,0
"REGION1","DEMCOMNGS",2041,0
"REGION1","DEMCOMNGS",2042,0
"REGION1","DEMCOMNGS",2043,0
"REGION1","DEMCOMNGS",2044,0
"REGION1","DEMCOMNGS",2045,0
"REGION1","DEMCOMNGS",2046,0
"REGION1","DEMCOMNGS",2047,0
"REGION1","DEMCOMNGS",2048,0
"REGION1","DEMCOMNGS",2049,0
"REGION1","DEMCOMNGS",2050,0
"REGION1","DEMCOMELCB02",2020,0
"REGION1","DEMCOMELCB02",2021,0
"REGION1","DEMCOMELCB02",2022,0
"REGION1","DEMCOMELCB02",2023,0
"REGION1","DEMCOMELCB02",2024,0
"REGION1","DEMCOMELCB02",2025,0
"REGION1","DEMCOMELCB02",2026,0
"REGION1","DEMCOMELCB02",2027,0
"REGION1","DEMCOMELCB02",2028,0
"REGION1","DEMCOMELCB02",2029,0
"REGION1","DEMCOMELCB02",2030,0
"REGION1","DEMCOMELCB02",2031,0
"REGION1","DEMCOMELCB02",2032,0
"REGION1","DEMCOMELCB02",2033,0
"REGION1","DEMCOMELCB02",2034,0
"REGION1","DEMCOMELCB02",2035,0
"REGION1","DEMCOMELCB02",2036,0
"REGION1","DEMCOMELCB02",2037,0
"REGION1","DEMCOMELCB02",2038,0
"REGION1","DEMCOMELCB02",2039,0
"REGION1","DEMCOMELCB02",2040,0
"REGION1","DEMCOMELCB02",2041,0
"REGION1","DEMCOMELCB02",2042,0
"REGION1","DEMCOMELCB02",2043,0
"REGION1","DEMCOMELCB02",2044,0
"REGION1","DEMCOMELCB02",2045,0
"REGION1","DEMCOMELCB02",2046,0
"REGION1","DEMCOMELCB02",2047,0
"REGION1","DEMCOMELCB02",2048,0
"REGION1","DEMCOMELCB02",2049,0
"REGION1","DEMCOMELCB02",2050,0
"REGION1","DEMAGRDSL",2020,0
"REGION1","DEMAGRDSL",2021,0
"REGION1","DEMAGRDSL",2022,0
"REGION1","DEMAGRDSL",2023,0
"REGION1","DEMAGRDSL",2024,0
"REGION1","DEMAGRDSL",2025,0
"REGION1","DEMAGRDSL",2026,0
"REGION1","DEMAGRDSL",2027,0
"REGION1","DEMAGRDSL",2028,0
"REGION1","DEMAGRDSL",2029,0
"REGION1","DEMAGRDSL",2030,0
"REGION1","DEMAGRDSL",2031,0
"REGION1","DEMAGRDSL",2032,0
"REGION1","DEMAGRDSL",2033,0
"REGION1","DEMAGRDSL",2034,0
"REGION1","DEMAGRDSL",2035,0
"REGION1","DEMAGRDSL",2036,0
"REGION1","DEMAGRDSL",2037,0
"REGION1","DEMAGRDSL",2038,0
"REGION1","DEMAGRDSL",2039,0
"REGION1","DEMAGRDSL",2040,0
"REGION1","DEMAGRDSL",2041,0
"REGION1","DEMAGRDSL",2042,0
"REGION1","DEMAGRDSL",2043,0
"REGION1","DEMAGRDSL",2044,0
"REGION1","DEMAGRDSL",2045,0
"REGION1","DEMAGRDSL",2046,0
"REGION1","DEMAGRDSL",2047,0
"REGION1","DEMAGRDSL",2048,0
"REGION1","DEMAGRDSL",2049,0
"REGION1","DEMAGRDSL",2050,0
"REGION1","DEMAGRNGS",2020,0
"REGION1","DEMAGRNGS",2021,0
"REGION1","DEMAGRNGS",2022,0
"REGION1","DEMAGRNGS",2023,0
"REGION1","DEMAGRNGS",2024,0
"REGION1","DEMAGRNGS",2025,0
"REGION1","DEMAGRNGS",2026,0
"REGION1","DEMAGRNGS",2027,0
"REGION1","DEMAGRNGS",2028,0
"REGION1","DEMAGRNGS",2029,0
"REGION1","DEMAGRNGS",2030,0
"REGION1","DEMAGRNGS",2031,0
"REGION1","DEMAGRNGS",2032,0
"REGION1","DEMAGRNGS",2033,0
"REGION1","DEMAGRNGS",2034,0
"REGION1","DEMAGRNGS",2035,0
"REGION1","DEMAGRNGS",2036,0
"REGION1","DEMAGRNGS",2037,0
"REGION1","DEMAGRNGS",2038,0
"REGION1","DEMAGRNGS",2039,0
"REGION1","DEMAGRNGS",2040,0
"REGION1","DEMAGRNGS",2041,0
"REGION1","DEMAGRNGS",2042,0
"REGION1","DEMAGRNGS",2043,0
"REGION1","DEMAGRNGS",2044,0
"REGION1","DEMAGRNGS",2045,0
"REGION1","DEMAGRNGS",2046,0
"REGION1","DEMAGRNGS",2047,0
"REGION1","DEMAGRNGS",2048,0
"REGION1","DEMAGRNGS",2049,0
"REGION1","DEMAGRNGS",2050,0
"REGION1","DEMAGRELCB02",2020,0
"REGION1","DEMAGRELCB02",2021,0
"REGION1","DEMAGRELCB02",2022,0
"REGION1","DEMAGRELCB02",2023,0
"REGION1","DEMAGRELCB02",2024,0
"REGION1","DEMAGRELCB02",2025,0
"REGION1","DEMAGRELCB02",2026,0
"REGION1","DEMAGRELCB02",2027,0
"REGION1","DEMAGRELCB02",2028,0
"REGION1","DEMAGRELCB02",2029,0
"REGION1","DEMAGRELCB02",2030,0
"REGION1","DEMAGRELCB02",2031,0
"REGION1","DEMAGRELCB02",2032,0
"REGION1","DEMAGRELCB02",2033,0
"REGION1","DEMAGRELCB02",2034,0
"REGION1","DEMAGRELCB02",2035,0
"REGION1","DEMAGRELCB02",2036,0
"REGION1","DEMAGRELCB02",2037,0
"REGION1","DEMAGRELCB02",2038,0
"REGION1","DEMAGRELCB02",2039,0
"REGION1","DEMAGRELCB02",2040,0
"REGION1","DEMAGRELCB02",2041,0
"REGION1","DEMAGRELCB02",2042,0
"REGION1","DEMAGRELCB02",2043,0
"REGION1","DEMAGRELCB02",2044,0
"REGION1","DEMAGRELCB02",2045,0
"REGION1","DEMAGRELCB02",2046,0
"REGION1","DEMAGRELCB02",2047,0
"REGION1","DEMAGRELCB02",2048,0
"REGION1","DEMAGRELCB02",2049,0
"REGION1","DEMAGRELCB02",2050,0
"REGION1","DEMTRAGSL",2020,0
"REGION1","DEMTRAGSL",2021,0
"REGION1","DEMTRAGSL",2022,0
"REGION1","DEMTRAGSL",2023,0
"REGION1","DEMTRAGSL",2024,0
"REGION1","DEMTRAGSL",2025,0
"REGION1","DEMTRAGSL",2026,0
"REGION1","DEMTRAGSL",2027,0
"REGION1","DEMTRAGSL",2028,0
"REGION1","DEMTRAGSL",2029,0
"REGION1","DEMTRAGSL",2030,0
"REGION1","DEMTRAGSL",2031,0
"REGION1","DEMTRAGSL",2032,0
"REGION1","DEMTRAGSL",2033,0
"REGION1","DEMTRAGSL",2034,0
"REGION1","DEMTRAGSL",2035,0
"REGION1","DEMTRAGSL",2036,0
"REGION1","DEMTRAGSL",2037,0
"REGION1","DEMTRAGSL",2038,0
"REGION1","DEMTRAGSL",2039,0
"REGION1","DEMTRAGSL",2040,0
"REGION1","DEMTRAGSL",2041,0
"REGION1","DEMTRAGSL",2042,0
"REGION1","DEMTRAGSL",2043,0
"REGION1","DEMTRAGSL",2044,0
"REGION1","DEMTRAGSL",2045,0
"REGION1","DEMTRAGSL",2046,0
"REGION1","DEMTRAGSL",2047,0
"REGION1","DEMTRAGSL",2048,0
"REGION1","DEMTRAGSL",2049,0
"REGION1","DEMTRAGSL",2050,0
"REGION1","DEMTRADSL",2020,0
"REGION1","DEMTRADSL",2021,0
"REGION1","DEMTRADSL",2022,0
"REGION1","DEMTRADSL",2023,0
"REGION1","DEMTRADSL",2024,0
"REGION1","DEMTRADSL",2025,0
"REGION1","DEMTRADSL",2026,0
"REGION1","DEMTRADSL",2027,0
"REGION1","DEMTRADSL",2028,0
"REGION1","DEMTRADSL",2029,0
"REGION1","DEMTRADSL",2030,0
"REGION1","DEMTRADSL",2031,0
"REGION1","DEMTRADSL",2032,0
"REGION1","DEMTRADSL",2033,0
"REGION1","DEMTRADSL",2034,0
"REGION1","DEMTRADSL",2035,0
"REGION1","DEMTRADSL",2036,0
"REGION1","DEMTRADSL",2037,0
"REGION1","DEMTRADSL",2038,0
"REGION1","DEMTRADSL",2039,0
"REGION1","DEMTRADSL",2040,0
"REGION1","DEMTRADSL",2041,0
"REGION1","DEMTRADSL",2042,0
"REGION1","DEMTRADSL",2043,0
"REGION1","DEMTRADSL",2044,0
"REGION1","DEMTRADSL",2045,0
"REGION1","DEMTRADSL",2046,0
"REGION1","DEMTRADSL",2047,0
"REGION1","DEMTRADSL",2048,0
"REGION1","DEMTRADSL",2049,0
"REGION1","DEMTRADSL",2050,0
"REGION1","DEMTRAHFO",2020,0
"REGION1","DEMTRAHFO",2021,0
"REGION1","DEMTRAHFO",2022,0
"REGION1","DEMTRAHFO",2023,0
"REGION1","DEMTRAHFO",2024,0
"REGION1","DEMTRAHFO",2025,0
"REGION1","DEMTRAHFO",2026,0
"REGION1","DEMTRAHFO",2027,0
"REGION1","DEMTRAHFO",2028,0
"REGION1","DEMTRAHFO",2029,0
"REGION1","DEMTRAHFO",2030,0
"REGION1","DEMTRAHFO",2031,0
"REGION1","DEMTRAHFO",2032,0
"REGION1","DEMTRAHFO",2033,0
"REGION1","DEMTRAHFO",2034,0
"REGION1","DEMTRAHFO",2035,0
"REGION1","DEMTRAHFO",2036,0
"REGION1","DEMTRAHFO",2037,0
"REGION1","DEMTRAHFO",2038,0
"REGION1","DEMTRAHFO",2039,0
"REGION1","DEMTRAHFO",2040,0
"REGION1","DEMTRAHFO",2041,0
"REGION1","DEMTRAHFO",2042,0
"REGION1","DEMTRAHFO",2043,0
"REGION1","DEMTRAHFO",2044,0
"REGION1","DEMTRAHFO",2045,0
"REGION1","DEMTRAHFO",2046,0
"REGION1","DEMTRAHFO",2047,0
"REGION1","DEMTRAHFO",2048,0
"REGION1","DEMTRAHFO",2049,0
"REGION1","DEMTRAHFO",2050,0
"REGION1","DEMTRAJFL",2020,0
"REGION1","DEMTRAJFL",2021,0
"REGION1","DEMTRAJFL",2022,0
"REGION1","DEMTRAJFL",2023,0
"REGION1","DEMTRAJFL",2024,0
"REGION1","DEMTRAJFL",2025,0
"REGION1","DEMTRAJFL",2026,0
"REGION1","DEMTRAJFL",2027,0
"REGION1","DEMTRAJFL",2028,0
"REGION1","DEMTRAJFL",2029,0
"REGION1","DEMTRAJFL",2030,0
"REGION1","DEMTRAJFL",2031,0
"REGION1","DEMTRAJFL",2032,0
"REGION1","DEMTRAJFL",2033,0
"REGION1","DEMTRAJFL",2034,0
"REGION1","DEMTRAJFL",2035,0
"REGION1","DEMTRAJFL",2036,0
"REGION1","DEMTRAJFL",2037,0
"REGION1","DEMTRAJFL",2038,0
"REGION1","DEMTRAJFL",2039,0
"REGION1","DEMTRAJFL",2040,0
"REGION1","DEMTRAJFL",2041,0
"REGION1","DEMTRAJFL",2042,0
"REGION1","DEMTRAJFL",2043,0
"REGION1","DEMTRAJFL",2044,0
"REGION1","DEMTRAJFL",2045,0
"REGION1","DEMTRAJFL",2046,0
"REGION1","DEMTRAJFL",2047,0
"REGION1","DEMTRAJFL",2048,0
"REGION1","DEMTRAJFL",2049,0
"REGION1","DEMTRAJFL",2050,0
"REGION1","DEMTRABIO",2020,0
"REGION1","DEMTRABIO",2021,0
"REGION1","DEMTRABIO",2022,0
"REGION1","DEMTRABIO",2023,0
"REGION1","DEMTRABIO",2024,0
"REGION1","DEMTRABIO",2025,0
"REGION1","DEMTRABIO",2026,0
"REGION1","DEMTRABIO",2027,0
"REGION1","DEMTRABIO",2028,0
"REGION1","DEMTRABIO",2029,0
"REGION1","DEMTRABIO",2030,0
"REGION1","DEMTRABIO",2031,0
"REGION1","DEMTRABIO",2032,0
"REGION1","DEMTRABIO",2033,0
"REGION1","DEMTRABIO",2034,0
"REGION1","DEMTRABIO",2035,0
"REGION1","DEMTRABIO",2036,0
"REGION1","DEMTRABIO",2037,0
"REGION1","DEMTRABIO",2038,0
"REGION1","DEMTRABIO",2039,0
"REGION1","DEMTRABIO",2040,0
"REGION1","DEMTRABIO",2041,0
"REGION1","DEMTRABIO",2042,0
"REGION1","DEMTRABIO",2043,0
"REGION1","DEMTRABIO",2044,0
"REGION1","DEMTRABIO",2045,0
"REGION1","DEMTRABIO",2046,0
"REGION1","DEMTRABIO",2047,0
"REGION1","DEMTRABIO",2048,0
"REGION1","DEMTRABIO",2049,0
"REGION1","DEMTRABIO",2050,0
"REGION1","DEMTRANGS",2020,0
"REGION1","DEMTRANGS",2021,0
"REGION1","DEMTRANGS",2022,0
"REGION1","DEMTRANGS",2023,0
"REGION1","DEMTRANGS",2024,0
"REGION1","DEMTRANGS",2025,0
"REGION1","DEMTRANGS",2026,0
"REGION1","DEMTRANGS",2027,0
"REGION1","DEMTRANGS",2028,0
"REGION1","DEMTRANGS",2029,0
"REGION1","DEMTRANGS",2030,0
"REGION1","DEMTRANGS",2031,0
"REGION1","DEMTRANGS",2032,0
"REGION1","DEMTRANGS",2033,0
"REGION1","DEMTRANGS",2034,0
"REGION1","DEMTRANGS",2035,0
"REGION1","DEMTRANGS",2036,0
"REGION1","DEMTRANGS",2037,0
"REGION1","DEMTRANGS",2038,0
"REGION1","DEMTRANGS",2039,0
"REGION1","DEMTRANGS",2040,0
"REGION1","DEMTRANGS",2041,0
"REGION1","DEMTRANGS",2042,0
"REGION1","DEMTRANGS",2043,0
"REGION1","DEMTRANGS",2044,0
"REGION1","DEMTRANGS",2045,0
"REGION1","DEMTRANGS",2046,0
"REGION1","DEMTRANGS",2047,0
"REGION1","DEMTRANGS",2048,0
"REGION1","DEMTRANGS",2049,0
"REGION1","DEMTRANGS",2050,0
"REGION1","DEMTRALPG",2020,0
"REGION1","DEMTRALPG",2021,0
"REGION1","DEMTRALPG",2022,0
"REGION1","DEMTRALPG",2023,0
"REGION1","DEMTRALPG",2024,0
"REGION1","DEMTRALPG",2025,0
"REGION1","DEMTRALPG",2026,0
"REGION1","DEMTRALPG",2027,0
"REGION1","DEMTRALPG",2028,0
"REGION1","DEMTRALPG",2029,0
"REGION1","DEMTRALPG",2030,0
"REGION1","DEMTRALPG",2031,0
"REGION1","DEMTRALPG",2032,0
"REGION1","DEMTRALPG",2033,0
"REGION1","DEMTRALPG",2034,0
"REGION1","DEMTRALPG",2035,0
"REGION1","DEMTRALPG",2036,0
"REGION1","DEMTRALPG",2037,0
"REGION1","DEMTRALPG",2038,0
"REGION1","DEMTRALPG",2039,0
"REGION1","DEMTRALPG",2040,0
"REGION1","DEMTRALPG",2041,0
"REGION1","DEMTRALPG",2042,0
"REGION1","DEMTRALPG",2043,0
"REGION1","DEMTRALPG",2044,0
"REGION1","DEMTRALPG",2045,0
"REGION1","DEMTRALPG",2046,0
"REGION1","DEMTRALPG",2047,0
