r,l,f,y,Demand
"REGION1","SEA1D","KER",2049,0
"REGION1","SEA1D","KER",2050,0
"REGION1","SEA1D","RESBIO",2020,0
"REGION1","SEA1D","RESBIO",2021,0
"REGION1","SEA1D","RESBIO",2022,0
"REGION1","SEA1D","RESBIO",2023,0
"REGION1","SEA1D","RESBIO",2024,0
"REGION1","SEA1D","RESBIO",2025,0
"REGION1","SEA1D","RESBIO",2026,0
"REGION1","SEA1D","RESBIO",2027,0
"REGION1","SEA1D","RESBIO",2028,0
"REGION1","SEA1D","RESBIO",2029,0
"REGION1","SEA1D","RESBIO",2030,0
"REGION1","SEA1D","RESBIO",2031,0
"REGION1","SEA1D","RESBIO",2032,0
"REGION1","SEA1D","RESBIO",2033,0
"REGION1","SEA1D","RESBIO",2034,0
"REGION1","SEA1D","RESBIO",2035,0
"REGION1","SEA1D","RESBIO",2036,0
"REGION1","SEA1D","RESBIO",2037,0
"REGION1","SEA1D","RESBIO",2038,0
"REGION1","SEA1D","RESBIO",2039,0
"REGION1","SEA1D","RESBIO",2040,0
"REGION1","SEA1D","RESBIO",2041,0
"REGION1","SEA1D","RESBIO",2042,0
"REGION1","SEA1D","RESBIO",2043,0
"REGION1","SEA1D","RESBIO",2044,0
"REGION1","SEA1D","RESBIO",2045,0
"REGION1","SEA1D","RESBIO",2046,0
"REGION1","SEA1D","RESBIO",2047,0
"REGION1","SEA1D","RESBIO",2048,0
"REGION1","SEA1D","RESBIO",2049,0
"REGION1","SEA1D","RESBIO",2050,0
"REGION1","SEA1D","RESNGS",2020,0
"REGION1","SEA1D","RESNGS",2021,0
"REGION1","SEA1D","RESNGS",2022,0
"REGION1","SEA1D","RESNGS",2023,0
"REGION1","SEA1D","RESNGS",2024,0
"REGION1","SEA1D","RESNGS",2025,0
"REGION1","SEA1D","RESNGS",2026,0
"REGION1","SEA1D","RESNGS",2027,0
"REGION1","SEA1D","RESNGS",2028,0
"REGION1","SEA1D","RESNGS",2029,0
"REGION1","SEA1D","RESNGS",2030,0
"REGION1","SEA1D","RESNGS",2031,0
"REGION1","SEA1D","RESNGS",2032,0
"REGION1","SEA1D","RESNGS",2033,0
"REGION1","SEA1D","RESNGS",2034,0
"REGION1","SEA1D","RESNGS",2035,0
"REGION1","SEA1D","RESNGS",2036,0
"REGION1","SEA1D","RESNGS",2037,0
"REGION1","SEA1D","RESNGS",2038,0
"REGION1","SEA1D","RESNGS",2039,0
"REGION1","SEA1D","RESNGS",2040,0
"REGION1","SEA1D","RESNGS",2041,0
"REGION1","SEA1D","RESNGS",2042,0
"REGION1","SEA1D","RESNGS",2043,0
"REGION1","SEA1D","RESNGS",2044,0
"REGION1","SEA1D","RESNGS",2045,0
"REGION1","SEA1D","RESNGS",2046,0
"REGION1","SEA1D","RESNGS",2047,0
"REGION1","SEA1D","RESNGS",2048,0
"REGION1","SEA1D","RESNGS",2049,0
