r,t,e,m,y,AnnualTechnologyEmissionByMode
"REGION1","LNDWHELRBC1","CO2",1,2026,0
"REGION1","LNDWHELRBC1","CO2",1,2027,0
"REGION1","LNDWHELRBC1","CO2",1,2028,0
"REGION1","LNDWHELRBC1","CO2",1,2029,0
"REGION1","LNDWHELRBC1","CO2",1,2030,0
"REGION1","LNDWHELRBC1","CO2",1,2031,0
"REGION1","LNDWHELRBC1","CO2",1,2032,0
"REGION1","LNDWHELRBC1","CO2",1,2033,0
"REGION1","LNDWHELRBC1","CO2",1,2034,0
"REGION1","LNDWHELRBC1","CO2",1,2035,0
"REGION1","LNDWHELRBC1","CO2",1,2036,0
"REGION1","LNDWHELRBC1","CO2",1,2037,0
"REGION1","LNDWHELRBC1","CO2",1,2038,0
"REGION1","LNDWHELRBC1","CO2",1,2039,0
"REGION1","LNDWHELRBC1","CO2",1,2040,0
"REGION1","LNDWHELRBC1","CO2",1,2041,0
"REGION1","LNDWHELRBC1","CO2",1,2042,0
"REGION1","LNDWHELRBC1","CO2",1,2043,0
"REGION1","LNDWHELRBC1","CO2",1,2044,0
"REGION1","LNDWHELRBC1","CO2",1,2045,0
"REGION1","LNDWHELRBC1","CO2",1,2046,0
"REGION1","LNDWHELRBC1","CO2",1,2047,0
"REGION1","LNDWHELRBC1","CO2",1,2048,0
"REGION1","LNDWHELRBC1","CO2",1,2049,0
"REGION1","LNDWHELRBC1","CO2",1,2050,0
"REGION1","LNDAGRBC1C01","CO2",21,2020,0
"REGION1","LNDAGRBC1C01","CO2",21,2021,0
"REGION1","LNDAGRBC1C01","CO2",21,2022,0
"REGION1","LNDAGRBC1C01","CO2",21,2023,0
"REGION1","LNDAGRBC1C01","CO2",21,2024,0
"REGION1","LNDAGRBC1C01","CO2",21,2025,0
"REGION1","LNDAGRBC1C01","CO2",21,2026,0
"REGION1","LNDAGRBC1C01","CO2",21,2027,0
"REGION1","LNDAGRBC1C01","CO2",21,2028,0
"REGION1","LNDAGRBC1C01","CO2",21,2029,0
"REGION1","LNDAGRBC1C01","CO2",21,2030,0
"REGION1","LNDAGRBC1C01","CO2",21,2031,0
"REGION1","LNDAGRBC1C01","CO2",21,2032,0
"REGION1","LNDAGRBC1C01","CO2",21,2033,0
"REGION1","LNDAGRBC1C01","CO2",21,2034,0
"REGION1","LNDAGRBC1C01","CO2",21,2035,0
"REGION1","LNDAGRBC1C01","CO2",21,2036,0
"REGION1","LNDAGRBC1C01","CO2",21,2037,0
"REGION1","LNDAGRBC1C01","CO2",21,2038,0
"REGION1","LNDAGRBC1C01","CO2",21,2039,0
"REGION1","LNDAGRBC1C01","CO2",21,2040,0
"REGION1","LNDAGRBC1C01","CO2",21,2041,0
"REGION1","LNDAGRBC1C01","CO2",21,2042,0
"REGION1","LNDAGRBC1C01","CO2",21,2043,0
"REGION1","LNDAGRBC1C01","CO2",21,2044,0
"REGION1","LNDAGRBC1C01","CO2",21,2045,0
"REGION1","LNDAGRBC1C01","CO2",21,2046,0
"REGION1","LNDAGRBC1C01","CO2",21,2047,0
"REGION1","LNDAGRBC1C01","CO2",21,2048,0
"REGION1","LNDAGRBC1C01","CO2",21,2049,0
"REGION1","LNDAGRBC1C01","CO2",21,2050,0
"REGION1","LNDAGRBC1C01","CO2",42,2020,0
"REGION1","LNDAGRBC1C01","CO2",42,2021,0
"REGION1","LNDAGRBC1C01","CO2",42,2022,0
"REGION1","LNDAGRBC1C01","CO2",42,2023,0
"REGION1","LNDAGRBC1C01","CO2",42,2024,0
"REGION1","LNDAGRBC1C01","CO2",42,2025,0
"REGION1","LNDAGRBC1C01","CO2",42,2026,0
"REGION1","LNDAGRBC1C01","CO2",42,2027,0
"REGION1","LNDAGRBC1C01","CO2",42,2028,0
"REGION1","LNDAGRBC1C01","CO2",42,2029,0
"REGION1","LNDAGRBC1C01","CO2",42,2030,0
"REGION1","LNDAGRBC1C01","CO2",42,2031,0
"REGION1","LNDAGRBC1C01","CO2",42,2032,0
"REGION1","LNDAGRBC1C01","CO2",42,2033,0
"REGION1","LNDAGRBC1C01","CO2",42,2034,0
"REGION1","LNDAGRBC1C01","CO2",42,2035,0
"REGION1","LNDAGRBC1C01","CO2",42,2036,0
"REGION1","LNDAGRBC1C01","CO2",42,2037,0
"REGION1","LNDAGRBC1C01","CO2",42,2038,0
"REGION1","LNDAGRBC1C01","CO2",42,2039,0
"REGION1","LNDAGRBC1C01","CO2",42,2040,0
"REGION1","LNDAGRBC1C01","CO2",42,2041,0
"REGION1","LNDAGRBC1C01","CO2",42,2042,0
"REGION1","LNDAGRBC1C01","CO2",42,2043,0
"REGION1","LNDAGRBC1C01","CO2",42,2044,0
"REGION1","LNDAGRBC1C01","CO2",42,2045,0
"REGION1","LNDAGRBC1C01","CO2",42,2046,0
"REGION1","LNDAGRBC1C01","CO2",42,2047,0
"REGION1","LNDAGRBC1C01","CO2",42,2048,0
"REGION1","LNDAGRBC1C01","CO2",42,2049,0
"REGION1","LNDAGRBC1C01","CO2",42,2050,0
"REGION1","LNDAGRBC1C01","CO2",13,2020,0
"REGION1","LNDAGRBC1C01","CO2",13,2021,0
"REGION1","LNDAGRBC1C01","CO2",13,2022,0
"REGION1","LNDAGRBC1C01","CO2",13,2023,0
"REGION1","LNDAGRBC1C01","CO2",13,2024,0
"REGION1","LNDAGRBC1C01","CO2",13,2025,0
"REGION1","LNDAGRBC1C01","CO2",13,2026,0
"REGION1","LNDAGRBC1C01","CO2",13,2027,0
"REGION1","LNDAGRBC1C01","CO2",13,2028,0
"REGION1","LNDAGRBC1C01","CO2",13,2029,0
"REGION1","LNDAGRBC1C01","CO2",13,2030,0
"REGION1","LNDAGRBC1C01","CO2",13,2031,0
"REGION1","LNDAGRBC1C01","CO2",13,2032,0
"REGION1","LNDAGRBC1C01","CO2",13,2033,0
"REGION1","LNDAGRBC1C01","CO2",13,2034,0
"REGION1","LNDAGRBC1C01","CO2",13,2035,0
"REGION1","LNDAGRBC1C01","CO2",13,2036,0
"REGION1","LNDAGRBC1C01","CO2",13,2037,0
"REGION1","LNDAGRBC1C01","CO2",13,2038,0
"REGION1","LNDAGRBC1C01","CO2",13,2039,0
"REGION1","LNDAGRBC1C01","CO2",13,2040,0
"REGION1","LNDAGRBC1C01","CO2",13,2041,0
"REGION1","LNDAGRBC1C01","CO2",13,2042,0
"REGION1","LNDAGRBC1C01","CO2",13,2043,0
"REGION1","LNDAGRBC1C01","CO2",13,2044,0
"REGION1","LNDAGRBC1C01","CO2",13,2045,0
"REGION1","LNDAGRBC1C01","CO2",13,2046,0
"REGION1","LNDAGRBC1C01","CO2",13,2047,0
"REGION1","LNDAGRBC1C01","CO2",13,2048,0
"REGION1","LNDAGRBC1C01","CO2",13,2049,0
"REGION1","LNDAGRBC1C01","CO2",13,2050,0
"REGION1","LNDAGRBC1C01","CO2",16,2020,0
"REGION1","LNDAGRBC1C01","CO2",16,2021,0
"REGION1","LNDAGRBC1C01","CO2",16,2022,0
"REGION1","LNDAGRBC1C01","CO2",16,2023,0
"REGION1","LNDAGRBC1C01","CO2",16,2024,0
"REGION1","LNDAGRBC1C01","CO2",16,2025,0
"REGION1","LNDAGRBC1C01","CO2",16,2026,0
"REGION1","LNDAGRBC1C01","CO2",16,2027,0
"REGION1","LNDAGRBC1C01","CO2",16,2028,0
"REGION1","LNDAGRBC1C01","CO2",16,2029,0
"REGION1","LNDAGRBC1C01","CO2",16,2030,0
"REGION1","LNDAGRBC1C01","CO2",16,2031,0
"REGION1","LNDAGRBC1C01","CO2",16,2032,0
"REGION1","LNDAGRBC1C01","CO2",16,2033,0
"REGION1","LNDAGRBC1C01","CO2",16,2034,0
"REGION1","LNDAGRBC1C01","CO2",16,2035,0
"REGION1","LNDAGRBC1C01","CO2",16,2036,0
"REGION1","LNDAGRBC1C01","CO2",16,2037,0
"REGION1","LNDAGRBC1C01","CO2",16,2038,0
"REGION1","LNDAGRBC1C01","CO2",16,2039,0
"REGION1","LNDAGRBC1C01","CO2",16,2040,0
"REGION1","LNDAGRBC1C01","CO2",16,2041,0
"REGION1","LNDAGRBC1C01","CO2",16,2042,0
"REGION1","LNDAGRBC1C01","CO2",16,2043,0
"REGION1","LNDAGRBC1C01","CO2",16,2044,0
"REGION1","LNDAGRBC1C01","CO2",16,2045,0
"REGION1","LNDAGRBC1C01","CO2",16,2046,0
"REGION1","LNDAGRBC1C01","CO2",16,2047,0
"REGION1","LNDAGRBC1C01","CO2",16,2048,0
"REGION1","LNDAGRBC1C01","CO2",16,2049,0
"REGION1","LNDAGRBC1C01","CO2",16,2050,0
"REGION1","LNDAGRBC1C01","CO2",35,2020,0
"REGION1","LNDAGRBC1C01","CO2",35,2021,0
"REGION1","LNDAGRBC1C01","CO2",35,2022,0
"REGION1","LNDAGRBC1C01","CO2",35,2023,0
"REGION1","LNDAGRBC1C01","CO2",35,2024,0
"REGION1","LNDAGRBC1C01","CO2",35,2025,0
"REGION1","LNDAGRBC1C01","CO2",35,2026,0
"REGION1","LNDAGRBC1C01","CO2",35,2027,0
"REGION1","LNDAGRBC1C01","CO2",35,2028,0
"REGION1","LNDAGRBC1C01","CO2",35,2029,0
"REGION1","LNDAGRBC1C01","CO2",35,2030,0
"REGION1","LNDAGRBC1C01","CO2",35,2031,0
"REGION1","LNDAGRBC1C01","CO2",35,2032,0
"REGION1","LNDAGRBC1C01","CO2",35,2033,0
"REGION1","LNDAGRBC1C01","CO2",35,2034,0
"REGION1","LNDAGRBC1C01","CO2",35,2035,0
"REGION1","LNDAGRBC1C01","CO2",35,2036,0
"REGION1","LNDAGRBC1C01","CO2",35,2037,0
"REGION1","LNDAGRBC1C01","CO2",35,2038,0
"REGION1","LNDAGRBC1C01","CO2",35,2039,0
"REGION1","LNDAGRBC1C01","CO2",35,2040,0
"REGION1","LNDAGRBC1C01","CO2",35,2041,0
"REGION1","LNDAGRBC1C01","CO2",35,2042,0
"REGION1","LNDAGRBC1C01","CO2",35,2043,0
"REGION1","LNDAGRBC1C01","CO2",35,2044,0
"REGION1","LNDAGRBC1C01","CO2",35,2045,0
"REGION1","LNDAGRBC1C01","CO2",35,2046,0
"REGION1","LNDAGRBC1C01","CO2",35,2047,0
"REGION1","LNDAGRBC1C01","CO2",35,2048,0
"REGION1","LNDAGRBC1C01","CO2",35,2049,0
"REGION1","LNDAGRBC1C01","CO2",35,2050,0
"REGION1","LNDAGRBC1C01","CO2",34,2020,0
"REGION1","LNDAGRBC1C01","CO2",34,2021,0
"REGION1","LNDAGRBC1C01","CO2",34,2022,0
"REGION1","LNDAGRBC1C01","CO2",34,2023,0
"REGION1","LNDAGRBC1C01","CO2",34,2024,0
"REGION1","LNDAGRBC1C01","CO2",34,2025,0
"REGION1","LNDAGRBC1C01","CO2",34,2026,0
"REGION1","LNDAGRBC1C01","CO2",34,2027,0
"REGION1","LNDAGRBC1C01","CO2",34,2028,0
"REGION1","LNDAGRBC1C01","CO2",34,2029,0
"REGION1","LNDAGRBC1C01","CO2",34,2030,0
"REGION1","LNDAGRBC1C01","CO2",34,2031,0
"REGION1","LNDAGRBC1C01","CO2",34,2032,0
"REGION1","LNDAGRBC1C01","CO2",34,2033,0
"REGION1","LNDAGRBC1C01","CO2",34,2034,0
"REGION1","LNDAGRBC1C01","CO2",34,2035,0
"REGION1","LNDAGRBC1C01","CO2",34,2036,0
"REGION1","LNDAGRBC1C01","CO2",34,2037,0
"REGION1","LNDAGRBC1C01","CO2",34,2038,0
"REGION1","LNDAGRBC1C01","CO2",34,2039,0
"REGION1","LNDAGRBC1C01","CO2",34,2040,0
"REGION1","LNDAGRBC1C01","CO2",34,2041,0
"REGION1","LNDAGRBC1C01","CO2",34,2042,0
"REGION1","LNDAGRBC1C01","CO2",34,2043,0
"REGION1","LNDAGRBC1C01","CO2",34,2044,0
"REGION1","LNDAGRBC1C01","CO2",34,2045,0
"REGION1","LNDAGRBC1C01","CO2",34,2046,0
"REGION1","LNDAGRBC1C01","CO2",34,2047,0
"REGION1","LNDAGRBC1C01","CO2",34,2048,0
"REGION1","LNDAGRBC1C01","CO2",34,2049,0
"REGION1","LNDAGRBC1C01","CO2",34,2050,0
"REGION1","LNDAGRBC1C01","CO2",6,2020,0
"REGION1","LNDAGRBC1C01","CO2",6,2021,0
"REGION1","LNDAGRBC1C01","CO2",6,2022,0
"REGION1","LNDAGRBC1C01","CO2",6,2023,0
"REGION1","LNDAGRBC1C01","CO2",6,2024,0
"REGION1","LNDAGRBC1C01","CO2",6,2025,0
"REGION1","LNDAGRBC1C01","CO2",6,2026,0
"REGION1","LNDAGRBC1C01","CO2",6,2027,0
"REGION1","LNDAGRBC1C01","CO2",6,2028,0
"REGION1","LNDAGRBC1C01","CO2",6,2029,0
"REGION1","LNDAGRBC1C01","CO2",6,2030,0
"REGION1","LNDAGRBC1C01","CO2",6,2031,0
"REGION1","LNDAGRBC1C01","CO2",6,2032,0
"REGION1","LNDAGRBC1C01","CO2",6,2033,0
"REGION1","LNDAGRBC1C01","CO2",6,2034,0
"REGION1","LNDAGRBC1C01","CO2",6,2035,0
"REGION1","LNDAGRBC1C01","CO2",6,2036,0
"REGION1","LNDAGRBC1C01","CO2",6,2037,0
"REGION1","LNDAGRBC1C01","CO2",6,2038,0
"REGION1","LNDAGRBC1C01","CO2",6,2039,0
"REGION1","LNDAGRBC1C01","CO2",6,2040,0
"REGION1","LNDAGRBC1C01","CO2",6,2041,0
"REGION1","LNDAGRBC1C01","CO2",6,2042,0
"REGION1","LNDAGRBC1C01","CO2",6,2043,0
"REGION1","LNDAGRBC1C01","CO2",6,2044,0
"REGION1","LNDAGRBC1C01","CO2",6,2045,0
"REGION1","LNDAGRBC1C01","CO2",6,2046,0
"REGION1","LNDAGRBC1C01","CO2",6,2047,0
"REGION1","LNDAGRBC1C01","CO2",6,2048,0
"REGION1","LNDAGRBC1C01","CO2",6,2049,0
"REGION1","LNDAGRBC1C01","CO2",6,2050,0
"REGION1","LNDAGRBC1C01","CO2",41,2020,0
"REGION1","LNDAGRBC1C01","CO2",41,2021,0
"REGION1","LNDAGRBC1C01","CO2",41,2022,0
"REGION1","LNDAGRBC1C01","CO2",41,2023,0
"REGION1","LNDAGRBC1C01","CO2",41,2024,0
"REGION1","LNDAGRBC1C01","CO2",41,2025,0
"REGION1","LNDAGRBC1C01","CO2",41,2026,0
"REGION1","LNDAGRBC1C01","CO2",41,2027,0
"REGION1","LNDAGRBC1C01","CO2",41,2028,0
"REGION1","LNDAGRBC1C01","CO2",41,2029,0
"REGION1","LNDAGRBC1C01","CO2",41,2030,0
"REGION1","LNDAGRBC1C01","CO2",41,2031,0
"REGION1","LNDAGRBC1C01","CO2",41,2032,0
"REGION1","LNDAGRBC1C01","CO2",41,2033,0
"REGION1","LNDAGRBC1C01","CO2",41,2034,0
"REGION1","LNDAGRBC1C01","CO2",41,2035,0
"REGION1","LNDAGRBC1C01","CO2",41,2036,0
"REGION1","LNDAGRBC1C01","CO2",41,2037,0
"REGION1","LNDAGRBC1C01","CO2",41,2038,0
"REGION1","LNDAGRBC1C01","CO2",41,2039,0
"REGION1","LNDAGRBC1C01","CO2",41,2040,0
"REGION1","LNDAGRBC1C01","CO2",41,2041,0
"REGION1","LNDAGRBC1C01","CO2",41,2042,0
"REGION1","LNDAGRBC1C01","CO2",41,2043,0
"REGION1","LNDAGRBC1C01","CO2",41,2044,0
"REGION1","LNDAGRBC1C01","CO2",41,2045,0
"REGION1","LNDAGRBC1C01","CO2",41,2046,0
"REGION1","LNDAGRBC1C01","CO2",41,2047,0
"REGION1","LNDAGRBC1C01","CO2",41,2048,0
"REGION1","LNDAGRBC1C01","CO2",41,2049,0
"REGION1","LNDAGRBC1C01","CO2",41,2050,0
"REGION1","LNDAGRBC1C01","CO2",19,2020,0
"REGION1","LNDAGRBC1C01","CO2",19,2021,0
"REGION1","LNDAGRBC1C01","CO2",19,2022,0
"REGION1","LNDAGRBC1C01","CO2",19,2023,0
"REGION1","LNDAGRBC1C01","CO2",19,2024,0
"REGION1","LNDAGRBC1C01","CO2",19,2025,0
"REGION1","LNDAGRBC1C01","CO2",19,2026,0
"REGION1","LNDAGRBC1C01","CO2",19,2027,0
"REGION1","LNDAGRBC1C01","CO2",19,2028,0
"REGION1","LNDAGRBC1C01","CO2",19,2029,0
"REGION1","LNDAGRBC1C01","CO2",19,2030,0
"REGION1","LNDAGRBC1C01","CO2",19,2031,0
"REGION1","LNDAGRBC1C01","CO2",19,2032,0
"REGION1","LNDAGRBC1C01","CO2",19,2033,0
"REGION1","LNDAGRBC1C01","CO2",19,2034,0
"REGION1","LNDAGRBC1C01","CO2",19,2035,0
"REGION1","LNDAGRBC1C01","CO2",19,2036,0
"REGION1","LNDAGRBC1C01","CO2",19,2037,0
"REGION1","LNDAGRBC1C01","CO2",19,2038,0
"REGION1","LNDAGRBC1C01","CO2",19,2039,0
"REGION1","LNDAGRBC1C01","CO2",19,2040,0
"REGION1","LNDAGRBC1C01","CO2",19,2041,0
"REGION1","LNDAGRBC1C01","CO2",19,2042,0
"REGION1","LNDAGRBC1C01","CO2",19,2043,0
"REGION1","LNDAGRBC1C01","CO2",19,2044,0
"REGION1","LNDAGRBC1C01","CO2",19,2045,0
"REGION1","LNDAGRBC1C01","CO2",19,2046,0
"REGION1","LNDAGRBC1C01","CO2",19,2047,0
"REGION1","LNDAGRBC1C01","CO2",19,2048,0
"REGION1","LNDAGRBC1C01","CO2",19,2049,0
"REGION1","LNDAGRBC1C01","CO2",19,2050,0
"REGION1","LNDAGRBC1C01","CO2",47,2020,0
"REGION1","LNDAGRBC1C01","CO2",47,2021,0
"REGION1","LNDAGRBC1C01","CO2",47,2022,0
"REGION1","LNDAGRBC1C01","CO2",47,2023,0
"REGION1","LNDAGRBC1C01","CO2",47,2024,0
"REGION1","LNDAGRBC1C01","CO2",47,2025,0
"REGION1","LNDAGRBC1C01","CO2",47,2026,0
"REGION1","LNDAGRBC1C01","CO2",47,2027,0
"REGION1","LNDAGRBC1C01","CO2",47,2028,0
"REGION1","LNDAGRBC1C01","CO2",47,2029,0
"REGION1","LNDAGRBC1C01","CO2",47,2030,0
"REGION1","LNDAGRBC1C01","CO2",47,2031,0
"REGION1","LNDAGRBC1C01","CO2",47,2032,0
"REGION1","LNDAGRBC1C01","CO2",47,2033,0
"REGION1","LNDAGRBC1C01","CO2",47,2034,0
"REGION1","LNDAGRBC1C01","CO2",47,2035,0
"REGION1","LNDAGRBC1C01","CO2",47,2036,0
"REGION1","LNDAGRBC1C01","CO2",47,2037,0
"REGION1","LNDAGRBC1C01","CO2",47,2038,0
"REGION1","LNDAGRBC1C01","CO2",47,2039,0
"REGION1","LNDAGRBC1C01","CO2",47,2040,0
"REGION1","LNDAGRBC1C01","CO2",47,2041,0
"REGION1","LNDAGRBC1C01","CO2",47,2042,0
"REGION1","LNDAGRBC1C01","CO2",47,2043,0
"REGION1","LNDAGRBC1C01","CO2",47,2044,0
"REGION1","LNDAGRBC1C01","CO2",47,2045,0
"REGION1","LNDAGRBC1C01","CO2",47,2046,0
"REGION1","LNDAGRBC1C01","CO2",47,2047,0
"REGION1","LNDAGRBC1C01","CO2",47,2048,0
"REGION1","LNDAGRBC1C01","CO2",47,2049,0
"REGION1","LNDAGRBC1C01","CO2",47,2050,0
"REGION1","LNDAGRBC1C01","CO2",56,2020,0
"REGION1","LNDAGRBC1C01","CO2",56,2021,0
"REGION1","LNDAGRBC1C01","CO2",56,2022,0
"REGION1","LNDAGRBC1C01","CO2",56,2023,0
"REGION1","LNDAGRBC1C01","CO2",56,2024,0
"REGION1","LNDAGRBC1C01","CO2",56,2025,0
"REGION1","LNDAGRBC1C01","CO2",56,2026,0
"REGION1","LNDAGRBC1C01","CO2",56,2027,0
"REGION1","LNDAGRBC1C01","CO2",56,2028,0
"REGION1","LNDAGRBC1C01","CO2",56,2029,0
"REGION1","LNDAGRBC1C01","CO2",56,2030,0
"REGION1","LNDAGRBC1C01","CO2",56,2031,0
"REGION1","LNDAGRBC1C01","CO2",56,2032,0
"REGION1","LNDAGRBC1C01","CO2",56,2033,0
"REGION1","LNDAGRBC1C01","CO2",56,2034,0
"REGION1","LNDAGRBC1C01","CO2",56,2035,0
"REGION1","LNDAGRBC1C01","CO2",56,2036,0
"REGION1","LNDAGRBC1C01","CO2",56,2037,0
"REGION1","LNDAGRBC1C01","CO2",56,2038,0
"REGION1","LNDAGRBC1C01","CO2",56,2039,0
"REGION1","LNDAGRBC1C01","CO2",56,2040,0
"REGION1","LNDAGRBC1C01","CO2",56,2041,0
"REGION1","LNDAGRBC1C01","CO2",56,2042,0
"REGION1","LNDAGRBC1C01","CO2",56,2043,0
"REGION1","LNDAGRBC1C01","CO2",56,2044,0
"REGION1","LNDAGRBC1C01","CO2",56,2045,0
"REGION1","LNDAGRBC1C01","CO2",56,2046,0
"REGION1","LNDAGRBC1C01","CO2",56,2047,0
"REGION1","LNDAGRBC1C01","CO2",56,2048,0
"REGION1","LNDAGRBC1C01","CO2",56,2049,0
"REGION1","LNDAGRBC1C01","CO2",56,2050,0
"REGION1","LNDAGRBC1C01","CO2",46,2020,0
"REGION1","LNDAGRBC1C01","CO2",46,2021,0
"REGION1","LNDAGRBC1C01","CO2",46,2022,0
"REGION1","LNDAGRBC1C01","CO2",46,2023,0
"REGION1","LNDAGRBC1C01","CO2",46,2024,0
"REGION1","LNDAGRBC1C01","CO2",46,2025,0
"REGION1","LNDAGRBC1C01","CO2",46,2026,0
"REGION1","LNDAGRBC1C01","CO2",46,2027,0
"REGION1","LNDAGRBC1C01","CO2",46,2028,0
"REGION1","LNDAGRBC1C01","CO2",46,2029,0
"REGION1","LNDAGRBC1C01","CO2",46,2030,0
"REGION1","LNDAGRBC1C01","CO2",46,2031,0
"REGION1","LNDAGRBC1C01","CO2",46,2032,0
"REGION1","LNDAGRBC1C01","CO2",46,2033,0
"REGION1","LNDAGRBC1C01","CO2",46,2034,0
"REGION1","LNDAGRBC1C01","CO2",46,2035,0
"REGION1","LNDAGRBC1C01","CO2",46,2036,0
"REGION1","LNDAGRBC1C01","CO2",46,2037,0
"REGION1","LNDAGRBC1C01","CO2",46,2038,0
"REGION1","LNDAGRBC1C01","CO2",46,2039,0
"REGION1","LNDAGRBC1C01","CO2",46,2040,0
"REGION1","LNDAGRBC1C01","CO2",46,2041,0
"REGION1","LNDAGRBC1C01","CO2",46,2042,0
"REGION1","LNDAGRBC1C01","CO2",46,2043,0
"REGION1","LNDAGRBC1C01","CO2",46,2044,0
"REGION1","LNDAGRBC1C01","CO2",46,2045,0
"REGION1","LNDAGRBC1C01","CO2",46,2046,0
"REGION1","LNDAGRBC1C01","CO2",46,2047,0
"REGION1","LNDAGRBC1C01","CO2",46,2048,0
"REGION1","LNDAGRBC1C01","CO2",46,2049,0
"REGION1","LNDAGRBC1C01","CO2",46,2050,0
"REGION1","LNDAGRBC1C01","CO2",4,2020,0
"REGION1","LNDAGRBC1C01","CO2",4,2021,0
"REGION1","LNDAGRBC1C01","CO2",4,2022,0
"REGION1","LNDAGRBC1C01","CO2",4,2023,0
"REGION1","LNDAGRBC1C01","CO2",4,2024,0
"REGION1","LNDAGRBC1C01","CO2",4,2025,0
"REGION1","LNDAGRBC1C01","CO2",4,2026,0
"REGION1","LNDAGRBC1C01","CO2",4,2027,0
"REGION1","LNDAGRBC1C01","CO2",4,2028,0
"REGION1","LNDAGRBC1C01","CO2",4,2029,0
"REGION1","LNDAGRBC1C01","CO2",4,2030,0
"REGION1","LNDAGRBC1C01","CO2",4,2031,0
"REGION1","LNDAGRBC1C01","CO2",4,2032,0
"REGION1","LNDAGRBC1C01","CO2",4,2033,0
"REGION1","LNDAGRBC1C01","CO2",4,2034,0
"REGION1","LNDAGRBC1C01","CO2",4,2035,0
"REGION1","LNDAGRBC1C01","CO2",4,2036,0
"REGION1","LNDAGRBC1C01","CO2",4,2037,0
"REGION1","LNDAGRBC1C01","CO2",4,2038,0
"REGION1","LNDAGRBC1C01","CO2",4,2039,0
"REGION1","LNDAGRBC1C01","CO2",4,2040,0
"REGION1","LNDAGRBC1C01","CO2",4,2041,0
"REGION1","LNDAGRBC1C01","CO2",4,2042,0
"REGION1","LNDAGRBC1C01","CO2",4,2043,0
"REGION1","LNDAGRBC1C01","CO2",4,2044,0
"REGION1","LNDAGRBC1C01","CO2",4,2045,0
"REGION1","LNDAGRBC1C01","CO2",4,2046,0
"REGION1","LNDAGRBC1C01","CO2",4,2047,0
"REGION1","LNDAGRBC1C01","CO2",4,2048,0
"REGION1","LNDAGRBC1C01","CO2",4,2049,0
"REGION1","LNDAGRBC1C01","CO2",4,2050,0
"REGION1","LNDAGRBC1C01","CO2",28,2020,0
"REGION1","LNDAGRBC1C01","CO2",28,2021,0
"REGION1","LNDAGRBC1C01","CO2",28,2022,0
"REGION1","LNDAGRBC1C01","CO2",28,2023,0
"REGION1","LNDAGRBC1C01","CO2",28,2024,0
"REGION1","LNDAGRBC1C01","CO2",28,2025,0
"REGION1","LNDAGRBC1C01","CO2",28,2026,0
"REGION1","LNDAGRBC1C01","CO2",28,2027,0
"REGION1","LNDAGRBC1C01","CO2",28,2028,0
"REGION1","LNDAGRBC1C01","CO2",28,2029,0
"REGION1","LNDAGRBC1C01","CO2",28,2030,0
"REGION1","LNDAGRBC1C01","CO2",28,2031,0
"REGION1","LNDAGRBC1C01","CO2",28,2032,0
"REGION1","LNDAGRBC1C01","CO2",28,2033,0
"REGION1","LNDAGRBC1C01","CO2",28,2034,0
"REGION1","LNDAGRBC1C01","CO2",28,2035,0
"REGION1","LNDAGRBC1C01","CO2",28,2036,0
"REGION1","LNDAGRBC1C01","CO2",28,2037,0
"REGION1","LNDAGRBC1C01","CO2",28,2038,0
"REGION1","LNDAGRBC1C01","CO2",28,2039,0
"REGION1","LNDAGRBC1C01","CO2",28,2040,0
"REGION1","LNDAGRBC1C01","CO2",28,2041,0
"REGION1","LNDAGRBC1C01","CO2",28,2042,0
"REGION1","LNDAGRBC1C01","CO2",28,2043,0
"REGION1","LNDAGRBC1C01","CO2",28,2044,0
"REGION1","LNDAGRBC1C01","CO2",28,2045,0
"REGION1","LNDAGRBC1C01","CO2",28,2046,0
"REGION1","LNDAGRBC1C01","CO2",28,2047,0
"REGION1","LNDAGRBC1C01","CO2",28,2048,0
"REGION1","LNDAGRBC1C01","CO2",28,2049,0
"REGION1","LNDAGRBC1C01","CO2",28,2050,0
"REGION1","LNDAGRBC1C01","CO2",14,2020,0
"REGION1","LNDAGRBC1C01","CO2",14,2021,0
"REGION1","LNDAGRBC1C01","CO2",14,2022,0
"REGION1","LNDAGRBC1C01","CO2",14,2023,0
"REGION1","LNDAGRBC1C01","CO2",14,2024,0
"REGION1","LNDAGRBC1C01","CO2",14,2025,0
"REGION1","LNDAGRBC1C01","CO2",14,2026,0
"REGION1","LNDAGRBC1C01","CO2",14,2027,0
"REGION1","LNDAGRBC1C01","CO2",14,2028,0
"REGION1","LNDAGRBC1C01","CO2",14,2029,0
"REGION1","LNDAGRBC1C01","CO2",14,2030,0
"REGION1","LNDAGRBC1C01","CO2",14,2031,0
"REGION1","LNDAGRBC1C01","CO2",14,2032,0
"REGION1","LNDAGRBC1C01","CO2",14,2033,0
"REGION1","LNDAGRBC1C01","CO2",14,2034,0
"REGION1","LNDAGRBC1C01","CO2",14,2035,0
"REGION1","LNDAGRBC1C01","CO2",14,2036,0
"REGION1","LNDAGRBC1C01","CO2",14,2037,0
"REGION1","LNDAGRBC1C01","CO2",14,2038,0
"REGION1","LNDAGRBC1C01","CO2",14,2039,0
"REGION1","LNDAGRBC1C01","CO2",14,2040,0
"REGION1","LNDAGRBC1C01","CO2",14,2041,0
"REGION1","LNDAGRBC1C01","CO2",14,2042,0
