r,t,y,DiscountedSalvageValue
REGION1,LNDRYEHRBC1,2047,0.0055
REGION1,LNDRYEHRBC1,2048,0.0062
REGION1,LNDRYEHRBC1,2049,0.0064
REGION1,LNDRYEHRBC1,2050,0.0055
REGION1,LNDWHEHRBC1,2037,0.0009
REGION1,LNDWHEHRBC1,2038,0.0017
REGION1,LNDWHEHRBC1,2039,0.0024
REGION1,LNDWHEHRBC1,2040,0.0031
REGION1,LNDWHEHRBC1,2041,0.0037
REGION1,LNDWHEHRBC1,2042,0.0042
REGION1,LNDWHEHRBC1,2044,0.0052
REGION1,LNDWHEHRBC1,2045,0.0056
REGION1,LNDWHEHRBC1,2046,0.0199
REGION1,LNDWHEHRBC1,2047,0.1458
REGION1,LNDWHEHRBC1,2048,0.1529
REGION1,LNDWHEHRBC1,2049,0.1525
REGION1,LNDWHEHRBC1,2050,0.1653
REGION1,MINNGS,2020,0.2066
REGION1,MINNGS,2024,0.0134
REGION1,MINNGS,2025,0.0016
REGION1,MINNGS,2026,0.0132
REGION1,MINNGS,2027,0.0005
REGION1,MINNGS,2030,0.0001
REGION1,MINURN,2031,0.0555
REGION1,MINURN,2032,0.0889
REGION1,MINURN,2033,0.0856
REGION1,MINURN,2034,0.0852
REGION1,MINURN,2035,0.0863
REGION1,MINURN,2036,0.0852
REGION1,MINURN,2037,0.0059
REGION1,PWRBIOB06,2047,33.2499
REGION1,PWRBIOB06,2048,374.2347
REGION1,PWRBIOB06,2049,79.8934
REGION1,PWRGEOB01,2026,40.8624
REGION1,PWRGEOB02,2026,30.7244
REGION1,PWRGEOB02,2027,99.2808
REGION1,PWRGEOB02,2028,98.0931
REGION1,PWRGEOB02,2029,98.8521
REGION1,PWRGEOB02,2030,116.7084
REGION1,PWRGEOB02,2031,126.6584
REGION1,PWRGEOB03,2037,652.4611
REGION1,PWRGEOB03,2038,309.8022
REGION1,PWRHYDB13,2025,293.692
REGION1,PWRHYDB13,2042,284.1696
REGION1,PWRHYDB13,2043,719.3379
REGION1,PWRHYDB13,2044,682.4884
REGION1,PWRHYDB13,2045,675.6287
REGION1,PWRHYDB13,2046,648.0357
REGION1,PWRNGSB01,2032,11.4462
REGION1,PWRNGSB01,2033,20.4233
REGION1,PWRNGSB01,2034,24.44
REGION1,PWRNGSB01,2035,44.5209
REGION1,PWRNGSB01,2036,31.3739
REGION1,PWRNGSB01,2037,28.1671
REGION1,PWRNGSB01,2038,74.9117
REGION1,PWRNGSB01,2039,117.3266
REGION1,PWRNGSB01,2040,124.0739
REGION1,PWRNGSB01,2041,128.0423
REGION1,PWRNGSB01,2042,81.9425
REGION1,PWRNGSB01,2044,7.522
REGION1,PWRNGSB01,2045,9.2416
REGION1,PWRNGSB01,2046,15.5468
REGION1,PWRNGSB01,2047,146.9805
REGION1,PWRNGSB01,2048,51.4549
REGION1,PWRNGSB01,2049,139.0246
REGION1,PWRNGSB01,2050,164.9849
REGION1,PWRSOLB01,2038,273.3028
REGION1,PWRSOLB01,2039,492.7582
REGION1,PWRSOLB01,2040,490.93
REGION1,PWRSOLB01,2041,506.8288
REGION1,PWRSOLB01,2042,402.4601
REGION1,PWRSOLB01,2043,254.102
REGION1,PWRSOLB01,2044,222.6644
REGION1,PWRSOLB01,2045,228.2173
REGION1,PWRSOLB01,2046,222.2563
REGION1,PWRSOLB01,2048,163.97
REGION1,PWRSOLB01,2049,241.2284
REGION1,PWRSOLB01,2050,929.5942
REGION1,PWRURNB01,2031,308.1592
REGION1,PWRURNB01,2032,451.1284
REGION1,PWRURNB01,2033,461.0397
REGION1,PWRURNB01,2034,470.5432
REGION1,PWRURNB01,2035,485.4173
REGION1,PWRURNB01,2036,486.291
REGION1,PWRURNB01,2037,34.3111
REGION1,PWRWNDB09,2045,262.3488
REGION1,PWRWNDB09,2046,27.5457
REGION1,PWRWNDB09,2047,27.1255
REGION1,PWRWNDB09,2048,29.8034
REGION1,PWRWNDB09,2049,66.8846
REGION1,PWRWNDB10,2046,26.2402
REGION1,PWRWNDB10,2047,677.8747
REGION1,PWRWNDB10,2048,214.18
REGION1,PWRWNDB11,2050,1426.9384
