time,EastKootenay_1,Okanagan-Similkameen_1,KootenayBoundary_1,NorthOkanagan_1,CentralKootenay_1,KootenayBoundary_2,Okanagan-Similkameen_2,Thompson-Nicola_1
2023-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 10:00:00,0.22643722593344712,0.16999215667790818,0.11021709304923562,0.3475532852255504,0.19270397646282175,0.15678160045170283,0.16251050717131094,0.2313339050102188
2023-01-04 11:00:00,0.34472548393027014,0.3206959910044666,0.18307789554925544,0.4907595872369691,0.2893983693211011,0.21637624255626806,0.325190900543748,0.39215591782548986
2023-01-04 12:00:00,0.46267771885922976,0.42821908824405036,0.4244337143337859,0.6443898023764774,0.5371329872381281,0.4750649839113821,0.4305647741202724,0.4707680269595418
2023-01-04 13:00:00,0.6445127545186197,0.4574306221394534,0.5161644932242567,0.7238776841308205,0.6927811053185684,0.5438151013934056,0.460010664659335,0.5650323527851314
2023-01-04 14:00:00,0.6504795418090704,0.44516521470438136,0.7285507595587353,0.7457310869222701,0.7766951335530791,0.7522928424542616,0.412476987857775,0.6181456159146915
2023-01-04 15:00:00,0.599060517511029,0.3871120554981394,0.6602833365892448,0.7107254601508446,0.7106579718399686,0.6867729433936864,0.36234383956365673,0.5851878950836419
2023-01-04 16:00:00,0.4506901571077343,0.2127208152365153,0.4866568747231936,0.6103832148883395,0.6425082437528126,0.6539608880290492,0.19793717152458784,0.4488168220907473
2023-01-04 17:00:00,0.36788512470182533,0.03178202803404941,0.1824205108104727,0.4290618059924857,0.42459260552459244,0.35166768048708585,0.04893188917515358,0.23934192690421058
2023-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 10:00:00,0.05604227621617381,0.13358763378553068,0.017144121272034595,0.02006999903819548,0.019568809928331803,0.004562788584935885,0.1448658215424694,0.07683717671624919
2023-01-05 11:00:00,0.16314064329876687,0.1573539730531424,0.06758083493456113,0.2854352489203606,0.07870425847019494,0.03161028011065749,0.19362406864002574,0.21284661486841766
2023-01-05 12:00:00,0.2768901088730596,0.06413912404995942,0.09676390109040481,0.4182598150664151,0.4271927060642408,0.33723799076256755,0.0912632250663395,0.35810155272036254
2023-01-05 13:00:00,0.361928528448841,0.14087760966425908,0.0941145158865677,0.4714245912810637,0.324940849965986,0.18796828258623258,0.18056323268303964,0.4353598317516834
2023-01-05 14:00:00,0.352011255552361,0.2890338691243453,0.05272088494482373,0.20348001148668832,0.14890756631456317,0.07580916985575163,0.36124890157972595,0.48899071592982396
2023-01-05 15:00:00,0.19810444906003333,0.38987576508298555,0.20776945373811953,0.2695036889383461,0.0540867543831,0.058859907275941065,0.4243686165440296,0.5705150050901634
2023-01-05 16:00:00,0.08106507534805336,0.31698756170282033,0.2501941361820896,0.4482224733233309,0.09747700998363698,0.1803260315087779,0.3635274498949509,0.44665491737622853
2023-01-05 17:00:00,0.01865820412863197,0.23185792787924267,0.24425304457510943,0.216647902134131,0.12664190207792567,0.18058826368301278,0.2367228621178863,0.3508728406713378
2023-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 10:00:00,0.15594027195624582,0.28833987433494807,0.08462308479961192,0.3108704826159481,0.024449023876247172,0.0133195862287387,0.30299728995578346,0.13462094679227715
2023-01-06 11:00:00,0.18000592256273493,0.41201704724115534,0.0815980537915062,0.40011163881930595,0.06188617871934695,0.0673437576815516,0.45315698462346365,0.34437569070225654
2023-01-06 12:00:00,0.36606883896478054,0.44744157142183133,0.23237372012916607,0.5358777687733476,0.22884839770478801,0.23912556534426113,0.5078810760606948,0.5507397519814788
2023-01-06 13:00:00,0.40723107289130545,0.564876983814654,0.2331419617309781,0.6052069423438128,0.15114431567763836,0.11889365996305855,0.610240812234041,0.5852387660456466
2023-01-06 14:00:00,0.3856263967043274,0.5511015908754232,0.18914943492211034,0.6413847382165324,0.16448866404403908,0.10678593660795206,0.6143764033753075,0.5833454063519694
2023-01-06 15:00:00,0.4184915079037191,0.5505986157686822,0.15255847528221905,0.5512160365857781,0.09624444554362035,0.06911703378737903,0.5944797953912861,0.5658590406406874
2023-01-06 16:00:00,0.2801056362064251,0.46100072440801954,0.12333526941789845,0.4279099387095514,0.06180473108919262,0.01897212498600655,0.49293677642063116,0.4669385692311239
2023-01-06 17:00:00,0.16426382376195015,0.23437521279980073,0.08377445404909013,0.29088788150592604,0.03680546221372751,0.0055153768616335586,0.23448481635316276,0.3052806814307509
2023-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 10:00:00,0.1429862899249588,0.009251367623463744,0.045512640987907714,0.10705031650192735,0.09269527601683229,0.11891462781728629,0.013067781732626165,0.06726865841684243
2023-01-07 11:00:00,0.20026023323966063,0.04115001482403272,0.09617779440016005,0.1368999978201252,0.11513603111754356,0.14116450393759417,0.048941152042873554,0.23433649904958243
2023-01-07 12:00:00,0.25226246170868477,0.07378929718738317,0.13571808060646892,0.33218957236543706,0.1910717281548358,0.20143739826432716,0.09201447361207796,0.4505621558751624
2023-01-07 13:00:00,0.42466746584334913,0.13165455699055162,0.24488081278517096,0.33800145293256456,0.21852004900332211,0.19877669167280296,0.12667495526632555,0.32470770452477143
2023-01-07 14:00:00,0.4558504600941217,0.12577275494222245,0.2811790563072264,0.10094332723951052,0.22640293226925126,0.3785824259770644,0.13861476022181757,0.21718225996353022
2023-01-07 15:00:00,0.39310929233380676,0.10855309813972765,0.1531145024022951,0.09807699479834632,0.2320048556292429,0.30623767980457434,0.12617797505294262,0.1378708254013875
2023-01-07 16:00:00,0.21933494649514348,0.04542487200988858,0.06119102573122788,0.14044236090934517,0.2809696983455782,0.2466501126992838,0.057966132066785046,0.07266042947196522
2023-01-07 17:00:00,0.16496904337939983,0.008324548398966545,0.00729637110137519,0.038969448393621244,0.17445382314502306,0.08417456685249575,0.009341291790335259,0.011693304525373255
2023-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 10:00:00,0.151678424211688,0.0065744598232805335,0.0143675648830788,0.014630765998980267,0.022327873299024793,0.021778305549173323,0.008724648397788751,0.05096856668690413
2023-01-08 11:00:00,0.1136303337050477,0.02737060676738897,0.018293578797958426,0.03209175872173244,0.03081218706737317,0.012116585166480603,0.029666355757515306,0.05090007486025701
2023-01-08 12:00:00,0.2875347003154253,0.05583880203292635,0.04049253559463331,0.059387013010748835,0.07140433966651505,0.0290983458127905,0.05799471760864909,0.0749816550327134
2023-01-08 13:00:00,0.14158600390658033,0.08334474937023295,0.058628833936542876,0.12106280601453559,0.08042082275647094,0.03584781353368844,0.08380392652100424,0.1106149187930992
2023-01-08 14:00:00,0.18551634757456553,0.07381311309875196,0.053651157806372134,0.09036086965718931,0.05219772519471584,0.04041254541812306,0.07560532094198369,0.14052098939091937
2023-01-08 15:00:00,0.243615245355594,0.04243010942165447,0.05812952485387969,0.0797228555591754,0.09568064108834765,0.07214890143010791,0.0405054630967261,0.07726973668829201
2023-01-08 16:00:00,0.09476313690673645,0.023514699876224704,0.01977950414127281,0.04678659186429911,0.0375815923262625,0.016645833799378,0.021168751151454446,0.030635168567306595
2023-01-08 17:00:00,0.039781935754601136,0.004967303153100702,0.001685999597608424,0.0022331701655571054,0.005785971499376331,0.0011452095245297427,0.003938898897365621,0.005177277275929497
2023-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 10:00:00,0.13806074372946012,0.03378471634350213,0.08804530642978092,0.3938127191266254,0.1803446764210773,0.12121039675217062,0.042623039828841316,0.16703097113019497
2023-01-09 11:00:00,0.23871516159496195,0.06403022930521678,0.10647555612986832,0.5321907996359989,0.26898158476201167,0.12842375871745165,0.07864131903673961,0.16845504630434527
2023-01-09 12:00:00,0.4727260818640066,0.08344461586045486,0.1707552529901433,0.4732382204412314,0.2800643176771419,0.2225806810694595,0.08649261711002662,0.15202494059335267
2023-01-09 13:00:00,0.5367480674772943,0.1339806770810422,0.2230476027992429,0.4917260867985821,0.3325956794143233,0.23349404919321012,0.12775236549917185,0.2059004900560875
2023-01-09 14:00:00,0.5469535132291181,0.08083584739065944,0.148515069809749,0.4341956536129009,0.2853313521560251,0.18179192024091348,0.08096360248636117,0.20105528381884905
2023-01-09 15:00:00,0.4428114247948954,0.046661199486572304,0.05124991054516541,0.12655243066894617,0.10366185727639703,0.05086214666653749,0.04073489994910967,0.13276075874013404
2023-01-09 16:00:00,0.2238904212342373,0.02508575965250966,0.020129337419637825,0.035395575796834444,0.043724824000532236,0.022594071154190272,0.027501584773980837,0.0729960619470648
2023-01-09 17:00:00,0.023860994903504965,0.025778224443495167,0.002582084398416115,0.004046014955935433,0.004441337627598412,0.003158718135519856,0.03472318365271492,0.029351478827426836
2023-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 10:00:00,0.08057560025206108,0.03871194190960866,0.031450314997201974,0.011974125401187285,0.05740671302958104,0.026368509400845494,0.029565048297556677,0.027371891497845267
2023-01-10 11:00:00,0.1634505545481928,0.09823102594601743,0.09443702205683338,0.10534025846133648,0.2246619612910825,0.1697644987502573,0.08700817683306847,0.0776774424907282
2023-01-10 12:00:00,0.26416231352463926,0.2488953994579885,0.1331553196315695,0.21858047210515616,0.24831314281327105,0.2148549692299246,0.26444607721064317,0.12418865974383486
2023-01-10 13:00:00,0.3055212372393523,0.3677933699817791,0.21035270707047887,0.2278189167819428,0.34408849240833417,0.3443856097889648,0.36041604816726336,0.20425267081424545
2023-01-10 14:00:00,0.298925699694795,0.41548257154303603,0.2296367862815354,0.29490211451226667,0.43996520084922575,0.4093385141991651,0.41711701858697986,0.3127686305018174
2023-01-10 15:00:00,0.2872681971960154,0.42306827215920617,0.36993142301376675,0.386444633697144,0.32288883774735755,0.332351166521192,0.4100742818956576,0.3560684691781487
2023-01-10 16:00:00,0.18528840795198803,0.20668390822886318,0.24661461992968314,0.3650117923995404,0.16884617296327814,0.22652832302764497,0.21943153342314647,0.2664838831663471
2023-01-10 17:00:00,0.20553583133337516,0.11782170543573042,0.13319305437867496,0.19917891449857866,0.1682931554854265,0.18436613957328157,0.11703188701754241,0.1356993396935087
2023-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
