r,t,y,SalvageValue
REGION1,LNDRAPHIBC1,2050,3.8683
REGION1,LNDRYEHRBC1,2047,0.105
REGION1,LNDRYEHRBC1,2048,0.1187
REGION1,LNDRYEHRBC1,2049,0.1227
REGION1,LNDRYEHRBC1,2050,0.1048
REGION1,LNDWHEHRBC1,2037,0.0169
REGION1,LNDWHEHRBC1,2038,0.0323
REGION1,LNDWHEHRBC1,2039,0.0462
REGION1,LNDWHEHRBC1,2040,0.0589
REGION1,LNDWHEHRBC1,2041,0.0705
REGION1,LNDWHEHRBC1,2042,0.081
REGION1,LNDWHEHRBC1,2044,0.0992
REGION1,LNDWHEHRBC1,2045,0.1071
REGION1,LNDWHEHRBC1,2046,0.3816
REGION1,LNDWHEHRBC1,2047,2.7982
REGION1,LNDWHEHRBC1,2048,2.9339
REGION1,LNDWHEHRBC1,2049,2.9272
REGION1,LNDWHEHRBC1,2050,3.1726
REGION1,MINNGS,2020,3.9663
REGION1,MINNGS,2024,0.2573
REGION1,MINNGS,2025,0.0299
REGION1,MINNGS,2026,0.2542
REGION1,MINNGS,2027,0.0092
REGION1,MINNGS,2030,0.0014
REGION1,MINURN,2028,0.3741
REGION1,MINURN,2029,0.3688
REGION1,MINURN,2030,0.427
REGION1,MINURN,2031,1.5197
REGION1,MINURN,2032,1.6018
REGION1,MINURN,2033,1.8688
REGION1,MINURN,2034,1.635
REGION1,MINURN,2035,1.6574
REGION1,MINURN,2036,1.6345
REGION1,MINURN,2037,1.6773
REGION1,MINURN,2038,1.6828
REGION1,MINURN,2039,1.6118
REGION1,MINURN,2040,1.5772
REGION1,MINURN,2041,1.5771
REGION1,MINURN,2042,1.5767
REGION1,MINURN,2043,1.6582
REGION1,MINURN,2044,1.5768
REGION1,MINURN,2045,1.5858
REGION1,MINURN,2046,1.3251
REGION1,MINURN,2047,1.058
REGION1,PWRBIOB06,2050,4454.0344
REGION1,PWRHYDB13,2025,5637.2244
REGION1,PWRHYDB13,2046,3853.9214
REGION1,PWRHYDB13,2047,7898.8584
REGION1,PWRHYDB13,2048,13844.328
REGION1,PWRHYDB13,2049,13852.916
REGION1,PWRHYDB13,2050,18443.722
REGION1,PWRNGSB01,2030,2.2472
REGION1,PWRNGSB01,2031,214.7255
REGION1,PWRNGSB01,2032,307.6803
REGION1,PWRNGSB01,2033,392.0112
REGION1,PWRNGSB01,2034,469.1104
REGION1,PWRNGSB01,2035,854.5502
REGION1,PWRNGSB01,2036,602.2012
REGION1,PWRNGSB01,2037,626.1014
REGION1,PWRNGSB01,2038,671.7101
REGION1,PWRNGSB01,2039,781.1387
REGION1,PWRNGSB01,2040,860.157
REGION1,PWRNGSB01,2041,861.8662
REGION1,PWRNGSB01,2042,938.0054
REGION1,PWRNGSB01,2043,883.6567
REGION1,PWRNGSB01,2044,1004.3906
REGION1,PWRNGSB01,2045,1022.7366
REGION1,PWRNGSB01,2046,543.2365
REGION1,PWRSOLB01,2027,306.6594
REGION1,PWRSOLB01,2048,4753.8238
REGION1,PWRSOLB01,2049,4815.4136
REGION1,PWRURNB01,2028,1888.5878
REGION1,PWRURNB01,2029,1930.4697
REGION1,PWRURNB01,2030,2307.2508
REGION1,PWRURNB01,2031,8445.5445
REGION1,PWRURNB01,2032,8659.114
REGION1,PWRURNB01,2033,8849.3534
REGION1,PWRURNB01,2034,9031.7684
REGION1,PWRURNB01,2035,9317.2652
REGION1,PWRURNB01,2036,9334.0366
REGION1,PWRURNB01,2037,9713.6638
REGION1,PWRURNB01,2038,9869.0792
REGION1,PWRURNB01,2039,9559.6852
REGION1,PWRURNB01,2040,9450.3617
REGION1,PWRURNB01,2041,9536.6883
REGION1,PWRURNB01,2042,9612.8812
REGION1,PWRURNB01,2043,10185.491
REGION1,PWRURNB01,2044,9750.6477
REGION1,PWRURNB01,2045,9865.9435
REGION1,PWRURNB01,2046,8289.7124
REGION1,PWRURNB01,2047,6651.4391
REGION1,PWRWNDB09,2045,5035.6129
REGION1,PWRWNDB09,2046,528.7217
REGION1,PWRWNDB09,2047,520.6563
REGION1,PWRWNDB09,2048,572.056
REGION1,PWRWNDB09,2049,1283.8053
