REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMAGRGWTBC1,1,2021,0.3734758746540464
REGION1,DEMAGRGWTBC1,1,2022,0.37631418367373687
REGION1,DEMAGRGWTBC1,1,2023,0.42279801774048326
REGION1,DEMAGRGWTBC1,1,2024,0.4227865658108329
REGION1,DEMAGRGWTBC1,1,2025,0.42229197060422485
REGION1,DEMAGRGWTBC1,1,2026,0.43376869844049537
REGION1,DEMAGRGWTBC1,1,2027,0.43893583550132287
REGION1,DEMAGRGWTBC1,1,2028,0.46252505924404114
REGION1,DEMAGRGWTBC1,1,2029,0.4707948277493848
REGION1,DEMAGRGWTBC1,1,2030,0.47732879003343903
REGION1,DEMAGRGWTBC1,1,2031,0.48577386456565275
REGION1,DEMAGRGWTBC1,1,2032,0.48642630123470537
REGION1,DEMAGRGWTBC1,1,2033,0.4933891144877204
REGION1,DEMAGRGWTBC1,1,2035,0.5063253262614241
REGION1,DEMAGRGWTBC1,1,2037,0.5318731829945766
REGION1,DEMAGRGWTBC1,1,2038,0.535782384032274
REGION1,DEMAGRGWTBC1,1,2040,0.5400687159574995
REGION1,DEMAGRGWTBC1,1,2041,0.5471752162376722
REGION1,DEMAGRGWTBC1,1,2042,0.553139231928005
REGION1,DEMAGRGWTBC1,1,2043,0.5612146317297371
REGION1,DEMAGRGWTBC1,1,2045,0.5738516634897095
REGION1,DEMAGRGWTBC1,1,2047,0.5867742290209107
REGION1,DEMAGRGWTBC1,1,2049,0.6002657976230497
REGION1,DEMAGRGWTBC1,1,2050,0.6071971868984497
REGION1,DEMAGRSURBC1,1,2034,0.49931794120560014
REGION1,DEMAGRSURBC1,1,2036,0.5237997166903832
REGION1,DEMAGRSURBC1,1,2039,0.5399059992133963
REGION1,DEMAGRSURBC1,1,2044,0.5672157179748193
REGION1,DEMAGRSURBC1,1,2046,0.5806595064122353
REGION1,DEMAGRSURBC1,1,2048,0.5934101745358433
REGION1,DEMCOMBIO,1,2021,0.7599999999999906
REGION1,DEMCOMBIO,1,2022,1.1999999999999935
REGION1,DEMCOMBIO,1,2023,1.6299999999999906
REGION1,DEMCOMBIO,1,2024,2.4099999999999824
REGION1,DEMCOMBIO,1,2025,3.6100000000000008
REGION1,DEMCOMBIO,1,2026,4.810000000000001
REGION1,DEMCOMBIO,1,2027,6.369999999999979
REGION1,DEMCOMBIO,1,2028,7.849999999999993
REGION1,DEMCOMBIO,1,2029,9.76
REGION1,DEMCOMBIO,1,2030,11.65999999999998
REGION1,DEMCOMBIO,1,2031,11.52
REGION1,DEMCOMBIO,1,2032,11.380000000000004
REGION1,DEMCOMBIO,1,2033,11.329999999999997
REGION1,DEMCOMBIO,1,2034,11.300000000000011
REGION1,DEMCOMBIO,1,2035,11.26
REGION1,DEMCOMBIO,1,2036,11.230000000000006
