r,t,y,DiscountedSalvageValue
REGION1,LNDRYEHRBC1,2047,0.0055
REGION1,LNDRYEHRBC1,2048,0.0062
REGION1,LNDRYEHRBC1,2049,0.0064
REGION1,LNDRYEHRBC1,2050,0.0055
REGION1,LNDWHEHRBC1,2037,0.0009
REGION1,LNDWHEHRBC1,2038,0.0017
REGION1,LNDWHEHRBC1,2039,0.0024
REGION1,LNDWHEHRBC1,2040,0.0031
REGION1,LNDWHEHRBC1,2041,0.0037
REGION1,LNDWHEHRBC1,2042,0.0042
REGION1,LNDWHEHRBC1,2044,0.0052
REGION1,LNDWHEHRBC1,2045,0.0056
REGION1,LNDWHEHRBC1,2046,0.0199
REGION1,LNDWHEHRBC1,2047,0.1458
REGION1,LNDWHEHRBC1,2048,0.1529
REGION1,LNDWHEHRBC1,2049,0.1525
REGION1,LNDWHEHRBC1,2050,0.1653
REGION1,MINNGS,2020,0.2066
REGION1,MINNGS,2024,0.0134
REGION1,MINNGS,2025,0.0016
REGION1,MINNGS,2026,0.0132
REGION1,MINNGS,2027,0.0041
REGION1,MINURN,2028,0.0717
REGION1,MINURN,2029,0.0781
REGION1,MINURN,2030,0.0727
REGION1,MINURN,2031,0.0728
REGION1,MINURN,2032,0.0727
REGION1,MINURN,2033,0.0727
REGION1,MINURN,2034,0.0728
REGION1,MINURN,2035,0.074
REGION1,MINURN,2036,0.0727
REGION1,MINURN,2037,0.0726
REGION1,MINURN,2038,0.0731
REGION1,MINURN,2039,0.072
REGION1,MINURN,2040,0.0702
REGION1,MINURN,2041,0.0702
REGION1,MINURN,2042,0.0702
REGION1,MINURN,2043,0.0744
REGION1,MINURN,2044,0.0702
REGION1,MINURN,2045,0.0706
REGION1,MINURN,2046,0.0471
REGION1,MINURN,2047,0.0471
REGION1,PWRBIOB06,2050,113.177
REGION1,PWRGEOB01,2026,40.8624
REGION1,PWRGEOB02,2026,227.9375
REGION1,PWRGEOB02,2027,311.951
REGION1,PWRHYDB13,2025,293.692
REGION1,PWRHYDB13,2046,351.7293
REGION1,PWRHYDB13,2047,351.6263
REGION1,PWRHYDB13,2048,616.159
REGION1,PWRHYDB13,2049,616.5645
REGION1,PWRHYDB13,2050,1080.0448
REGION1,PWRNGSB01,2030,4.7207
REGION1,PWRNGSB01,2031,9.5595
REGION1,PWRNGSB01,2032,13.6942
REGION1,PWRNGSB01,2033,17.4463
REGION1,PWRNGSB01,2034,20.8745
REGION1,PWRNGSB01,2035,40.4369
REGION1,PWRNGSB01,2036,26.8017
REGION1,PWRNGSB01,2037,29.4827
REGION1,PWRNGSB01,2038,31.4288
REGION1,PWRNGSB01,2039,34.5301
REGION1,PWRNGSB01,2040,38.2753
REGION1,PWRNGSB01,2041,37.9037
REGION1,PWRNGSB01,2042,41.7471
REGION1,PWRNGSB01,2043,38.6628
REGION1,PWRNGSB01,2044,44.7016
REGION1,PWRNGSB01,2045,45.4393
REGION1,PWRSOLB01,2048,211.5748
REGION1,PWRSOLB01,2049,214.324
REGION1,PWRURNB01,2028,361.839
REGION1,PWRURNB01,2029,353.8442
REGION1,PWRURNB01,2030,365.3429
REGION1,PWRURNB01,2031,375.9909
REGION1,PWRURNB01,2032,385.3992
REGION1,PWRURNB01,2033,393.8366
REGION1,PWRURNB01,2034,401.8964
REGION1,PWRURNB01,2035,415.7622
REGION1,PWRURNB01,2036,415.4229
REGION1,PWRURNB01,2037,420.4994
REGION1,PWRURNB01,2038,428.746
REGION1,PWRURNB01,2039,427.1644
REGION1,PWRURNB01,2040,420.523
REGION1,PWRURNB01,2041,424.4663
REGION1,PWRURNB01,2042,427.8332
REGION1,PWRURNB01,2043,457.2291
REGION1,PWRURNB01,2044,433.9647
REGION1,PWRURNB01,2045,439.5186
REGION1,PWRURNB01,2046,294.8527
REGION1,PWRURNB01,2047,296.096
REGION1,PWRWNDB09,2045,262.3488
REGION1,PWRWNDB09,2046,27.5457
REGION1,PWRWNDB09,2047,27.1255
REGION1,PWRWNDB09,2048,29.8034
REGION1,PWRWNDB09,2049,66.8846
