r,l,f,y,Demand
REGION1,SEA1N,INDELCB02,2032,9.0368
REGION1,SEA1N,INDELCB02,2033,8.9928
REGION1,SEA1N,INDELCB02,2034,8.9048
REGION1,SEA1N,INDELCB02,2035,8.8304
REGION1,SEA1N,INDELCB02,2036,8.764
REGION1,SEA1N,INDELCB02,2037,8.7064
REGION1,SEA1N,INDELCB02,2038,8.6672
REGION1,SEA1N,INDELCB02,2039,8.6288
REGION1,SEA1N,INDELCB02,2040,8.5904
REGION1,SEA1N,INDELCB02,2041,8.5904
REGION1,SEA1N,INDELCB02,2042,8.5554
REGION1,SEA1N,INDELCB02,2043,8.5206
REGION1,SEA1N,INDELCB02,2044,8.4856
REGION1,SEA1N,INDELCB02,2045,8.4506
REGION1,SEA1N,INDELCB02,2046,8.4157
REGION1,SEA1N,INDELCB02,2047,8.3807
REGION1,SEA1N,INDELCB02,2048,8.3458
REGION1,SEA1N,INDELCB02,2049,8.3108
REGION1,SEA1N,INDELCB02,2050,8.2758
REGION1,SEA1N,RESELCB02,2020,5.9576
REGION1,SEA1N,RESELCB02,2021,6.0904
REGION1,SEA1N,RESELCB02,2022,6.2168
REGION1,SEA1N,RESELCB02,2023,6.3568
REGION1,SEA1N,RESELCB02,2024,6.4856
REGION1,SEA1N,RESELCB02,2025,6.6144
REGION1,SEA1N,RESELCB02,2026,6.736
REGION1,SEA1N,RESELCB02,2027,6.8448
REGION1,SEA1N,RESELCB02,2028,6.9256
REGION1,SEA1N,RESELCB02,2029,7.0
REGION1,SEA1N,RESELCB02,2030,7.0744
REGION1,SEA1N,RESELCB02,2031,7.1368
REGION1,SEA1N,RESELCB02,2032,7.2
REGION1,SEA1N,RESELCB02,2033,7.2728
REGION1,SEA1N,RESELCB02,2034,7.32
REGION1,SEA1N,RESELCB02,2035,7.3616
REGION1,SEA1N,RESELCB02,2036,7.4
REGION1,SEA1N,RESELCB02,2037,7.4376
REGION1,SEA1N,RESELCB02,2038,7.4792
REGION1,SEA1N,RESELCB02,2039,7.5184
REGION1,SEA1N,RESELCB02,2040,7.5536
REGION1,SEA1N,RESELCB02,2041,7.6233
REGION1,SEA1N,RESELCB02,2042,7.6703
REGION1,SEA1N,RESELCB02,2043,7.7173
REGION1,SEA1N,RESELCB02,2044,7.7642
REGION1,SEA1N,RESELCB02,2045,7.8113
REGION1,SEA1N,RESELCB02,2046,7.8582
REGION1,SEA1N,RESELCB02,2047,7.9053
REGION1,SEA1N,RESELCB02,2048,7.9522
REGION1,SEA1N,RESELCB02,2049,7.9993
REGION1,SEA1N,RESELCB02,2050,8.0462
REGION1,SEA1N,TRAELCB02,2020,0.0992
REGION1,SEA1N,TRAELCB02,2021,0.1296
REGION1,SEA1N,TRAELCB02,2022,0.1664
REGION1,SEA1N,TRAELCB02,2023,0.2112
REGION1,SEA1N,TRAELCB02,2024,0.2608
REGION1,SEA1N,TRAELCB02,2025,0.3248
REGION1,SEA1N,TRAELCB02,2026,0.3896
REGION1,SEA1N,TRAELCB02,2027,0.4584
REGION1,SEA1N,TRAELCB02,2028,0.5288
REGION1,SEA1N,TRAELCB02,2029,0.6072
REGION1,SEA1N,TRAELCB02,2030,0.6952
REGION1,SEA1N,TRAELCB02,2031,0.792
REGION1,SEA1N,TRAELCB02,2032,0.9
REGION1,SEA1N,TRAELCB02,2033,1.0248
REGION1,SEA1N,TRAELCB02,2034,1.1488
REGION1,SEA1N,TRAELCB02,2035,1.2832
REGION1,SEA1N,TRAELCB02,2036,1.428
REGION1,SEA1N,TRAELCB02,2037,1.5832
REGION1,SEA1N,TRAELCB02,2038,1.7536
REGION1,SEA1N,TRAELCB02,2039,1.932
REGION1,SEA1N,TRAELCB02,2040,2.1136
REGION1,SEA1N,TRAELCB02,2041,2.1836
REGION1,SEA1N,TRAELCB02,2042,2.3255
REGION1,SEA1N,TRAELCB02,2043,2.4674
REGION1,SEA1N,TRAELCB02,2044,2.6093
REGION1,SEA1N,TRAELCB02,2045,2.7512
REGION1,SEA1N,TRAELCB02,2046,2.8931
REGION1,SEA1N,TRAELCB02,2047,3.035
REGION1,SEA1N,TRAELCB02,2048,3.1769
REGION1,SEA1N,TRAELCB02,2049,3.3188
REGION1,SEA1N,TRAELCB02,2050,3.4607
REGION1,SEA2D,COMELCB02,2020,9.12
REGION1,SEA2D,COMELCB02,2021,9.3264
REGION1,SEA2D,COMELCB02,2022,9.4976
REGION1,SEA2D,COMELCB02,2023,9.6384
REGION1,SEA2D,COMELCB02,2024,9.7536
REGION1,SEA2D,COMELCB02,2025,9.8704
REGION1,SEA2D,COMELCB02,2026,10.0048
REGION1,SEA2D,COMELCB02,2027,10.144
REGION1,SEA2D,COMELCB02,2028,10.2576
REGION1,SEA2D,COMELCB02,2029,10.3808
REGION1,SEA2D,COMELCB02,2030,10.4992
REGION1,SEA2D,COMELCB02,2031,10.5888
REGION1,SEA2D,COMELCB02,2032,10.6768
REGION1,SEA2D,COMELCB02,2033,10.7856
REGION1,SEA2D,COMELCB02,2034,10.856
REGION1,SEA2D,COMELCB02,2035,10.9232
REGION1,SEA2D,COMELCB02,2036,10.9904
REGION1,SEA2D,COMELCB02,2037,11.0512
REGION1,SEA2D,COMELCB02,2038,11.1264
REGION1,SEA2D,COMELCB02,2039,11.1936
REGION1,SEA2D,COMELCB02,2040,11.264
REGION1,SEA2D,COMELCB02,2041,11.3554
REGION1,SEA2D,COMELCB02,2042,11.4306
REGION1,SEA2D,COMELCB02,2043,11.5056
REGION1,SEA2D,COMELCB02,2044,11.5806
REGION1,SEA2D,COMELCB02,2045,11.6557
REGION1,SEA2D,COMELCB02,2046,11.7307
REGION1,SEA2D,COMELCB02,2047,11.8059
REGION1,SEA2D,COMELCB02,2048,11.881
REGION1,SEA2D,COMELCB02,2049,11.956
REGION1,SEA2D,COMELCB02,2050,12.031
REGION1,SEA2D,INDELCB02,2020,16.1824
REGION1,SEA2D,INDELCB02,2021,16.224
REGION1,SEA2D,INDELCB02,2022,16.2832
REGION1,SEA2D,INDELCB02,2023,16.376
REGION1,SEA2D,INDELCB02,2024,16.6528
REGION1,SEA2D,INDELCB02,2025,16.9904
REGION1,SEA2D,INDELCB02,2026,17.5376
REGION1,SEA2D,INDELCB02,2027,17.5312
REGION1,SEA2D,INDELCB02,2028,17.4576
REGION1,SEA2D,INDELCB02,2029,17.36
REGION1,SEA2D,INDELCB02,2030,17.5392
REGION1,SEA2D,INDELCB02,2031,17.8208
REGION1,SEA2D,INDELCB02,2032,18.0736
REGION1,SEA2D,INDELCB02,2033,17.9856
REGION1,SEA2D,INDELCB02,2034,17.8096
REGION1,SEA2D,INDELCB02,2035,17.6608
REGION1,SEA2D,INDELCB02,2036,17.528
REGION1,SEA2D,INDELCB02,2037,17.4128
REGION1,SEA2D,INDELCB02,2038,17.3344
REGION1,SEA2D,INDELCB02,2039,17.2576
REGION1,SEA2D,INDELCB02,2040,17.1808
REGION1,SEA2D,INDELCB02,2041,17.1808
REGION1,SEA2D,INDELCB02,2042,17.1109
REGION1,SEA2D,INDELCB02,2043,17.0411
REGION1,SEA2D,INDELCB02,2044,16.9712
REGION1,SEA2D,INDELCB02,2045,16.9013
REGION1,SEA2D,INDELCB02,2046,16.8314
REGION1,SEA2D,INDELCB02,2047,16.7614
REGION1,SEA2D,INDELCB02,2048,16.6915
REGION1,SEA2D,INDELCB02,2049,16.6216
REGION1,SEA2D,INDELCB02,2050,16.5517
REGION1,SEA2D,RESELCB02,2020,11.9152
REGION1,SEA2D,RESELCB02,2021,12.1808
REGION1,SEA2D,RESELCB02,2022,12.4336
REGION1,SEA2D,RESELCB02,2023,12.7136
REGION1,SEA2D,RESELCB02,2024,12.9712
REGION1,SEA2D,RESELCB02,2025,13.2288
REGION1,SEA2D,RESELCB02,2026,13.472
REGION1,SEA2D,RESELCB02,2027,13.6896
REGION1,SEA2D,RESELCB02,2028,13.8512
REGION1,SEA2D,RESELCB02,2029,14.0
REGION1,SEA2D,RESELCB02,2030,14.1488
REGION1,SEA2D,RESELCB02,2031,14.2736
REGION1,SEA2D,RESELCB02,2032,14.4
REGION1,SEA2D,RESELCB02,2033,14.5456
REGION1,SEA2D,RESELCB02,2034,14.64
REGION1,SEA2D,RESELCB02,2035,14.7232
REGION1,SEA2D,RESELCB02,2036,14.8
REGION1,SEA2D,RESELCB02,2037,14.8752
REGION1,SEA2D,RESELCB02,2038,14.9584
REGION1,SEA2D,RESELCB02,2039,15.0368
REGION1,SEA2D,RESELCB02,2040,15.1072
REGION1,SEA2D,RESELCB02,2041,15.2466
REGION1,SEA2D,RESELCB02,2042,15.3406
REGION1,SEA2D,RESELCB02,2043,15.4346
REGION1,SEA2D,RESELCB02,2044,15.5285
REGION1,SEA2D,RESELCB02,2045,15.6226
REGION1,SEA2D,RESELCB02,2046,15.7165
REGION1,SEA2D,RESELCB02,2047,15.8106
REGION1,SEA2D,RESELCB02,2048,15.9045
REGION1,SEA2D,RESELCB02,2049,15.9986
REGION1,SEA2D,RESELCB02,2050,16.0925
REGION1,SEA2D,TRAELCB02,2020,0.1984
REGION1,SEA2D,TRAELCB02,2021,0.2592
REGION1,SEA2D,TRAELCB02,2022,0.3328
REGION1,SEA2D,TRAELCB02,2023,0.4224
REGION1,SEA2D,TRAELCB02,2024,0.5216
REGION1,SEA2D,TRAELCB02,2025,0.6496
REGION1,SEA2D,TRAELCB02,2026,0.7792
REGION1,SEA2D,TRAELCB02,2027,0.9168
REGION1,SEA2D,TRAELCB02,2028,1.0576
REGION1,SEA2D,TRAELCB02,2029,1.2144
REGION1,SEA2D,TRAELCB02,2030,1.3904
REGION1,SEA2D,TRAELCB02,2031,1.584
REGION1,SEA2D,TRAELCB02,2032,1.8
REGION1,SEA2D,TRAELCB02,2033,2.0496
REGION1,SEA2D,TRAELCB02,2034,2.2976
REGION1,SEA2D,TRAELCB02,2035,2.5664
REGION1,SEA2D,TRAELCB02,2036,2.856
REGION1,SEA2D,TRAELCB02,2037,3.1664
REGION1,SEA2D,TRAELCB02,2038,3.5072
REGION1,SEA2D,TRAELCB02,2039,3.864
REGION1,SEA2D,TRAELCB02,2040,4.2272
REGION1,SEA2D,TRAELCB02,2041,4.3672
REGION1,SEA2D,TRAELCB02,2042,4.651
REGION1,SEA2D,TRAELCB02,2043,4.9349
REGION1,SEA2D,TRAELCB02,2044,5.2186
REGION1,SEA2D,TRAELCB02,2045,5.5024
REGION1,SEA2D,TRAELCB02,2046,5.7862
REGION1,SEA2D,TRAELCB02,2047,6.0699
REGION1,SEA2D,TRAELCB02,2048,6.3538
REGION1,SEA2D,TRAELCB02,2049,6.6376
REGION1,SEA2D,TRAELCB02,2050,6.9214
REGION1,SEA2N,COMELCB02,2020,3.99
REGION1,SEA2N,COMELCB02,2021,4.0803
REGION1,SEA2N,COMELCB02,2022,4.1552
REGION1,SEA2N,COMELCB02,2023,4.2168
REGION1,SEA2N,COMELCB02,2024,4.2672
REGION1,SEA2N,COMELCB02,2025,4.3183
REGION1,SEA2N,COMELCB02,2026,4.3771
REGION1,SEA2N,COMELCB02,2027,4.438
REGION1,SEA2N,COMELCB02,2028,4.4877
REGION1,SEA2N,COMELCB02,2029,4.5416
REGION1,SEA2N,COMELCB02,2030,4.5934
REGION1,SEA2N,COMELCB02,2031,4.6326
REGION1,SEA2N,COMELCB02,2032,4.6711
REGION1,SEA2N,COMELCB02,2033,4.7187
REGION1,SEA2N,COMELCB02,2034,4.7495
REGION1,SEA2N,COMELCB02,2035,4.7789
REGION1,SEA2N,COMELCB02,2036,4.8083
REGION1,SEA2N,COMELCB02,2037,4.8349
REGION1,SEA2N,COMELCB02,2038,4.8678
REGION1,SEA2N,COMELCB02,2039,4.8972
REGION1,SEA2N,COMELCB02,2040,4.928
REGION1,SEA2N,COMELCB02,2041,4.968
REGION1,SEA2N,COMELCB02,2042,5.0009
REGION1,SEA2N,COMELCB02,2043,5.0337
REGION1,SEA2N,COMELCB02,2044,5.0665
REGION1,SEA2N,COMELCB02,2045,5.0994
REGION1,SEA2N,COMELCB02,2046,5.1322
REGION1,SEA2N,COMELCB02,2047,5.1651
REGION1,SEA2N,COMELCB02,2048,5.1979
REGION1,SEA2N,COMELCB02,2049,5.2307
REGION1,SEA2N,COMELCB02,2050,5.2636
REGION1,SEA2N,INDELCB02,2020,7.0798
REGION1,SEA2N,INDELCB02,2021,7.098
REGION1,SEA2N,INDELCB02,2022,7.1239
REGION1,SEA2N,INDELCB02,2023,7.1645
REGION1,SEA2N,INDELCB02,2024,7.2856
REGION1,SEA2N,INDELCB02,2025,7.4333
REGION1,SEA2N,INDELCB02,2026,7.6727
REGION1,SEA2N,INDELCB02,2027,7.6699
REGION1,SEA2N,INDELCB02,2028,7.6377
REGION1,SEA2N,INDELCB02,2029,7.595
REGION1,SEA2N,INDELCB02,2030,7.6734
REGION1,SEA2N,INDELCB02,2031,7.7966
REGION1,SEA2N,INDELCB02,2032,7.9072
REGION1,SEA2N,INDELCB02,2033,7.8687
REGION1,SEA2N,INDELCB02,2034,7.7917
REGION1,SEA2N,INDELCB02,2035,7.7266
REGION1,SEA2N,INDELCB02,2036,7.6685
REGION1,SEA2N,INDELCB02,2037,7.6181
REGION1,SEA2N,INDELCB02,2038,7.5838
REGION1,SEA2N,INDELCB02,2039,7.5502
REGION1,SEA2N,INDELCB02,2040,7.5166
REGION1,SEA2N,INDELCB02,2041,7.5166
REGION1,SEA2N,INDELCB02,2042,7.486
REGION1,SEA2N,INDELCB02,2043,7.4555
REGION1,SEA2N,INDELCB02,2044,7.4249
REGION1,SEA2N,INDELCB02,2045,7.3943
REGION1,SEA2N,INDELCB02,2046,7.3637
REGION1,SEA2N,INDELCB02,2047,7.3331
REGION1,SEA2N,INDELCB02,2048,7.3025
REGION1,SEA2N,INDELCB02,2049,7.272
REGION1,SEA2N,INDELCB02,2050,7.2414
REGION1,SEA2N,RESELCB02,2020,5.2129
REGION1,SEA2N,RESELCB02,2021,5.3291
REGION1,SEA2N,RESELCB02,2022,5.4397
REGION1,SEA2N,RESELCB02,2023,5.5622
REGION1,SEA2N,RESELCB02,2024,5.6749
REGION1,SEA2N,RESELCB02,2025,5.7876
REGION1,SEA2N,RESELCB02,2026,5.894
REGION1,SEA2N,RESELCB02,2027,5.9892
REGION1,SEA2N,RESELCB02,2028,6.0599
REGION1,SEA2N,RESELCB02,2029,6.125
REGION1,SEA2N,RESELCB02,2030,6.1901
REGION1,SEA2N,RESELCB02,2031,6.2447
REGION1,SEA2N,RESELCB02,2032,6.3
REGION1,SEA2N,RESELCB02,2033,6.3637
REGION1,SEA2N,RESELCB02,2034,6.405
REGION1,SEA2N,RESELCB02,2035,6.4414
REGION1,SEA2N,RESELCB02,2036,6.475
REGION1,SEA2N,RESELCB02,2037,6.5079
REGION1,SEA2N,RESELCB02,2038,6.5443
REGION1,SEA2N,RESELCB02,2039,6.5786
REGION1,SEA2N,RESELCB02,2040,6.6094
REGION1,SEA2N,RESELCB02,2041,6.6704
REGION1,SEA2N,RESELCB02,2042,6.7115
REGION1,SEA2N,RESELCB02,2043,6.7526
REGION1,SEA2N,RESELCB02,2044,6.7937
REGION1,SEA2N,RESELCB02,2045,6.8349
REGION1,SEA2N,RESELCB02,2046,6.876
REGION1,SEA2N,RESELCB02,2047,6.9171
REGION1,SEA2N,RESELCB02,2048,6.9582
REGION1,SEA2N,RESELCB02,2049,6.9994
REGION1,SEA2N,RESELCB02,2050,7.0405
REGION1,SEA2N,TRAELCB02,2020,0.0868
REGION1,SEA2N,TRAELCB02,2021,0.1134
REGION1,SEA2N,TRAELCB02,2022,0.1456
REGION1,SEA2N,TRAELCB02,2023,0.1848
REGION1,SEA2N,TRAELCB02,2024,0.2282
REGION1,SEA2N,TRAELCB02,2025,0.2842
REGION1,SEA2N,TRAELCB02,2026,0.3409
REGION1,SEA2N,TRAELCB02,2027,0.4011
REGION1,SEA2N,TRAELCB02,2028,0.4627
REGION1,SEA2N,TRAELCB02,2029,0.5313
REGION1,SEA2N,TRAELCB02,2030,0.6083
REGION1,SEA2N,TRAELCB02,2031,0.693
REGION1,SEA2N,TRAELCB02,2032,0.7875
REGION1,SEA2N,TRAELCB02,2033,0.8967
REGION1,SEA2N,TRAELCB02,2034,1.0052
REGION1,SEA2N,TRAELCB02,2035,1.1228
REGION1,SEA2N,TRAELCB02,2036,1.2495
REGION1,SEA2N,TRAELCB02,2037,1.3853
REGION1,SEA2N,TRAELCB02,2038,1.5344
REGION1,SEA2N,TRAELCB02,2039,1.6905
REGION1,SEA2N,TRAELCB02,2040,1.8494
REGION1,SEA2N,TRAELCB02,2041,1.9106
REGION1,SEA2N,TRAELCB02,2042,2.0348
REGION1,SEA2N,TRAELCB02,2043,2.159
REGION1,SEA2N,TRAELCB02,2044,2.2831
REGION1,SEA2N,TRAELCB02,2045,2.4073
REGION1,SEA2N,TRAELCB02,2046,2.5315
REGION1,SEA2N,TRAELCB02,2047,2.6556
REGION1,SEA2N,TRAELCB02,2048,2.7798
REGION1,SEA2N,TRAELCB02,2049,2.904
REGION1,SEA2N,TRAELCB02,2050,3.0281
REGION1,SEA3D,COMELCB02,2020,6.84
REGION1,SEA3D,COMELCB02,2021,6.9948
REGION1,SEA3D,COMELCB02,2022,7.1232
REGION1,SEA3D,COMELCB02,2023,7.2288
REGION1,SEA3D,COMELCB02,2024,7.3152
REGION1,SEA3D,COMELCB02,2025,7.4028
REGION1,SEA3D,COMELCB02,2026,7.5036
REGION1,SEA3D,COMELCB02,2027,7.608
REGION1,SEA3D,COMELCB02,2028,7.6932
REGION1,SEA3D,COMELCB02,2029,7.7856
REGION1,SEA3D,COMELCB02,2030,7.8744
REGION1,SEA3D,COMELCB02,2031,7.9416
REGION1,SEA3D,COMELCB02,2032,8.0076
REGION1,SEA3D,COMELCB02,2033,8.0892
REGION1,SEA3D,COMELCB02,2034,8.142
REGION1,SEA3D,COMELCB02,2035,8.1924
REGION1,SEA3D,COMELCB02,2036,8.2428
REGION1,SEA3D,COMELCB02,2037,8.2884
REGION1,SEA3D,COMELCB02,2038,8.3448
REGION1,SEA3D,COMELCB02,2039,8.3952
REGION1,SEA3D,COMELCB02,2040,8.448
REGION1,SEA3D,COMELCB02,2041,8.5165
REGION1,SEA3D,COMELCB02,2042,8.5729
REGION1,SEA3D,COMELCB02,2043,8.6292
REGION1,SEA3D,COMELCB02,2044,8.6855
REGION1,SEA3D,COMELCB02,2045,8.7418
REGION1,SEA3D,COMELCB02,2046,8.798
REGION1,SEA3D,COMELCB02,2047,8.8544
REGION1,SEA3D,COMELCB02,2048,8.9107
REGION1,SEA3D,COMELCB02,2049,8.967
REGION1,SEA3D,COMELCB02,2050,9.0233
REGION1,SEA3D,INDELCB02,2020,12.1368
REGION1,SEA3D,INDELCB02,2021,12.168
REGION1,SEA3D,INDELCB02,2022,12.2124
REGION1,SEA3D,INDELCB02,2023,12.282
REGION1,SEA3D,INDELCB02,2024,12.4896
REGION1,SEA3D,INDELCB02,2025,12.7428
REGION1,SEA3D,INDELCB02,2026,13.1532
REGION1,SEA3D,INDELCB02,2027,13.1484
REGION1,SEA3D,INDELCB02,2028,13.0932
REGION1,SEA3D,INDELCB02,2029,13.02
