REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMAGRGWTBC1,1,2027,0.08628472738892609
REGION1,DEMAGRGWTBC1,1,2028,0.09930614000390989
REGION1,DEMAGRSURBC1,1,2021,0.36830329406756407
REGION1,DEMAGRSURBC1,1,2022,0.37167280151796417
REGION1,DEMAGRSURBC1,1,2023,0.4783493443341544
REGION1,DEMAGRSURBC1,1,2024,0.42278655984750146
REGION1,DEMAGRSURBC1,1,2025,0.4282964592181536
REGION1,DEMAGRSURBC1,1,2026,0.433768695211209
REGION1,DEMAGRSURBC1,1,2027,0.3526551257561887
REGION1,DEMAGRSURBC1,1,2028,0.3632189191606604
REGION1,DEMAGRSURBC1,1,2029,0.46820381163444985
REGION1,DEMAGRSURBC1,1,2030,0.48734294392330657
REGION1,DEMAGRSURBC1,1,2031,0.48578403294129335
REGION1,DEMAGRSURBC1,1,2032,0.4864263012006465
REGION1,DEMAGRSURBC1,1,2033,0.4934097822029536
REGION1,DEMAGRSURBC1,1,2034,0.4993112663671392
REGION1,DEMAGRSURBC1,1,2035,0.5063253262614239
REGION1,DEMAGRSURBC1,1,2036,0.5198088106606441
REGION1,DEMAGRSURBC1,1,2037,0.523102310174524
REGION1,DEMAGRSURBC1,1,2038,0.5289193367704983
REGION1,DEMAGRSURBC1,1,2039,0.5394343969538427
REGION1,DEMAGRSURBC1,1,2040,0.5400687159574925
REGION1,DEMAGRSURBC1,1,2041,0.5471752162376816
REGION1,DEMAGRSURBC1,1,2042,0.5604755286750324
REGION1,DEMAGRSURBC1,1,2043,0.5612146317297204
REGION1,DEMAGRSURBC1,1,2044,0.5672157179748247
REGION1,DEMAGRSURBC1,1,2045,0.5738516634897176
REGION1,DEMAGRSURBC1,1,2046,0.5806595064122225
REGION1,DEMAGRSURBC1,1,2047,0.5867742290209557
REGION1,DEMAGRSURBC1,1,2048,0.593410174535847
REGION1,DEMAGRSURBC1,1,2049,0.6002657976230504
REGION1,DEMAGRSURBC1,1,2050,0.60719718689845
REGION1,DEMCOMBIO,1,2021,0.759999999999991
REGION1,DEMCOMBIO,1,2022,1.2000000000000004
REGION1,DEMCOMBIO,1,2023,1.63
REGION1,DEMCOMBIO,1,2024,2.4100000000000006
