REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMAGRGWTBC1,1,2022,0.3764601252894268
REGION1,DEMAGRGWTBC1,1,2023,0.42295913891160736
REGION1,DEMAGRGWTBC1,1,2024,0.4236051661744975
REGION1,DEMAGRGWTBC1,1,2026,0.4339787940322073
REGION1,DEMAGRGWTBC1,1,2027,0.4395433311165888
REGION1,DEMAGRGWTBC1,1,2029,0.4689710690476064
REGION1,DEMAGRGWTBC1,1,2030,0.47839299299036103
REGION1,DEMAGRGWTBC1,1,2032,0.4867063354203002
REGION1,DEMAGRGWTBC1,1,2033,0.4933864283595668
REGION1,DEMAGRGWTBC1,1,2034,0.4993237175093136
REGION1,DEMAGRGWTBC1,1,2035,0.5063253262614241
REGION1,DEMAGRGWTBC1,1,2036,0.5237997166903894
REGION1,DEMAGRGWTBC1,1,2037,0.5297081634547744
REGION1,DEMAGRGWTBC1,1,2039,0.5372939641589809
REGION1,DEMAGRGWTBC1,1,2040,0.5400687159574894
REGION1,DEMAGRGWTBC1,1,2041,0.5471752162376766
REGION1,DEMAGRGWTBC1,1,2042,0.5531392319280121
REGION1,DEMAGRGWTBC1,1,2043,0.5612146317297217
REGION1,DEMAGRGWTBC1,1,2044,0.5672157179747711
REGION1,DEMAGRGWTBC1,1,2045,0.5738516634896782
REGION1,DEMAGRGWTBC1,1,2046,0.5806595064122368
REGION1,DEMAGRGWTBC1,1,2047,0.5867742290209474
REGION1,DEMAGRGWTBC1,1,2048,0.5934101745358601
REGION1,DEMAGRGWTBC1,1,2049,0.6002657976230659
REGION1,DEMAGRGWTBC1,1,2050,0.6071971868984344
REGION1,DEMAGRSURBC1,1,2021,0.3734758746540613
REGION1,DEMAGRSURBC1,1,2025,0.42229197060422496
REGION1,DEMAGRSURBC1,1,2028,0.4625250592440412
REGION1,DEMAGRSURBC1,1,2031,0.48792558234675737
REGION1,DEMAGRSURBC1,1,2038,0.5382631712606873
REGION1,DEMCOMBIO,1,2021,0.7599999999999993
REGION1,DEMCOMBIO,1,2022,1.1999999999999962
REGION1,DEMCOMBIO,1,2023,1.6300000000000003
REGION1,DEMCOMBIO,1,2024,2.4099999999999935
REGION1,DEMCOMBIO,1,2025,3.6100000000000008
REGION1,DEMCOMBIO,1,2026,4.809999999999998
REGION1,DEMCOMBIO,1,2027,6.369999999999999
REGION1,DEMCOMBIO,1,2028,7.850000000000015
REGION1,DEMCOMBIO,1,2029,9.76
REGION1,DEMCOMBIO,1,2030,11.660000000000002
REGION1,DEMCOMBIO,1,2031,11.519999999999994
REGION1,DEMCOMBIO,1,2032,11.379999999999992
REGION1,DEMCOMBIO,1,2033,11.329999999999998
REGION1,DEMCOMBIO,1,2034,11.299999999999992
REGION1,DEMCOMBIO,1,2035,11.260000000000003
REGION1,DEMCOMBIO,1,2036,11.229999999999997
REGION1,DEMCOMBIO,1,2037,11.179999999999993
REGION1,DEMCOMBIO,1,2038,11.15
REGION1,DEMCOMBIO,1,2039,11.129999999999976
REGION1,DEMCOMBIO,1,2040,11.110000000000012
REGION1,DEMCOMBIO,1,2041,11.099999999999998
REGION1,DEMCOMBIO,1,2042,11.090000000000003
REGION1,DEMCOMBIO,1,2043,11.1
REGION1,DEMCOMBIO,1,2044,11.119999999999996
REGION1,DEMCOMBIO,1,2045,11.14
REGION1,DEMCOMBIO,1,2046,11.179999999999987
REGION1,DEMCOMBIO,1,2047,11.229999999999986
REGION1,DEMCOMBIO,1,2048,11.299999999999995
REGION1,DEMCOMBIO,1,2049,11.359999999999983
REGION1,DEMCOMBIO,1,2050,11.45
REGION1,DEMCOMELCB02,1,2021,53.02999469699999
REGION1,DEMCOMELCB02,1,2022,57.049994295000005
REGION1,DEMCOMELCB02,1,2023,59.439994056
REGION1,DEMCOMELCB02,1,2024,61.179993882
REGION1,DEMCOMELCB02,1,2025,62.859993714
REGION1,DEMCOMELCB02,1,2026,64.67999353200001
REGION1,DEMCOMELCB02,1,2027,66.56999334300001
REGION1,DEMCOMELCB02,1,2028,68.08999319099999
REGION1,DEMCOMELCB02,1,2029,69.37999306200001
REGION1,DEMCOMELCB02,1,2030,70.58999294099999
REGION1,DEMCOMELCB02,1,2031,71.88999281100001
REGION1,DEMCOMELCB02,1,2032,73.259992674
REGION1,DEMCOMELCB02,1,2033,74.48999255100001
REGION1,DEMCOMELCB02,1,2034,75.749992425
REGION1,DEMCOMELCB02,1,2035,77.019992298
REGION1,DEMCOMELCB02,1,2036,78.36999216299998
REGION1,DEMCOMELCB02,1,2037,79.69999203000003
REGION1,DEMCOMELCB02,1,2038,80.95999190399998
REGION1,DEMCOMELCB02,1,2039,82.189991781
REGION1,DEMCOMELCB02,1,2040,83.269991673
REGION1,DEMCOMELCB02,1,2041,84.339991566
REGION1,DEMCOMELCB02,1,2042,85.359991464
REGION1,DEMCOMELCB02,1,2043,86.36999136300001
REGION1,DEMCOMELCB02,1,2044,87.33999126599998
REGION1,DEMCOMELCB02,1,2045,88.36999116300002
REGION1,DEMCOMELCB02,1,2046,89.49999105
REGION1,DEMCOMELCB02,1,2047,90.69999093
REGION1,DEMCOMELCB02,1,2048,92.029990797
REGION1,DEMCOMELCB02,1,2049,93.39999066
REGION1,DEMCOMELCB02,1,2050,94.889990511
REGION1,DEMCOMRPP,1,2021,6.29
REGION1,DEMCOMRPP,1,2022,6.410000000000001
REGION1,DEMCOMRPP,1,2023,6.49
REGION1,DEMCOMRPP,1,2024,6.5600000000000005
REGION1,DEMCOMRPP,1,2025,6.619999999999998
REGION1,DEMCOMRPP,1,2026,6.6999999999999975
REGION1,DEMCOMRPP,1,2027,6.810000000000001
REGION1,DEMCOMRPP,1,2028,6.9
REGION1,DEMCOMRPP,1,2029,6.97
REGION1,DEMCOMRPP,1,2030,7.049999999999996
REGION1,DEMCOMRPP,1,2031,7.149999999999997
REGION1,DEMCOMRPP,1,2032,7.269999999999992
REGION1,DEMCOMRPP,1,2033,7.37
REGION1,DEMCOMRPP,1,2034,7.4700000000000015
REGION1,DEMCOMRPP,1,2035,7.580000000000004
REGION1,DEMCOMRPP,1,2036,7.690000000000001
REGION1,DEMCOMRPP,1,2037,7.8
REGION1,DEMCOMRPP,1,2038,7.910000000000003
REGION1,DEMCOMRPP,1,2039,8.009999999999998
REGION1,DEMCOMRPP,1,2040,8.099999999999996
REGION1,DEMCOMRPP,1,2041,8.19
REGION1,DEMCOMRPP,1,2042,8.279999999999998
REGION1,DEMCOMRPP,1,2043,8.37
REGION1,DEMCOMRPP,1,2044,8.470000000000002
REGION1,DEMCOMRPP,1,2045,8.570000000000004
REGION1,DEMCOMRPP,1,2046,8.680000000000001
REGION1,DEMCOMRPP,1,2047,8.799999999999997
REGION1,DEMCOMRPP,1,2048,8.94
REGION1,DEMCOMRPP,1,2049,9.080000000000004
REGION1,DEMCOMRPP,1,2050,9.240000000000002
REGION1,DEMCOMNGS,1,2021,74.10000000000004
REGION1,DEMCOMNGS,1,2022,78.14999999999992
REGION1,DEMCOMNGS,1,2023,79.59
REGION1,DEMCOMNGS,1,2024,77.68000000000005
REGION1,DEMCOMNGS,1,2025,76.34
REGION1,DEMCOMNGS,1,2026,75.28000000000003
REGION1,DEMCOMNGS,1,2027,73.11000000000003
REGION1,DEMCOMNGS,1,2028,70.58000000000007
REGION1,DEMCOMNGS,1,2029,68.24999999999997
REGION1,DEMCOMNGS,1,2030,66.00999999999998
REGION1,DEMCOMNGS,1,2031,65.23
REGION1,DEMCOMNGS,1,2032,64.45000000000006
REGION1,DEMCOMNGS,1,2033,64.17000000000002
REGION1,DEMCOMNGS,1,2034,63.990000000000045
REGION1,DEMCOMNGS,1,2035,63.80000000000002
REGION1,DEMCOMNGS,1,2036,63.58000000000003
REGION1,DEMCOMNGS,1,2037,63.32000000000006
REGION1,DEMCOMNGS,1,2038,63.13000000000002
REGION1,DEMCOMNGS,1,2039,63.05000000000001
REGION1,DEMCOMNGS,1,2040,62.94000000000004
REGION1,DEMCOMNGS,1,2041,62.86999999999996
REGION1,DEMCOMNGS,1,2042,62.830000000000005
REGION1,DEMCOMNGS,1,2043,62.87
REGION1,DEMCOMNGS,1,2044,62.96999999999999
REGION1,DEMCOMNGS,1,2045,63.10999999999999
REGION1,DEMCOMNGS,1,2046,63.31999999999999
REGION1,DEMCOMNGS,1,2047,63.61
REGION1,DEMCOMNGS,1,2048,63.970000000000006
REGION1,DEMCOMNGS,1,2049,64.36
REGION1,DEMCOMNGS,1,2050,64.81999999999996
REGION1,DEMINDBIO,1,2021,185.83
REGION1,DEMINDBIO,1,2022,195.71000000000004
REGION1,DEMINDBIO,1,2023,195.61000000000004
REGION1,DEMINDBIO,1,2024,199.88
REGION1,DEMINDBIO,1,2025,204.2100000000001
REGION1,DEMINDBIO,1,2026,209.5
REGION1,DEMINDBIO,1,2027,217.17000000000013
REGION1,DEMINDBIO,1,2028,224.51000000000008
REGION1,DEMINDBIO,1,2029,234.53999999999985
REGION1,DEMINDBIO,1,2030,245.74000000000004
REGION1,DEMINDBIO,1,2031,248.49000000000007
REGION1,DEMINDBIO,1,2032,249.92000000000007
REGION1,DEMINDBIO,1,2033,252.41999999999996
REGION1,DEMINDBIO,1,2034,255.14000000000007
REGION1,DEMINDBIO,1,2035,257.47000000000025
REGION1,DEMINDBIO,1,2036,259.17
REGION1,DEMINDBIO,1,2037,260.2900000000001
REGION1,DEMINDBIO,1,2038,260.98
REGION1,DEMINDBIO,1,2039,261.57
REGION1,DEMINDBIO,1,2040,262.2200000000001
REGION1,DEMINDBIO,1,2041,262.76
REGION1,DEMINDBIO,1,2042,263.28
REGION1,DEMINDBIO,1,2043,263.83000000000004
REGION1,DEMINDBIO,1,2044,264.56
REGION1,DEMINDBIO,1,2045,265.44
REGION1,DEMINDBIO,1,2046,266.4599999999999
