r,t,y,DiscountedSalvageValue
REGION1,LNDRYEHRBC1,2047,0.0055
REGION1,LNDRYEHRBC1,2048,0.0062
REGION1,LNDRYEHRBC1,2049,0.0064
REGION1,LNDRYEHRBC1,2050,0.0055
REGION1,LNDWHEHRBC1,2037,0.0009
REGION1,LNDWHEHRBC1,2038,0.0017
REGION1,LNDWHEHRBC1,2039,0.0024
REGION1,LNDWHEHRBC1,2040,0.0031
REGION1,LNDWHEHRBC1,2041,0.0037
REGION1,LNDWHEHRBC1,2042,0.0042
REGION1,LNDWHEHRBC1,2044,0.0052
REGION1,LNDWHEHRBC1,2045,0.0056
REGION1,LNDWHEHRBC1,2046,0.0199
REGION1,LNDWHEHRBC1,2047,0.1458
REGION1,LNDWHEHRBC1,2048,0.1529
REGION1,LNDWHEHRBC1,2049,0.1525
REGION1,LNDWHEHRBC1,2050,0.1653
REGION1,MINNGS,2020,0.2066
REGION1,MINNGS,2024,0.011
REGION1,MINNGS,2025,0.004
REGION1,MINNGS,2026,0.0135
REGION1,MINNGS,2027,0.0008
REGION1,MINNGS,2030,0.0011
REGION1,MINNGS,2031,0.0101
REGION1,MINNGS,2032,0.0054
REGION1,MINURN,2039,0.0054
REGION1,MINURN,2040,0.0083
REGION1,MINURN,2041,0.0092
REGION1,MINURN,2042,0.0084
REGION1,MINURN,2043,0.0122
REGION1,MINURN,2044,0.0084
REGION1,MINURN,2045,0.0088
REGION1,MINURN,2046,0.0064
REGION1,MINURN,2047,0.0063
REGION1,MINURN,2048,0.0064
REGION1,MINURN,2049,0.0064
REGION1,MINURN,2050,0.0064
REGION1,PWRGEOB01,2025,6.2747
REGION1,PWRGEOB01,2026,34.3838
REGION1,PWRGEOB02,2026,3.4548
REGION1,PWRGEOB02,2027,44.4874
REGION1,PWRGEOB02,2028,41.9141
REGION1,PWRGEOB02,2029,41.5035
REGION1,PWRGEOB02,2030,58.3083
REGION1,PWRGEOB02,2031,65.3256
REGION1,PWRGEOB02,2032,64.5586
REGION1,PWRGEOB02,2033,44.9663
REGION1,PWRGEOB02,2034,40.1756
REGION1,PWRGEOB02,2035,48.5764
REGION1,PWRGEOB02,2036,43.8421
REGION1,PWRGEOB02,2037,57.1203
REGION1,PWRGEOB02,2038,47.8964
REGION1,PWRHYDB13,2025,293.692
REGION1,PWRHYDB13,2046,37.9637
REGION1,PWRHYDB13,2047,37.9027
REGION1,PWRHYDB13,2048,37.9987
REGION1,PWRHYDB13,2049,38.0139
REGION1,PWRHYDB13,2050,38.0277
REGION1,PWRSOLB01,2038,15.8389
REGION1,PWRSOLB01,2039,29.0262
REGION1,PWRURNB01,2039,34.25
REGION1,PWRURNB01,2040,53.6109
REGION1,PWRURNB01,2041,59.5166
REGION1,PWRURNB01,2042,55.0164
REGION1,PWRURNB01,2043,80.8837
REGION1,PWRURNB01,2044,55.6884
REGION1,PWRURNB01,2045,58.98
REGION1,PWRURNB01,2046,42.7965
REGION1,PWRURNB01,2047,42.9206
REGION1,PWRURNB01,2048,43.2048
REGION1,PWRURNB01,2049,43.3815
REGION1,PWRURNB01,2050,43.5421
REGION1,PWRWNDB09,2045,262.3488
REGION1,PWRWNDB09,2046,27.5457
REGION1,PWRWNDB09,2047,27.1255
REGION1,PWRWNDB09,2048,29.8034
REGION1,PWRWNDB09,2049,79.2305
