r,t,l,y,RateOfTotalActivity
REGION1,DEMRESELCB02,SEA1D,2023,79.46
REGION1,DEMRESELCB02,SEA1D,2024,81.07
REGION1,DEMRESELCB02,SEA1D,2025,82.68
REGION1,DEMRESELCB02,SEA1D,2026,83.96
REGION1,DEMRESELCB02,SEA1D,2027,85.23
REGION1,DEMRESELCB02,SEA1D,2028,86.51
REGION1,DEMRESELCB02,SEA1D,2029,87.78
REGION1,DEMRESELCB02,SEA1D,2030,89.06
REGION1,DEMRESELCB02,SEA1D,2031,90.34
REGION1,DEMRESELCB02,SEA1D,2032,91.61
REGION1,DEMRESELCB02,SEA1D,2033,92.89
REGION1,DEMRESELCB02,SEA1D,2034,94.16
REGION1,DEMRESELCB02,SEA1D,2035,95.44
REGION1,DEMRESELCB02,SEA1D,2036,96.72
REGION1,DEMRESELCB02,SEA1D,2037,97.99
REGION1,DEMRESELCB02,SEA1D,2038,99.27
REGION1,DEMRESELCB02,SEA1D,2039,100.54
REGION1,DEMRESELCB02,SEA1D,2040,101.82
REGION1,DEMRESELCB02,SEA1D,2041,103.09
REGION1,DEMRESELCB02,SEA1D,2042,104.37
REGION1,DEMRESELCB02,SEA1D,2043,105.65
REGION1,DEMRESELCB02,SEA1D,2044,106.92
REGION1,DEMRESELCB02,SEA1D,2045,108.2
REGION1,DEMRESELCB02,SEA1D,2046,109.47
REGION1,DEMRESELCB02,SEA1D,2047,110.75
REGION1,DEMRESELCB02,SEA1D,2048,112.03
REGION1,DEMRESELCB02,SEA1D,2049,113.3
REGION1,DEMRESELCB02,SEA1D,2050,114.58
REGION1,DEMRESELCB02,SEA1N,2020,54.16
REGION1,DEMRESELCB02,SEA1N,2021,55.3673
REGION1,DEMRESELCB02,SEA1N,2022,56.5164
REGION1,DEMRESELCB02,SEA1N,2023,57.7891
REGION1,DEMRESELCB02,SEA1N,2024,58.96
REGION1,DEMRESELCB02,SEA1N,2025,60.1309
REGION1,DEMRESELCB02,SEA1N,2026,61.0618
REGION1,DEMRESELCB02,SEA1N,2027,61.9855
REGION1,DEMRESELCB02,SEA1N,2028,62.9164
REGION1,DEMRESELCB02,SEA1N,2029,63.84
REGION1,DEMRESELCB02,SEA1N,2030,64.7709
REGION1,DEMRESELCB02,SEA1N,2031,65.7018
REGION1,DEMRESELCB02,SEA1N,2032,66.6255
REGION1,DEMRESELCB02,SEA1N,2033,67.5564
REGION1,DEMRESELCB02,SEA1N,2034,68.48
REGION1,DEMRESELCB02,SEA1N,2035,69.4109
REGION1,DEMRESELCB02,SEA1N,2036,70.3418
REGION1,DEMRESELCB02,SEA1N,2037,71.2655
REGION1,DEMRESELCB02,SEA1N,2038,72.1964
REGION1,DEMRESELCB02,SEA1N,2039,73.12
REGION1,DEMRESELCB02,SEA1N,2040,74.0509
REGION1,DEMRESELCB02,SEA1N,2041,74.9745
REGION1,DEMRESELCB02,SEA1N,2042,75.9055
REGION1,DEMRESELCB02,SEA1N,2043,76.8364
REGION1,DEMRESELCB02,SEA1N,2044,77.76
REGION1,DEMRESELCB02,SEA1N,2045,78.6909
REGION1,DEMRESELCB02,SEA1N,2046,79.6145
REGION1,DEMRESELCB02,SEA1N,2047,80.5455
REGION1,DEMRESELCB02,SEA1N,2048,81.4764
REGION1,DEMRESELCB02,SEA1N,2049,82.4
REGION1,DEMRESELCB02,SEA1N,2050,83.3309
REGION1,DEMRESELCB02,SEA2D,2020,74.47
REGION1,DEMRESELCB02,SEA2D,2021,76.13
REGION1,DEMRESELCB02,SEA2D,2022,77.71
REGION1,DEMRESELCB02,SEA2D,2023,79.46
REGION1,DEMRESELCB02,SEA2D,2024,81.07
REGION1,DEMRESELCB02,SEA2D,2025,82.68
REGION1,DEMRESELCB02,SEA2D,2026,83.96
REGION1,DEMRESELCB02,SEA2D,2027,85.23
REGION1,DEMRESELCB02,SEA2D,2028,86.51
REGION1,DEMRESELCB02,SEA2D,2029,87.78
REGION1,DEMRESELCB02,SEA2D,2030,89.06
REGION1,DEMRESELCB02,SEA2D,2031,90.34
REGION1,DEMRESELCB02,SEA2D,2032,91.61
REGION1,DEMRESELCB02,SEA2D,2033,92.89
REGION1,DEMRESELCB02,SEA2D,2034,94.16
REGION1,DEMRESELCB02,SEA2D,2035,95.44
REGION1,DEMRESELCB02,SEA2D,2036,96.72
REGION1,DEMRESELCB02,SEA2D,2037,97.99
REGION1,DEMRESELCB02,SEA2D,2038,99.27
REGION1,DEMRESELCB02,SEA2D,2039,100.54
REGION1,DEMRESELCB02,SEA2D,2040,101.82
REGION1,DEMRESELCB02,SEA2D,2041,103.09
REGION1,DEMRESELCB02,SEA2D,2042,104.37
REGION1,DEMRESELCB02,SEA2D,2043,105.65
REGION1,DEMRESELCB02,SEA2D,2044,106.92
REGION1,DEMRESELCB02,SEA2D,2045,108.2
REGION1,DEMRESELCB02,SEA2D,2046,109.47
REGION1,DEMRESELCB02,SEA2D,2047,110.75
REGION1,DEMRESELCB02,SEA2D,2048,112.03
REGION1,DEMRESELCB02,SEA2D,2049,113.3
REGION1,DEMRESELCB02,SEA2D,2050,114.58
REGION1,DEMRESELCB02,SEA2N,2020,57.9211
REGION1,DEMRESELCB02,SEA2N,2021,59.2122
REGION1,DEMRESELCB02,SEA2N,2022,60.4411
REGION1,DEMRESELCB02,SEA2N,2023,61.8022
REGION1,DEMRESELCB02,SEA2N,2024,63.0544
REGION1,DEMRESELCB02,SEA2N,2025,64.3067
REGION1,DEMRESELCB02,SEA2N,2026,65.3022
REGION1,DEMRESELCB02,SEA2N,2027,66.29
REGION1,DEMRESELCB02,SEA2N,2028,67.2856
REGION1,DEMRESELCB02,SEA2N,2029,68.2733
REGION1,DEMRESELCB02,SEA2N,2030,69.2689
REGION1,DEMRESELCB02,SEA2N,2031,70.2644
REGION1,DEMRESELCB02,SEA2N,2032,71.2522
REGION1,DEMRESELCB02,SEA2N,2033,72.2478
REGION1,DEMRESELCB02,SEA2N,2034,73.2356
REGION1,DEMRESELCB02,SEA2N,2035,74.2311
REGION1,DEMRESELCB02,SEA2N,2036,75.2267
REGION1,DEMRESELCB02,SEA2N,2037,76.2144
REGION1,DEMRESELCB02,SEA2N,2038,77.21
REGION1,DEMRESELCB02,SEA2N,2039,78.1978
REGION1,DEMRESELCB02,SEA2N,2040,79.1933
REGION1,DEMRESELCB02,SEA2N,2041,80.1811
REGION1,DEMRESELCB02,SEA2N,2042,81.1767
REGION1,DEMRESELCB02,SEA2N,2043,82.1722
REGION1,DEMRESELCB02,SEA2N,2044,83.16
REGION1,DEMRESELCB02,SEA2N,2045,84.1556
REGION1,DEMRESELCB02,SEA2N,2046,85.1433
REGION1,DEMRESELCB02,SEA2N,2047,86.1389
REGION1,DEMRESELCB02,SEA2N,2048,87.1344
REGION1,DEMRESELCB02,SEA2N,2049,88.1222
REGION1,DEMRESELCB02,SEA2N,2050,89.1178
REGION1,DEMRESELCB02,SEA3D,2020,89.364
REGION1,DEMRESELCB02,SEA3D,2021,91.356
REGION1,DEMRESELCB02,SEA3D,2022,93.252
REGION1,DEMRESELCB02,SEA3D,2023,95.352
REGION1,DEMRESELCB02,SEA3D,2024,97.284
REGION1,DEMRESELCB02,SEA3D,2025,99.216
REGION1,DEMRESELCB02,SEA3D,2026,100.752
REGION1,DEMRESELCB02,SEA3D,2027,102.276
REGION1,DEMRESELCB02,SEA3D,2028,103.812
REGION1,DEMRESELCB02,SEA3D,2029,105.336
REGION1,DEMRESELCB02,SEA3D,2030,106.872
REGION1,DEMRESELCB02,SEA3D,2031,108.408
REGION1,DEMRESELCB02,SEA3D,2032,109.932
REGION1,DEMRESELCB02,SEA3D,2033,111.468
REGION1,DEMRESELCB02,SEA3D,2034,112.992
REGION1,DEMRESELCB02,SEA3D,2035,114.528
REGION1,DEMRESELCB02,SEA3D,2036,116.064
REGION1,DEMRESELCB02,SEA3D,2037,117.588
REGION1,DEMRESELCB02,SEA3D,2038,119.124
REGION1,DEMRESELCB02,SEA3D,2039,120.648
REGION1,DEMRESELCB02,SEA3D,2040,122.184
REGION1,DEMRESELCB02,SEA3D,2041,123.708
REGION1,DEMRESELCB02,SEA3D,2042,125.244
REGION1,DEMRESELCB02,SEA3D,2043,126.78
REGION1,DEMRESELCB02,SEA3D,2044,128.304
REGION1,DEMRESELCB02,SEA3D,2045,129.84
REGION1,DEMRESELCB02,SEA3D,2046,131.364
REGION1,DEMRESELCB02,SEA3D,2047,132.9
REGION1,DEMRESELCB02,SEA3D,2048,134.436
REGION1,DEMRESELCB02,SEA3D,2049,135.96
REGION1,DEMRESELCB02,SEA3D,2050,137.496
REGION1,DEMRESELCB02,SEA3N,2020,69.1507
REGION1,DEMRESELCB02,SEA3N,2021,70.6921
REGION1,DEMRESELCB02,SEA3N,2022,72.1593
REGION1,DEMRESELCB02,SEA3N,2023,73.7843
REGION1,DEMRESELCB02,SEA3N,2024,75.2793
REGION1,DEMRESELCB02,SEA3N,2025,76.7743
REGION1,DEMRESELCB02,SEA3N,2026,77.9629
REGION1,DEMRESELCB02,SEA3N,2027,79.1421
REGION1,DEMRESELCB02,SEA3N,2028,80.3307
REGION1,DEMRESELCB02,SEA3N,2029,81.51
REGION1,DEMRESELCB02,SEA3N,2030,82.6986
REGION1,DEMRESELCB02,SEA3N,2031,83.8871
REGION1,DEMRESELCB02,SEA3N,2032,85.0664
REGION1,DEMRESELCB02,SEA3N,2033,86.255
REGION1,DEMRESELCB02,SEA3N,2034,87.4343
REGION1,DEMRESELCB02,SEA3N,2035,88.6229
REGION1,DEMRESELCB02,SEA3N,2036,89.8114
REGION1,DEMRESELCB02,SEA3N,2037,90.9907
REGION1,DEMRESELCB02,SEA3N,2038,92.1793
REGION1,DEMRESELCB02,SEA3N,2039,93.3586
REGION1,DEMRESELCB02,SEA3N,2040,94.5471
REGION1,DEMRESELCB02,SEA3N,2041,95.7264
REGION1,DEMRESELCB02,SEA3N,2042,96.915
REGION1,DEMRESELCB02,SEA3N,2043,98.1036
REGION1,DEMRESELCB02,SEA3N,2044,99.2829
REGION1,DEMRESELCB02,SEA3N,2045,100.4714
REGION1,DEMRESELCB02,SEA3N,2046,101.6507
REGION1,DEMRESELCB02,SEA3N,2047,102.8393
REGION1,DEMRESELCB02,SEA3N,2048,104.0279
REGION1,DEMRESELCB02,SEA3N,2049,105.2071
REGION1,DEMRESELCB02,SEA3N,2050,106.3957
REGION1,DEMRESELCB02,SEA4D,2020,107.5678
REGION1,DEMRESELCB02,SEA4D,2021,109.9656
REGION1,DEMRESELCB02,SEA4D,2022,112.2478
REGION1,DEMRESELCB02,SEA4D,2023,114.7756
REGION1,DEMRESELCB02,SEA4D,2024,117.1011
REGION1,DEMRESELCB02,SEA4D,2025,119.4267
REGION1,DEMRESELCB02,SEA4D,2026,121.2756
REGION1,DEMRESELCB02,SEA4D,2027,123.11
REGION1,DEMRESELCB02,SEA4D,2028,124.9589
REGION1,DEMRESELCB02,SEA4D,2029,126.7933
REGION1,DEMRESELCB02,SEA4D,2030,128.6422
REGION1,DEMRESELCB02,SEA4D,2031,130.4911
REGION1,DEMRESELCB02,SEA4D,2032,132.3256
REGION1,DEMRESELCB02,SEA4D,2033,134.1744
REGION1,DEMRESELCB02,SEA4D,2034,136.0089
REGION1,DEMRESELCB02,SEA4D,2035,137.8578
REGION1,DEMRESELCB02,SEA4D,2036,139.7067
REGION1,DEMRESELCB02,SEA4D,2037,141.5411
REGION1,DEMRESELCB02,SEA4D,2038,143.39
REGION1,DEMRESELCB02,SEA4D,2039,145.2244
REGION1,DEMRESELCB02,SEA4D,2040,147.0733
REGION1,DEMRESELCB02,SEA4D,2041,148.9078
REGION1,DEMRESELCB02,SEA4D,2042,150.7567
REGION1,DEMRESELCB02,SEA4D,2043,152.6056
REGION1,DEMRESELCB02,SEA4D,2044,154.44
REGION1,DEMRESELCB02,SEA4D,2045,156.2889
REGION1,DEMRESELCB02,SEA4D,2046,158.1233
REGION1,DEMRESELCB02,SEA4D,2047,159.9722
REGION1,DEMRESELCB02,SEA4D,2048,161.8211
REGION1,DEMRESELCB02,SEA4D,2049,163.6556
REGION1,DEMRESELCB02,SEA4D,2050,165.5044
REGION1,DEMRESELCB02,SEA4N,2020,79.4347
REGION1,DEMRESELCB02,SEA4N,2021,81.2053
REGION1,DEMRESELCB02,SEA4N,2022,82.8907
REGION1,DEMRESELCB02,SEA4N,2023,84.7573
REGION1,DEMRESELCB02,SEA4N,2024,86.4747
REGION1,DEMRESELCB02,SEA4N,2025,88.192
REGION1,DEMRESELCB02,SEA4N,2026,89.5573
REGION1,DEMRESELCB02,SEA4N,2027,90.912
REGION1,DEMRESELCB02,SEA4N,2028,92.2773
REGION1,DEMRESELCB02,SEA4N,2029,93.632
REGION1,DEMRESELCB02,SEA4N,2030,94.9973
REGION1,DEMRESELCB02,SEA4N,2031,96.3627
REGION1,DEMRESELCB02,SEA4N,2032,97.7173
REGION1,DEMRESELCB02,SEA4N,2033,99.0827
REGION1,DEMRESELCB02,SEA4N,2034,100.4373
REGION1,DEMRESELCB02,SEA4N,2035,101.8027
REGION1,DEMRESELCB02,SEA4N,2036,103.168
REGION1,DEMRESELCB02,SEA4N,2037,104.5227
REGION1,DEMRESELCB02,SEA4N,2038,105.888
REGION1,DEMRESELCB02,SEA4N,2039,107.2427
REGION1,DEMRESELCB02,SEA4N,2040,108.608
REGION1,DEMRESELCB02,SEA4N,2041,109.9627
REGION1,DEMRESELCB02,SEA4N,2042,111.328
REGION1,DEMRESELCB02,SEA4N,2043,112.6933
REGION1,DEMRESELCB02,SEA4N,2044,114.048
REGION1,DEMRESELCB02,SEA4N,2045,115.4133
REGION1,DEMRESELCB02,SEA4N,2046,116.768
REGION1,DEMRESELCB02,SEA4N,2047,118.1333
REGION1,DEMRESELCB02,SEA4N,2048,119.4987
REGION1,DEMRESELCB02,SEA4N,2049,120.8533
REGION1,DEMRESELCB02,SEA4N,2050,122.2187
REGION1,DEMRESKER,SEA1D,2020,0.8485
REGION1,DEMRESKER,SEA1D,2021,0.8586
REGION1,DEMRESKER,SEA1D,2022,0.8687
REGION1,DEMRESKER,SEA1D,2023,0.8788
REGION1,DEMRESKER,SEA1D,2024,0.8788
REGION1,DEMRESKER,SEA1D,2025,0.8788
REGION1,DEMRESKER,SEA1D,2026,0.8889
REGION1,DEMRESKER,SEA1D,2027,0.8889
REGION1,DEMRESKER,SEA1D,2028,0.8889
REGION1,DEMRESKER,SEA1D,2029,0.8889
REGION1,DEMRESKER,SEA1D,2030,0.8889
REGION1,DEMRESKER,SEA1D,2031,0.8889
REGION1,DEMRESKER,SEA1D,2032,0.8889
REGION1,DEMRESKER,SEA1D,2033,0.8889
REGION1,DEMRESKER,SEA1D,2034,0.8889
REGION1,DEMRESKER,SEA1D,2035,0.8889
REGION1,DEMRESKER,SEA1D,2036,0.8889
REGION1,DEMRESKER,SEA1D,2037,0.8788
REGION1,DEMRESKER,SEA1D,2038,0.8788
REGION1,DEMRESKER,SEA1D,2039,0.8788
REGION1,DEMRESKER,SEA1D,2040,0.8687
REGION1,DEMRESKER,SEA1N,2020,0.8485
REGION1,DEMRESKER,SEA1N,2021,0.8586
REGION1,DEMRESKER,SEA1N,2022,0.8687
REGION1,DEMRESKER,SEA1N,2023,0.8788
REGION1,DEMRESKER,SEA1N,2024,0.8788
REGION1,DEMRESKER,SEA1N,2025,0.8788
REGION1,DEMRESKER,SEA1N,2026,0.8889
REGION1,DEMRESKER,SEA1N,2027,0.8889
REGION1,DEMRESKER,SEA1N,2028,0.8889
REGION1,DEMRESKER,SEA1N,2029,0.8889
REGION1,DEMRESKER,SEA1N,2030,0.8889
REGION1,DEMRESKER,SEA1N,2031,0.8889
REGION1,DEMRESKER,SEA1N,2032,0.8889
REGION1,DEMRESKER,SEA1N,2033,0.8889
REGION1,DEMRESKER,SEA1N,2034,0.8889
REGION1,DEMRESKER,SEA1N,2035,0.8889
REGION1,DEMRESKER,SEA1N,2036,0.8889
REGION1,DEMRESKER,SEA1N,2037,0.8788
REGION1,DEMRESKER,SEA1N,2038,0.8788
REGION1,DEMRESKER,SEA1N,2039,0.8788
REGION1,DEMRESKER,SEA1N,2040,0.8687
REGION1,DEMRESKER,SEA2D,2020,0.8485
REGION1,DEMRESKER,SEA2D,2021,0.8586
REGION1,DEMRESKER,SEA2D,2022,0.8687
REGION1,DEMRESKER,SEA2D,2023,0.8788
REGION1,DEMRESKER,SEA2D,2024,0.8788
REGION1,DEMRESKER,SEA2D,2025,0.8788
REGION1,DEMRESKER,SEA2D,2026,0.8889
REGION1,DEMRESKER,SEA2D,2027,0.8889
REGION1,DEMRESKER,SEA2D,2028,0.8889
REGION1,DEMRESKER,SEA2D,2029,0.8889
REGION1,DEMRESKER,SEA2D,2030,0.8889
REGION1,DEMRESKER,SEA2D,2031,0.8889
REGION1,DEMRESKER,SEA2D,2032,0.8889
REGION1,DEMRESKER,SEA2D,2033,0.8889
REGION1,DEMRESKER,SEA2D,2034,0.8889
REGION1,DEMRESKER,SEA2D,2035,0.8889
REGION1,DEMRESKER,SEA2D,2036,0.8889
REGION1,DEMRESKER,SEA2D,2037,0.8788
REGION1,DEMRESKER,SEA2D,2038,0.8788
REGION1,DEMRESKER,SEA2D,2039,0.8788
REGION1,DEMRESKER,SEA2D,2040,0.8687
REGION1,DEMRESKER,SEA2N,2020,0.8485
REGION1,DEMRESKER,SEA2N,2021,0.8586
REGION1,DEMRESKER,SEA2N,2022,0.8687
REGION1,DEMRESKER,SEA2N,2023,0.8788
REGION1,DEMRESKER,SEA2N,2024,0.8788
REGION1,DEMRESKER,SEA2N,2025,0.8788
REGION1,DEMRESKER,SEA2N,2026,0.8889
REGION1,DEMRESKER,SEA2N,2027,0.8889
REGION1,DEMRESKER,SEA2N,2028,0.8889
REGION1,DEMRESKER,SEA2N,2029,0.8889
REGION1,DEMRESKER,SEA2N,2030,0.8889
REGION1,DEMRESKER,SEA2N,2031,0.8889
REGION1,DEMRESKER,SEA2N,2032,0.8889
REGION1,DEMRESKER,SEA2N,2033,0.8889
REGION1,DEMRESKER,SEA2N,2034,0.8889
REGION1,DEMRESKER,SEA2N,2035,0.8889
REGION1,DEMRESKER,SEA2N,2036,0.8889
REGION1,DEMRESKER,SEA2N,2037,0.8788
REGION1,DEMRESKER,SEA2N,2038,0.8788
REGION1,DEMRESKER,SEA2N,2039,0.8788
REGION1,DEMRESKER,SEA2N,2040,0.8687
REGION1,DEMRESKER,SEA3D,2020,0.8485
REGION1,DEMRESKER,SEA3D,2021,0.8586
REGION1,DEMRESKER,SEA3D,2022,0.8687
REGION1,DEMRESKER,SEA3D,2023,0.8788
REGION1,DEMRESKER,SEA3D,2024,0.8788
REGION1,DEMRESKER,SEA3D,2025,0.8788
REGION1,DEMRESKER,SEA3D,2026,0.8889
REGION1,DEMRESKER,SEA3D,2027,0.8889
REGION1,DEMRESKER,SEA3D,2028,0.8889
REGION1,DEMRESKER,SEA3D,2029,0.8889
REGION1,DEMRESKER,SEA3D,2030,0.8889
REGION1,DEMRESKER,SEA3D,2031,0.8889
REGION1,DEMRESKER,SEA3D,2032,0.8889
REGION1,DEMRESKER,SEA3D,2033,0.8889
REGION1,DEMRESKER,SEA3D,2034,0.8889
REGION1,DEMRESKER,SEA3D,2035,0.8889
REGION1,DEMRESKER,SEA3D,2036,0.8889
REGION1,DEMRESKER,SEA3D,2037,0.8788
REGION1,DEMRESKER,SEA3D,2038,0.8788
REGION1,DEMRESKER,SEA3D,2039,0.8788
REGION1,DEMRESKER,SEA3D,2040,0.8687
REGION1,DEMRESKER,SEA3N,2020,0.8485
REGION1,DEMRESKER,SEA3N,2021,0.8586
REGION1,DEMRESKER,SEA3N,2022,0.8687
REGION1,DEMRESKER,SEA3N,2023,0.8788
REGION1,DEMRESKER,SEA3N,2024,0.8788
REGION1,DEMRESKER,SEA3N,2025,0.8788
REGION1,DEMRESKER,SEA3N,2026,0.8889
REGION1,DEMRESKER,SEA3N,2027,0.8889
REGION1,DEMRESKER,SEA3N,2028,0.8889
REGION1,DEMRESKER,SEA3N,2029,0.8889
REGION1,DEMRESKER,SEA3N,2030,0.8889
REGION1,DEMRESKER,SEA3N,2031,0.8889
REGION1,DEMRESKER,SEA3N,2032,0.8889
REGION1,DEMRESKER,SEA3N,2033,0.8889
REGION1,DEMRESKER,SEA3N,2034,0.8889
REGION1,DEMRESKER,SEA3N,2035,0.8889
REGION1,DEMRESKER,SEA3N,2036,0.8889
REGION1,DEMRESKER,SEA3N,2037,0.8788
REGION1,DEMRESKER,SEA3N,2038,0.8788
REGION1,DEMRESKER,SEA3N,2039,0.8788
REGION1,DEMRESKER,SEA3N,2040,0.8687
REGION1,DEMRESKER,SEA4D,2020,0.8485
REGION1,DEMRESKER,SEA4D,2021,0.8586
REGION1,DEMRESKER,SEA4D,2022,0.8687
REGION1,DEMRESKER,SEA4D,2023,0.8788
REGION1,DEMRESKER,SEA4D,2024,0.8788
REGION1,DEMRESKER,SEA4D,2025,0.8788
REGION1,DEMRESKER,SEA4D,2026,0.8889
REGION1,DEMRESKER,SEA4D,2027,0.8889
REGION1,DEMRESKER,SEA4D,2028,0.8889
REGION1,DEMRESKER,SEA4D,2029,0.8889
REGION1,DEMRESKER,SEA4D,2030,0.8889
REGION1,DEMRESKER,SEA4D,2031,0.8889
REGION1,DEMRESKER,SEA4D,2032,0.8889
REGION1,DEMRESKER,SEA4D,2033,0.8889
REGION1,DEMRESKER,SEA4D,2034,0.8889
REGION1,DEMRESKER,SEA4D,2035,0.8889
REGION1,DEMRESKER,SEA4D,2036,0.8889
REGION1,DEMRESKER,SEA4D,2037,0.8788
REGION1,DEMRESKER,SEA4D,2038,0.8788
REGION1,DEMRESKER,SEA4D,2039,0.8788
REGION1,DEMRESKER,SEA4D,2040,0.8687
REGION1,DEMRESKER,SEA4N,2020,0.8485
REGION1,DEMRESKER,SEA4N,2021,0.8586
REGION1,DEMRESKER,SEA4N,2022,0.8687
REGION1,DEMRESKER,SEA4N,2023,0.8788
REGION1,DEMRESKER,SEA4N,2024,0.8788
REGION1,DEMRESKER,SEA4N,2025,0.8788
REGION1,DEMRESKER,SEA4N,2026,0.8889
REGION1,DEMRESKER,SEA4N,2027,0.8889
REGION1,DEMRESKER,SEA4N,2028,0.8889
REGION1,DEMRESKER,SEA4N,2029,0.8889
REGION1,DEMRESKER,SEA4N,2030,0.8889
REGION1,DEMRESKER,SEA4N,2031,0.8889
REGION1,DEMRESKER,SEA4N,2032,0.8889
REGION1,DEMRESKER,SEA4N,2033,0.8889
REGION1,DEMRESKER,SEA4N,2034,0.8889
REGION1,DEMRESKER,SEA4N,2035,0.8889
REGION1,DEMRESKER,SEA4N,2036,0.8889
REGION1,DEMRESKER,SEA4N,2037,0.8788
REGION1,DEMRESKER,SEA4N,2038,0.8788
REGION1,DEMRESKER,SEA4N,2039,0.8788
REGION1,DEMRESKER,SEA4N,2040,0.8687
REGION1,DEMRESNGS,SEA1D,2020,82.7879
REGION1,DEMRESNGS,SEA1D,2021,84.1313
REGION1,DEMRESNGS,SEA1D,2022,85.404
REGION1,DEMRESNGS,SEA1D,2023,86.9394
REGION1,DEMRESNGS,SEA1D,2024,88.5354
REGION1,DEMRESNGS,SEA1D,2025,89.9697
REGION1,DEMRESNGS,SEA1D,2026,86.3737
REGION1,DEMRESNGS,SEA1D,2027,82.7677
REGION1,DEMRESNGS,SEA1D,2028,79.1717
REGION1,DEMRESNGS,SEA1D,2029,75.5758
REGION1,DEMRESNGS,SEA1D,2030,71.9798
REGION1,DEMRESNGS,SEA1D,2031,68.3737
REGION1,DEMRESNGS,SEA1D,2032,64.7778
REGION1,DEMRESNGS,SEA1D,2033,61.1818
REGION1,DEMRESNGS,SEA1D,2034,57.5859
REGION1,DEMRESNGS,SEA1D,2035,53.9798
REGION1,DEMRESNGS,SEA1D,2036,50.3838
REGION1,DEMRESNGS,SEA1D,2037,46.7879
REGION1,DEMRESNGS,SEA1D,2038,43.1818
REGION1,DEMRESNGS,SEA1D,2039,39.5859
REGION1,DEMRESNGS,SEA1D,2040,35.9899
REGION1,DEMRESNGS,SEA1D,2041,32.3939
REGION1,DEMRESNGS,SEA1D,2042,28.7879
REGION1,DEMRESNGS,SEA1D,2043,25.1919
REGION1,DEMRESNGS,SEA1D,2044,21.596
REGION1,DEMRESNGS,SEA1D,2045,17.9899
REGION1,DEMRESNGS,SEA1D,2046,14.3939
REGION1,DEMRESNGS,SEA1D,2047,10.798
REGION1,DEMRESNGS,SEA1D,2048,7.202
REGION1,DEMRESNGS,SEA1D,2049,3.596
REGION1,DEMRESNGS,SEA1N,2020,82.7879
REGION1,DEMRESNGS,SEA1N,2021,84.1313
REGION1,DEMRESNGS,SEA1N,2022,85.404
REGION1,DEMRESNGS,SEA1N,2023,86.9394
REGION1,DEMRESNGS,SEA1N,2024,88.5354
REGION1,DEMRESNGS,SEA1N,2025,89.9697
REGION1,DEMRESNGS,SEA1N,2026,86.3737
REGION1,DEMRESNGS,SEA1N,2027,82.7677
REGION1,DEMRESNGS,SEA1N,2028,79.1717
REGION1,DEMRESNGS,SEA1N,2029,75.5758
REGION1,DEMRESNGS,SEA1N,2030,71.9798
REGION1,DEMRESNGS,SEA1N,2031,68.3737
REGION1,DEMRESNGS,SEA1N,2032,64.7778
REGION1,DEMRESNGS,SEA1N,2033,61.1818
REGION1,DEMRESNGS,SEA1N,2034,57.5859
REGION1,DEMRESNGS,SEA1N,2035,53.9798
REGION1,DEMRESNGS,SEA1N,2036,50.3838
REGION1,DEMRESNGS,SEA1N,2037,46.7879
REGION1,DEMRESNGS,SEA1N,2038,43.1818
REGION1,DEMRESNGS,SEA1N,2039,39.5859
REGION1,DEMRESNGS,SEA1N,2040,35.9899
REGION1,DEMRESNGS,SEA1N,2041,32.3939
REGION1,DEMRESNGS,SEA1N,2042,28.7879
REGION1,DEMRESNGS,SEA1N,2043,25.1919
REGION1,DEMRESNGS,SEA1N,2044,21.596
REGION1,DEMRESNGS,SEA1N,2045,17.9899
REGION1,DEMRESNGS,SEA1N,2046,14.3939
REGION1,DEMRESNGS,SEA1N,2047,10.798
REGION1,DEMRESNGS,SEA1N,2048,7.202
REGION1,DEMRESNGS,SEA1N,2049,3.596
REGION1,DEMRESNGS,SEA2D,2020,82.7879
REGION1,DEMRESNGS,SEA2D,2021,84.1313
REGION1,DEMRESNGS,SEA2D,2022,85.404
REGION1,DEMRESNGS,SEA2D,2023,86.9394
REGION1,DEMRESNGS,SEA2D,2024,88.5354
REGION1,DEMRESNGS,SEA2D,2025,89.9697
REGION1,DEMRESNGS,SEA2D,2026,86.3737
REGION1,DEMRESNGS,SEA2D,2027,82.7677
REGION1,DEMRESNGS,SEA2D,2028,79.1717
REGION1,DEMRESNGS,SEA2D,2029,75.5758
REGION1,DEMRESNGS,SEA2D,2030,71.9798
REGION1,DEMRESNGS,SEA2D,2031,68.3737
REGION1,DEMRESNGS,SEA2D,2032,64.7778
REGION1,DEMRESNGS,SEA2D,2033,61.1818
REGION1,DEMRESNGS,SEA2D,2034,57.5859
REGION1,DEMRESNGS,SEA2D,2035,53.9798
REGION1,DEMRESNGS,SEA2D,2036,50.3838
REGION1,DEMRESNGS,SEA2D,2037,46.7879
REGION1,DEMRESNGS,SEA2D,2038,43.1818
REGION1,DEMRESNGS,SEA2D,2039,39.5859
REGION1,DEMRESNGS,SEA2D,2040,35.9899
REGION1,DEMRESNGS,SEA2D,2041,32.3939
REGION1,DEMRESNGS,SEA2D,2042,28.7879
REGION1,DEMRESNGS,SEA2D,2043,25.1919
REGION1,DEMRESNGS,SEA2D,2044,21.596
REGION1,DEMRESNGS,SEA2D,2045,17.9899
REGION1,DEMRESNGS,SEA2D,2046,14.3939
REGION1,DEMRESNGS,SEA2D,2047,10.798
