r,l,f,y,Demand
REGION1,SEA1N,INDELCB02,2032,9.9008
REGION1,SEA1N,INDELCB02,2033,9.8568
REGION1,SEA1N,INDELCB02,2034,9.7688
REGION1,SEA1N,INDELCB02,2035,9.6944
REGION1,SEA1N,INDELCB02,2036,9.628
REGION1,SEA1N,INDELCB02,2037,9.5704
REGION1,SEA1N,INDELCB02,2038,9.5312
REGION1,SEA1N,INDELCB02,2039,9.4928
REGION1,SEA1N,INDELCB02,2040,9.4544
REGION1,SEA1N,INDELCB02,2041,9.4544
REGION1,SEA1N,INDELCB02,2042,9.4192
REGION1,SEA1N,INDELCB02,2043,9.3848
REGION1,SEA1N,INDELCB02,2044,9.3496
REGION1,SEA1N,INDELCB02,2045,9.3144
REGION1,SEA1N,INDELCB02,2046,9.28
REGION1,SEA1N,INDELCB02,2047,9.2448
REGION1,SEA1N,INDELCB02,2048,9.2096
REGION1,SEA1N,INDELCB02,2049,9.1752
REGION1,SEA1N,INDELCB02,2050,9.14
REGION1,SEA1N,RESELCB02,2020,5.9576
REGION1,SEA1N,RESELCB02,2021,6.0904
REGION1,SEA1N,RESELCB02,2022,6.2168
REGION1,SEA1N,RESELCB02,2023,6.3568
REGION1,SEA1N,RESELCB02,2024,6.4856
REGION1,SEA1N,RESELCB02,2025,6.6144
REGION1,SEA1N,RESELCB02,2026,6.7168
REGION1,SEA1N,RESELCB02,2027,6.8184
REGION1,SEA1N,RESELCB02,2028,6.9208
REGION1,SEA1N,RESELCB02,2029,7.0224
REGION1,SEA1N,RESELCB02,2030,7.1248
REGION1,SEA1N,RESELCB02,2031,7.2272
REGION1,SEA1N,RESELCB02,2032,7.3288
REGION1,SEA1N,RESELCB02,2033,7.4312
REGION1,SEA1N,RESELCB02,2034,7.5328
REGION1,SEA1N,RESELCB02,2035,7.6352
REGION1,SEA1N,RESELCB02,2036,7.7376
REGION1,SEA1N,RESELCB02,2037,7.8392
REGION1,SEA1N,RESELCB02,2038,7.9416
REGION1,SEA1N,RESELCB02,2039,8.0432
REGION1,SEA1N,RESELCB02,2040,8.1456
REGION1,SEA1N,RESELCB02,2041,8.2472
REGION1,SEA1N,RESELCB02,2042,8.3496
REGION1,SEA1N,RESELCB02,2043,8.452
REGION1,SEA1N,RESELCB02,2044,8.5536
REGION1,SEA1N,RESELCB02,2045,8.656
REGION1,SEA1N,RESELCB02,2046,8.7576
REGION1,SEA1N,RESELCB02,2047,8.86
REGION1,SEA1N,RESELCB02,2048,8.9624
REGION1,SEA1N,RESELCB02,2049,9.064
REGION1,SEA1N,RESELCB02,2050,9.1664
REGION1,SEA1N,TRAELCB02,2020,0.0992
REGION1,SEA1N,TRAELCB02,2021,0.1296
REGION1,SEA1N,TRAELCB02,2022,0.1664
REGION1,SEA1N,TRAELCB02,2023,0.2112
REGION1,SEA1N,TRAELCB02,2024,0.2608
REGION1,SEA1N,TRAELCB02,2025,0.3248
REGION1,SEA1N,TRAELCB02,2026,0.5496
REGION1,SEA1N,TRAELCB02,2027,0.7744
REGION1,SEA1N,TRAELCB02,2028,0.9984
REGION1,SEA1N,TRAELCB02,2029,1.2232
REGION1,SEA1N,TRAELCB02,2030,1.448
REGION1,SEA1N,TRAELCB02,2031,1.6728
REGION1,SEA1N,TRAELCB02,2032,1.8976
REGION1,SEA1N,TRAELCB02,2033,2.1216
REGION1,SEA1N,TRAELCB02,2034,2.3464
REGION1,SEA1N,TRAELCB02,2035,2.5712
REGION1,SEA1N,TRAELCB02,2036,2.796
REGION1,SEA1N,TRAELCB02,2037,3.0208
REGION1,SEA1N,TRAELCB02,2038,3.2448
REGION1,SEA1N,TRAELCB02,2039,3.4696
REGION1,SEA1N,TRAELCB02,2040,3.6944
REGION1,SEA1N,TRAELCB02,2041,3.9192
REGION1,SEA1N,TRAELCB02,2042,4.144
REGION1,SEA1N,TRAELCB02,2043,4.368
REGION1,SEA1N,TRAELCB02,2044,4.5928
REGION1,SEA1N,TRAELCB02,2045,4.8176
REGION1,SEA1N,TRAELCB02,2046,5.0424
REGION1,SEA1N,TRAELCB02,2047,5.2664
REGION1,SEA1N,TRAELCB02,2048,5.4912
REGION1,SEA1N,TRAELCB02,2049,5.716
REGION1,SEA1N,TRAELCB02,2050,5.9408
REGION1,SEA2D,COMELCB02,2020,9.12
REGION1,SEA2D,COMELCB02,2021,9.3264
REGION1,SEA2D,COMELCB02,2022,9.4976
REGION1,SEA2D,COMELCB02,2023,9.6384
REGION1,SEA2D,COMELCB02,2024,9.7536
REGION1,SEA2D,COMELCB02,2025,9.8704
REGION1,SEA2D,COMELCB02,2026,10.0528
REGION1,SEA2D,COMELCB02,2027,10.2352
REGION1,SEA2D,COMELCB02,2028,10.4176
REGION1,SEA2D,COMELCB02,2029,10.6
REGION1,SEA2D,COMELCB02,2030,10.7824
REGION1,SEA2D,COMELCB02,2031,10.9648
REGION1,SEA2D,COMELCB02,2032,11.1472
REGION1,SEA2D,COMELCB02,2033,11.3296
REGION1,SEA2D,COMELCB02,2034,11.512
REGION1,SEA2D,COMELCB02,2035,11.6944
REGION1,SEA2D,COMELCB02,2036,11.8768
REGION1,SEA2D,COMELCB02,2037,12.0592
REGION1,SEA2D,COMELCB02,2038,12.2416
REGION1,SEA2D,COMELCB02,2039,12.424
REGION1,SEA2D,COMELCB02,2040,12.6064
REGION1,SEA2D,COMELCB02,2041,12.7888
REGION1,SEA2D,COMELCB02,2042,12.9712
REGION1,SEA2D,COMELCB02,2043,13.1536
REGION1,SEA2D,COMELCB02,2044,13.336
REGION1,SEA2D,COMELCB02,2045,13.5184
REGION1,SEA2D,COMELCB02,2046,13.7008
REGION1,SEA2D,COMELCB02,2047,13.8832
REGION1,SEA2D,COMELCB02,2048,14.0656
REGION1,SEA2D,COMELCB02,2049,14.248
REGION1,SEA2D,COMELCB02,2050,14.4304
REGION1,SEA2D,INDELCB02,2020,16.1824
REGION1,SEA2D,INDELCB02,2021,16.224
REGION1,SEA2D,INDELCB02,2022,16.2832
REGION1,SEA2D,INDELCB02,2023,16.376
REGION1,SEA2D,INDELCB02,2024,18.3808
REGION1,SEA2D,INDELCB02,2025,18.7184
REGION1,SEA2D,INDELCB02,2026,19.2656
REGION1,SEA2D,INDELCB02,2027,19.2592
REGION1,SEA2D,INDELCB02,2028,19.1856
REGION1,SEA2D,INDELCB02,2029,19.088
REGION1,SEA2D,INDELCB02,2030,19.2672
REGION1,SEA2D,INDELCB02,2031,19.5488
REGION1,SEA2D,INDELCB02,2032,19.8016
REGION1,SEA2D,INDELCB02,2033,19.7136
REGION1,SEA2D,INDELCB02,2034,19.5376
REGION1,SEA2D,INDELCB02,2035,19.3888
REGION1,SEA2D,INDELCB02,2036,19.256
REGION1,SEA2D,INDELCB02,2037,19.1408
REGION1,SEA2D,INDELCB02,2038,19.0624
REGION1,SEA2D,INDELCB02,2039,18.9856
REGION1,SEA2D,INDELCB02,2040,18.9088
REGION1,SEA2D,INDELCB02,2041,18.9088
REGION1,SEA2D,INDELCB02,2042,18.8384
REGION1,SEA2D,INDELCB02,2043,18.7696
REGION1,SEA2D,INDELCB02,2044,18.6992
REGION1,SEA2D,INDELCB02,2045,18.6288
REGION1,SEA2D,INDELCB02,2046,18.56
REGION1,SEA2D,INDELCB02,2047,18.4896
REGION1,SEA2D,INDELCB02,2048,18.4192
REGION1,SEA2D,INDELCB02,2049,18.3504
REGION1,SEA2D,INDELCB02,2050,18.28
REGION1,SEA2D,RESELCB02,2020,11.9152
REGION1,SEA2D,RESELCB02,2021,12.1808
REGION1,SEA2D,RESELCB02,2022,12.4336
REGION1,SEA2D,RESELCB02,2023,12.7136
REGION1,SEA2D,RESELCB02,2024,12.9712
REGION1,SEA2D,RESELCB02,2025,13.2288
REGION1,SEA2D,RESELCB02,2026,13.4336
REGION1,SEA2D,RESELCB02,2027,13.6368
REGION1,SEA2D,RESELCB02,2028,13.8416
REGION1,SEA2D,RESELCB02,2029,14.0448
REGION1,SEA2D,RESELCB02,2030,14.2496
REGION1,SEA2D,RESELCB02,2031,14.4544
REGION1,SEA2D,RESELCB02,2032,14.6576
REGION1,SEA2D,RESELCB02,2033,14.8624
REGION1,SEA2D,RESELCB02,2034,15.0656
REGION1,SEA2D,RESELCB02,2035,15.2704
REGION1,SEA2D,RESELCB02,2036,15.4752
REGION1,SEA2D,RESELCB02,2037,15.6784
REGION1,SEA2D,RESELCB02,2038,15.8832
REGION1,SEA2D,RESELCB02,2039,16.0864
REGION1,SEA2D,RESELCB02,2040,16.2912
REGION1,SEA2D,RESELCB02,2041,16.4944
REGION1,SEA2D,RESELCB02,2042,16.6992
REGION1,SEA2D,RESELCB02,2043,16.904
REGION1,SEA2D,RESELCB02,2044,17.1072
REGION1,SEA2D,RESELCB02,2045,17.312
REGION1,SEA2D,RESELCB02,2046,17.5152
REGION1,SEA2D,RESELCB02,2047,17.72
REGION1,SEA2D,RESELCB02,2048,17.9248
REGION1,SEA2D,RESELCB02,2049,18.128
REGION1,SEA2D,RESELCB02,2050,18.3328
REGION1,SEA2D,TRAELCB02,2020,0.1984
REGION1,SEA2D,TRAELCB02,2021,0.2592
REGION1,SEA2D,TRAELCB02,2022,0.3328
REGION1,SEA2D,TRAELCB02,2023,0.4224
REGION1,SEA2D,TRAELCB02,2024,0.5216
REGION1,SEA2D,TRAELCB02,2025,0.6496
REGION1,SEA2D,TRAELCB02,2026,1.0992
REGION1,SEA2D,TRAELCB02,2027,1.5488
REGION1,SEA2D,TRAELCB02,2028,1.9968
REGION1,SEA2D,TRAELCB02,2029,2.4464
REGION1,SEA2D,TRAELCB02,2030,2.896
REGION1,SEA2D,TRAELCB02,2031,3.3456
REGION1,SEA2D,TRAELCB02,2032,3.7952
REGION1,SEA2D,TRAELCB02,2033,4.2432
REGION1,SEA2D,TRAELCB02,2034,4.6928
REGION1,SEA2D,TRAELCB02,2035,5.1424
REGION1,SEA2D,TRAELCB02,2036,5.592
REGION1,SEA2D,TRAELCB02,2037,6.0416
REGION1,SEA2D,TRAELCB02,2038,6.4896
REGION1,SEA2D,TRAELCB02,2039,6.9392
REGION1,SEA2D,TRAELCB02,2040,7.3888
REGION1,SEA2D,TRAELCB02,2041,7.8384
REGION1,SEA2D,TRAELCB02,2042,8.288
REGION1,SEA2D,TRAELCB02,2043,8.736
REGION1,SEA2D,TRAELCB02,2044,9.1856
REGION1,SEA2D,TRAELCB02,2045,9.6352
REGION1,SEA2D,TRAELCB02,2046,10.0848
REGION1,SEA2D,TRAELCB02,2047,10.5328
REGION1,SEA2D,TRAELCB02,2048,10.9824
REGION1,SEA2D,TRAELCB02,2049,11.432
REGION1,SEA2D,TRAELCB02,2050,11.8816
REGION1,SEA2N,COMELCB02,2020,3.99
REGION1,SEA2N,COMELCB02,2021,4.0803
REGION1,SEA2N,COMELCB02,2022,4.1552
REGION1,SEA2N,COMELCB02,2023,4.2168
REGION1,SEA2N,COMELCB02,2024,4.2672
REGION1,SEA2N,COMELCB02,2025,4.3183
REGION1,SEA2N,COMELCB02,2026,4.3981
REGION1,SEA2N,COMELCB02,2027,4.4779
REGION1,SEA2N,COMELCB02,2028,4.5577
REGION1,SEA2N,COMELCB02,2029,4.6375
REGION1,SEA2N,COMELCB02,2030,4.7173
REGION1,SEA2N,COMELCB02,2031,4.7971
REGION1,SEA2N,COMELCB02,2032,4.8769
REGION1,SEA2N,COMELCB02,2033,4.9567
REGION1,SEA2N,COMELCB02,2034,5.0365
REGION1,SEA2N,COMELCB02,2035,5.1163
REGION1,SEA2N,COMELCB02,2036,5.1961
REGION1,SEA2N,COMELCB02,2037,5.2759
REGION1,SEA2N,COMELCB02,2038,5.3557
REGION1,SEA2N,COMELCB02,2039,5.4355
REGION1,SEA2N,COMELCB02,2040,5.5153
REGION1,SEA2N,COMELCB02,2041,5.5951
REGION1,SEA2N,COMELCB02,2042,5.6749
REGION1,SEA2N,COMELCB02,2043,5.7547
REGION1,SEA2N,COMELCB02,2044,5.8345
REGION1,SEA2N,COMELCB02,2045,5.9143
REGION1,SEA2N,COMELCB02,2046,5.9941
REGION1,SEA2N,COMELCB02,2047,6.0739
REGION1,SEA2N,COMELCB02,2048,6.1537
REGION1,SEA2N,COMELCB02,2049,6.2335
REGION1,SEA2N,COMELCB02,2050,6.3133
REGION1,SEA2N,INDELCB02,2020,7.0798
REGION1,SEA2N,INDELCB02,2021,7.098
REGION1,SEA2N,INDELCB02,2022,7.1239
REGION1,SEA2N,INDELCB02,2023,7.1645
REGION1,SEA2N,INDELCB02,2024,8.0416
REGION1,SEA2N,INDELCB02,2025,8.1893
REGION1,SEA2N,INDELCB02,2026,8.4287
REGION1,SEA2N,INDELCB02,2027,8.4259
REGION1,SEA2N,INDELCB02,2028,8.3937
REGION1,SEA2N,INDELCB02,2029,8.351
REGION1,SEA2N,INDELCB02,2030,8.4294
REGION1,SEA2N,INDELCB02,2031,8.5526
REGION1,SEA2N,INDELCB02,2032,8.6632
REGION1,SEA2N,INDELCB02,2033,8.6247
REGION1,SEA2N,INDELCB02,2034,8.5477
REGION1,SEA2N,INDELCB02,2035,8.4826
REGION1,SEA2N,INDELCB02,2036,8.4245
REGION1,SEA2N,INDELCB02,2037,8.3741
REGION1,SEA2N,INDELCB02,2038,8.3398
REGION1,SEA2N,INDELCB02,2039,8.3062
REGION1,SEA2N,INDELCB02,2040,8.2726
REGION1,SEA2N,INDELCB02,2041,8.2726
REGION1,SEA2N,INDELCB02,2042,8.2418
REGION1,SEA2N,INDELCB02,2043,8.2117
REGION1,SEA2N,INDELCB02,2044,8.1809
REGION1,SEA2N,INDELCB02,2045,8.1501
REGION1,SEA2N,INDELCB02,2046,8.12
REGION1,SEA2N,INDELCB02,2047,8.0892
REGION1,SEA2N,INDELCB02,2048,8.0584
REGION1,SEA2N,INDELCB02,2049,8.0283
REGION1,SEA2N,INDELCB02,2050,7.9975
REGION1,SEA2N,RESELCB02,2020,5.2129
REGION1,SEA2N,RESELCB02,2021,5.3291
REGION1,SEA2N,RESELCB02,2022,5.4397
REGION1,SEA2N,RESELCB02,2023,5.5622
REGION1,SEA2N,RESELCB02,2024,5.6749
REGION1,SEA2N,RESELCB02,2025,5.7876
REGION1,SEA2N,RESELCB02,2026,5.8772
REGION1,SEA2N,RESELCB02,2027,5.9661
REGION1,SEA2N,RESELCB02,2028,6.0557
REGION1,SEA2N,RESELCB02,2029,6.1446
REGION1,SEA2N,RESELCB02,2030,6.2342
REGION1,SEA2N,RESELCB02,2031,6.3238
REGION1,SEA2N,RESELCB02,2032,6.4127
REGION1,SEA2N,RESELCB02,2033,6.5023
REGION1,SEA2N,RESELCB02,2034,6.5912
REGION1,SEA2N,RESELCB02,2035,6.6808
REGION1,SEA2N,RESELCB02,2036,6.7704
REGION1,SEA2N,RESELCB02,2037,6.8593
REGION1,SEA2N,RESELCB02,2038,6.9489
REGION1,SEA2N,RESELCB02,2039,7.0378
REGION1,SEA2N,RESELCB02,2040,7.1274
REGION1,SEA2N,RESELCB02,2041,7.2163
REGION1,SEA2N,RESELCB02,2042,7.3059
REGION1,SEA2N,RESELCB02,2043,7.3955
REGION1,SEA2N,RESELCB02,2044,7.4844
REGION1,SEA2N,RESELCB02,2045,7.574
REGION1,SEA2N,RESELCB02,2046,7.6629
REGION1,SEA2N,RESELCB02,2047,7.7525
REGION1,SEA2N,RESELCB02,2048,7.8421
REGION1,SEA2N,RESELCB02,2049,7.931
REGION1,SEA2N,RESELCB02,2050,8.0206
REGION1,SEA2N,TRAELCB02,2020,0.0868
REGION1,SEA2N,TRAELCB02,2021,0.1134
REGION1,SEA2N,TRAELCB02,2022,0.1456
REGION1,SEA2N,TRAELCB02,2023,0.1848
REGION1,SEA2N,TRAELCB02,2024,0.2282
REGION1,SEA2N,TRAELCB02,2025,0.2842
REGION1,SEA2N,TRAELCB02,2026,0.4809
REGION1,SEA2N,TRAELCB02,2027,0.6776
REGION1,SEA2N,TRAELCB02,2028,0.8736
REGION1,SEA2N,TRAELCB02,2029,1.0703
REGION1,SEA2N,TRAELCB02,2030,1.267
REGION1,SEA2N,TRAELCB02,2031,1.4637
REGION1,SEA2N,TRAELCB02,2032,1.6604
REGION1,SEA2N,TRAELCB02,2033,1.8564
REGION1,SEA2N,TRAELCB02,2034,2.0531
REGION1,SEA2N,TRAELCB02,2035,2.2498
REGION1,SEA2N,TRAELCB02,2036,2.4465
REGION1,SEA2N,TRAELCB02,2037,2.6432
REGION1,SEA2N,TRAELCB02,2038,2.8392
REGION1,SEA2N,TRAELCB02,2039,3.0359
REGION1,SEA2N,TRAELCB02,2040,3.2326
REGION1,SEA2N,TRAELCB02,2041,3.4293
REGION1,SEA2N,TRAELCB02,2042,3.626
REGION1,SEA2N,TRAELCB02,2043,3.822
REGION1,SEA2N,TRAELCB02,2044,4.0187
REGION1,SEA2N,TRAELCB02,2045,4.2154
REGION1,SEA2N,TRAELCB02,2046,4.4121
REGION1,SEA2N,TRAELCB02,2047,4.6081
REGION1,SEA2N,TRAELCB02,2048,4.8048
REGION1,SEA2N,TRAELCB02,2049,5.0015
REGION1,SEA2N,TRAELCB02,2050,5.1982
REGION1,SEA3D,COMELCB02,2020,6.84
REGION1,SEA3D,COMELCB02,2021,6.9948
REGION1,SEA3D,COMELCB02,2022,7.1232
REGION1,SEA3D,COMELCB02,2023,7.2288
REGION1,SEA3D,COMELCB02,2024,7.3152
REGION1,SEA3D,COMELCB02,2025,7.4028
REGION1,SEA3D,COMELCB02,2026,7.5396
REGION1,SEA3D,COMELCB02,2027,7.6764
REGION1,SEA3D,COMELCB02,2028,7.8132
REGION1,SEA3D,COMELCB02,2029,7.95
REGION1,SEA3D,COMELCB02,2030,8.0868
REGION1,SEA3D,COMELCB02,2031,8.2236
REGION1,SEA3D,COMELCB02,2032,8.3604
REGION1,SEA3D,COMELCB02,2033,8.4972
REGION1,SEA3D,COMELCB02,2034,8.634
REGION1,SEA3D,COMELCB02,2035,8.7708
REGION1,SEA3D,COMELCB02,2036,8.9076
REGION1,SEA3D,COMELCB02,2037,9.0444
REGION1,SEA3D,COMELCB02,2038,9.1812
REGION1,SEA3D,COMELCB02,2039,9.318
REGION1,SEA3D,COMELCB02,2040,9.4548
REGION1,SEA3D,COMELCB02,2041,9.5916
REGION1,SEA3D,COMELCB02,2042,9.7284
REGION1,SEA3D,COMELCB02,2043,9.8652
REGION1,SEA3D,COMELCB02,2044,10.002
REGION1,SEA3D,COMELCB02,2045,10.1388
REGION1,SEA3D,COMELCB02,2046,10.2756
REGION1,SEA3D,COMELCB02,2047,10.4124
REGION1,SEA3D,COMELCB02,2048,10.5492
REGION1,SEA3D,COMELCB02,2049,10.686
REGION1,SEA3D,COMELCB02,2050,10.8228
REGION1,SEA3D,INDELCB02,2020,12.1368
REGION1,SEA3D,INDELCB02,2021,12.168
REGION1,SEA3D,INDELCB02,2022,12.2124
REGION1,SEA3D,INDELCB02,2023,12.282
REGION1,SEA3D,INDELCB02,2024,13.7856
REGION1,SEA3D,INDELCB02,2025,14.0388
REGION1,SEA3D,INDELCB02,2026,14.4492
REGION1,SEA3D,INDELCB02,2027,14.4444
REGION1,SEA3D,INDELCB02,2028,14.3892
REGION1,SEA3D,INDELCB02,2029,14.316
