REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,PWRHYDB02,1,2023,0.3237008587267111
REGION1,PWRHYDB02,2,2023,0.3246858054520682
REGION1,PWRHYDB02,3,2023,0.3330170454135439
REGION1,PWRHYDB02,4,2023,0.298667773707761
REGION1,PWRHYDB02,1,2024,0.3237008587267111
REGION1,PWRHYDB02,2,2024,0.3246858054520682
REGION1,PWRHYDB02,3,2024,0.3330170454135439
REGION1,PWRHYDB02,4,2024,0.298667773707761
REGION1,PWRHYDB02,1,2025,0.3237008587267111
REGION1,PWRHYDB02,2,2025,0.3246858054520682
REGION1,PWRHYDB02,3,2025,0.3330170454135439
REGION1,PWRHYDB02,4,2025,0.298667773707761
REGION1,PWRHYDB02,1,2026,0.3237008587267111
REGION1,PWRHYDB02,2,2026,0.3246858054520682
REGION1,PWRHYDB02,3,2026,0.3330170454135439
REGION1,PWRHYDB02,4,2026,0.298667773707761
REGION1,PWRHYDB02,1,2027,0.3237008587267111
REGION1,PWRHYDB02,2,2027,0.3246858054520682
REGION1,PWRHYDB02,3,2027,0.3330170454135439
REGION1,PWRHYDB02,4,2027,0.298667773707761
REGION1,PWRHYDB02,1,2028,0.3237008587267111
REGION1,PWRHYDB02,2,2028,0.3246858054520682
REGION1,PWRHYDB02,3,2028,0.3330170454135439
REGION1,PWRHYDB02,4,2028,0.298667773707761
REGION1,PWRHYDB02,1,2029,0.3237008587267111
REGION1,PWRHYDB02,2,2029,0.3246858054520682
REGION1,PWRHYDB02,3,2029,0.3330170454135439
REGION1,PWRHYDB02,4,2029,0.298667773707761
REGION1,PWRHYDB02,1,2030,0.3237008587267111
REGION1,PWRHYDB02,2,2030,0.3246858054520682
REGION1,PWRHYDB02,3,2030,0.3330170454135439
REGION1,PWRHYDB02,4,2030,0.298667773707761
REGION1,PWRHYDB02,1,2031,0.3237008587267111
REGION1,PWRHYDB02,2,2031,0.3246858054520682
REGION1,PWRHYDB02,3,2031,0.3330170454135439
REGION1,PWRHYDB02,4,2031,0.298667773707761
REGION1,PWRHYDB02,1,2032,0.3237008587267111
REGION1,PWRHYDB02,2,2032,0.3246858054520682
REGION1,PWRHYDB02,3,2032,0.3330170454135439
REGION1,PWRHYDB02,4,2032,0.298667773707761
REGION1,PWRHYDB02,1,2033,0.3237008587267111
REGION1,PWRHYDB02,2,2033,0.3246858054520682
REGION1,PWRHYDB02,3,2033,0.3330170454135439
REGION1,PWRHYDB02,4,2033,0.298667773707761
REGION1,PWRHYDB02,1,2034,0.3237008587267111
REGION1,PWRHYDB02,2,2034,0.3246858054520682
REGION1,PWRHYDB02,3,2034,0.3330170454135439
REGION1,PWRHYDB02,4,2034,0.298667773707761
REGION1,PWRHYDB02,1,2035,0.3237008587267111
REGION1,PWRHYDB02,2,2035,0.3246858054520682
REGION1,PWRHYDB02,3,2035,0.3330170454135439
REGION1,PWRHYDB02,4,2035,0.298667773707761
REGION1,PWRHYDB02,1,2036,0.3237008587267111
REGION1,PWRHYDB02,2,2036,0.3246858054520682
REGION1,PWRHYDB02,3,2036,0.3330170454135439
REGION1,PWRHYDB02,4,2036,0.298667773707761
REGION1,PWRHYDB02,1,2037,0.3237008587267111
REGION1,PWRHYDB02,2,2037,0.3246858054520682
REGION1,PWRHYDB02,3,2037,0.3330170454135439
REGION1,PWRHYDB02,4,2037,0.298667773707761
REGION1,PWRHYDB02,1,2038,0.3237008587267111
REGION1,PWRHYDB02,2,2038,0.3246858054520682
REGION1,PWRHYDB02,3,2038,0.3330170454135439
REGION1,PWRHYDB02,4,2038,0.298667773707761
REGION1,PWRHYDB02,1,2039,0.3237008587267111
REGION1,PWRHYDB02,2,2039,0.3246858054520682
REGION1,PWRHYDB02,3,2039,0.3330170454135439
REGION1,PWRHYDB02,4,2039,0.298667773707761
REGION1,PWRHYDB02,1,2040,0.3237008587267111
REGION1,PWRHYDB02,2,2040,0.3246858054520682
REGION1,PWRHYDB02,3,2040,0.3330170454135439
REGION1,PWRHYDB02,4,2040,0.298667773707761
REGION1,PWRHYDB02,1,2041,0.3237008587267111
REGION1,PWRHYDB02,2,2041,0.3246858054520682
REGION1,PWRHYDB02,3,2041,0.3330170454135439
REGION1,PWRHYDB02,4,2041,0.298667773707761
REGION1,PWRHYDB02,1,2042,0.3237008587267111
REGION1,PWRHYDB02,2,2042,0.3246858054520682
REGION1,PWRHYDB02,3,2042,0.3330170454135439
REGION1,PWRHYDB02,4,2042,0.298667773707761
REGION1,PWRHYDB02,1,2043,0.3237008587267111
REGION1,PWRHYDB02,2,2043,0.3246858054520682
REGION1,PWRHYDB02,3,2043,0.3330170454135439
REGION1,PWRHYDB02,4,2043,0.298667773707761
REGION1,PWRHYDB02,1,2044,0.3237008587267111
REGION1,PWRHYDB02,2,2044,0.3246858054520682
REGION1,PWRHYDB02,3,2044,0.3330170454135439
REGION1,PWRHYDB02,4,2044,0.298667773707761
REGION1,PWRHYDB02,1,2045,0.3237008587267111
REGION1,PWRHYDB02,2,2045,0.3246858054520682
REGION1,PWRHYDB02,3,2045,0.3330170454135439
REGION1,PWRHYDB02,4,2045,0.298667773707761
REGION1,PWRHYDB02,1,2046,0.3237008587267111
REGION1,PWRHYDB02,2,2046,0.3246858054520682
REGION1,PWRHYDB02,3,2046,0.3330170454135439
REGION1,PWRHYDB02,4,2046,0.298667773707761
REGION1,PWRHYDB02,1,2047,0.3237008587267111
REGION1,PWRHYDB02,2,2047,0.3246858054520682
REGION1,PWRHYDB02,3,2047,0.3330170454135439
REGION1,PWRHYDB02,4,2047,0.298667773707761
REGION1,PWRHYDB02,1,2048,0.3237008587267111
REGION1,PWRHYDB02,2,2048,0.3246858054520682
REGION1,PWRHYDB02,3,2048,0.3330170454135439
REGION1,PWRHYDB02,4,2048,0.298667773707761
REGION1,PWRHYDB02,1,2049,0.3237008587267111
REGION1,PWRHYDB02,2,2049,0.3246858054520682
REGION1,PWRHYDB02,3,2049,0.3330170454135439
REGION1,PWRHYDB02,4,2049,0.298667773707761
REGION1,PWRHYDB02,1,2050,0.3237008587267111
REGION1,PWRHYDB02,2,2050,0.3246858054520682
REGION1,PWRHYDB02,3,2050,0.3330170454135439
REGION1,PWRHYDB02,4,2050,0.298667773707761
REGION1,PWRSOLB01,1,2021,0.0
REGION1,PWRSOLB01,2,2021,0.2998853211000721
REGION1,PWRSOLB01,3,2021,0.5916455412057688
REGION1,PWRSOLB01,4,2021,0.0423274149768426
REGION1,PWRSOLB01,1,2022,0.0
REGION1,PWRSOLB01,2,2022,0.2998853211000721
REGION1,PWRSOLB01,3,2022,0.5916455412057688
REGION1,PWRSOLB01,4,2022,0.0423274149768426
REGION1,PWRSOLB01,1,2023,0.0
REGION1,PWRSOLB01,2,2023,0.2998853211000721
REGION1,PWRSOLB01,3,2023,0.5916455412057688
REGION1,PWRSOLB01,4,2023,0.0423274149768426
REGION1,PWRSOLB01,1,2024,0.0
REGION1,PWRSOLB01,2,2024,0.2998853211000721
REGION1,PWRSOLB01,3,2024,0.5916455412057688
REGION1,PWRSOLB01,4,2024,0.0423274149768426
REGION1,PWRSOLB01,1,2025,0.0
REGION1,PWRSOLB01,2,2025,0.2998853211000721
REGION1,PWRSOLB01,3,2025,0.5916455412057688
REGION1,PWRSOLB01,4,2025,0.0423274149768426
REGION1,PWRSOLB01,1,2026,0.0
REGION1,PWRSOLB01,2,2026,0.2998853211000721
REGION1,PWRSOLB01,3,2026,0.5916455412057688
REGION1,PWRSOLB01,4,2026,0.0423274149768426
REGION1,PWRSOLB01,1,2027,0.0
REGION1,PWRSOLB01,2,2027,0.2998853211000721
REGION1,PWRSOLB01,3,2027,0.5916455412057688
REGION1,PWRSOLB01,4,2027,0.0423274149768426
REGION1,PWRSOLB01,1,2028,0.0
REGION1,PWRSOLB01,2,2028,0.2998853211000721
REGION1,PWRSOLB01,3,2028,0.5916455412057688
REGION1,PWRSOLB01,4,2028,0.0423274149768426
REGION1,PWRSOLB01,1,2029,0.0
REGION1,PWRSOLB01,2,2029,0.2998853211000721
REGION1,PWRSOLB01,3,2029,0.5916455412057688
REGION1,PWRSOLB01,4,2029,0.0423274149768426
REGION1,PWRSOLB01,1,2030,0.0
REGION1,PWRSOLB01,2,2030,0.2998853211000721
REGION1,PWRSOLB01,3,2030,0.5916455412057688
REGION1,PWRSOLB01,4,2030,0.0423274149768426
REGION1,PWRSOLB01,1,2031,0.0
REGION1,PWRSOLB01,2,2031,0.2998853211000721
REGION1,PWRSOLB01,3,2031,0.5916455412057688
REGION1,PWRSOLB01,4,2031,0.0423274149768426
REGION1,PWRSOLB01,1,2032,0.0
REGION1,PWRSOLB01,2,2032,0.2998853211000721
REGION1,PWRSOLB01,3,2032,0.5916455412057688
REGION1,PWRSOLB01,4,2032,0.0423274149768426
REGION1,PWRSOLB01,1,2033,0.0
REGION1,PWRSOLB01,2,2033,0.2998853211000721
REGION1,PWRSOLB01,3,2033,0.5916455412057688
REGION1,PWRSOLB01,4,2033,0.0423274149768426
REGION1,PWRSOLB01,1,2034,0.0
REGION1,PWRSOLB01,2,2034,0.2998853211000721
REGION1,PWRSOLB01,3,2034,0.5916455412057688
REGION1,PWRSOLB01,4,2034,0.0423274149768426
REGION1,PWRSOLB01,1,2035,0.0
REGION1,PWRSOLB01,2,2035,0.2998853211000721
REGION1,PWRSOLB01,3,2035,0.5916455412057688
REGION1,PWRSOLB01,4,2035,0.0423274149768426
REGION1,PWRSOLB01,1,2036,0.0
REGION1,PWRSOLB01,2,2036,0.2998853211000721
REGION1,PWRSOLB01,3,2036,0.5916455412057688
REGION1,PWRSOLB01,4,2036,0.0423274149768426
REGION1,PWRSOLB01,1,2037,0.0
REGION1,PWRSOLB01,2,2037,0.2998853211000721
REGION1,PWRSOLB01,3,2037,0.5916455412057688
REGION1,PWRSOLB01,4,2037,0.0423274149768426
REGION1,PWRSOLB01,1,2038,0.0
REGION1,PWRSOLB01,2,2038,0.2998853211000721
REGION1,PWRSOLB01,3,2038,0.5916455412057688
REGION1,PWRSOLB01,4,2038,0.0423274149768426
REGION1,PWRSOLB01,1,2039,0.0
REGION1,PWRSOLB01,2,2039,0.2998853211000721
REGION1,PWRSOLB01,3,2039,0.5916455412057688
REGION1,PWRSOLB01,4,2039,0.0423274149768426
REGION1,PWRSOLB01,1,2040,0.0
REGION1,PWRSOLB01,2,2040,0.2998853211000721
REGION1,PWRSOLB01,3,2040,0.5916455412057688
REGION1,PWRSOLB01,4,2040,0.0423274149768426
REGION1,PWRSOLB01,1,2041,0.0
REGION1,PWRSOLB01,2,2041,0.2998853211000721
REGION1,PWRSOLB01,3,2041,0.5916455412057688
REGION1,PWRSOLB01,4,2041,0.0423274149768426
REGION1,PWRSOLB01,1,2042,0.0
REGION1,PWRSOLB01,2,2042,0.2998853211000721
REGION1,PWRSOLB01,3,2042,0.5916455412057688
REGION1,PWRSOLB01,4,2042,0.0423274149768426
REGION1,PWRSOLB01,1,2043,0.0
REGION1,PWRSOLB01,2,2043,0.2998853211000721
REGION1,PWRSOLB01,3,2043,0.5916455412057688
REGION1,PWRSOLB01,4,2043,0.0423274149768426
REGION1,PWRSOLB01,1,2044,0.0
REGION1,PWRSOLB01,2,2044,0.2998853211000721
REGION1,PWRSOLB01,3,2044,0.5916455412057688
REGION1,PWRSOLB01,4,2044,0.0423274149768426
REGION1,PWRSOLB01,1,2045,0.0
REGION1,PWRSOLB01,2,2045,0.2998853211000721
REGION1,PWRSOLB01,3,2045,0.5916455412057688
REGION1,PWRSOLB01,4,2045,0.0423274149768426
REGION1,PWRSOLB01,1,2046,0.0
REGION1,PWRSOLB01,2,2046,0.2998853211000721
REGION1,PWRSOLB01,3,2046,0.5916455412057688
REGION1,PWRSOLB01,4,2046,0.0423274149768426
REGION1,PWRSOLB01,1,2047,0.0
REGION1,PWRSOLB01,2,2047,0.2998853211000721
REGION1,PWRSOLB01,3,2047,0.5916455412057688
REGION1,PWRSOLB01,4,2047,0.0423274149768426
REGION1,PWRSOLB01,1,2048,0.0
REGION1,PWRSOLB01,2,2048,0.2998853211000721
REGION1,PWRSOLB01,3,2048,0.5916455412057688
REGION1,PWRSOLB01,4,2048,0.0423274149768426
REGION1,PWRSOLB01,1,2049,0.0
REGION1,PWRSOLB01,2,2049,0.2998853211000721
REGION1,PWRSOLB01,3,2049,0.5916455412057688
REGION1,PWRSOLB01,4,2049,0.0423274149768426
REGION1,PWRSOLB01,1,2050,0.0
REGION1,PWRSOLB01,2,2050,0.2998853211000721
REGION1,PWRSOLB01,3,2050,0.5916455412057688
REGION1,PWRSOLB01,4,2050,0.0423274149768426
REGION1,PWRSOLB02,1,2021,0.0
REGION1,PWRSOLB02,2,2021,0.0384362564237638
REGION1,PWRSOLB02,3,2021,0.1632387543368327
REGION1,PWRSOLB02,4,2021,0.0818727371439396
REGION1,PWRSOLB02,1,2022,0.0
REGION1,PWRSOLB02,2,2022,0.0384362564237638
REGION1,PWRSOLB02,3,2022,0.1632387543368327
REGION1,PWRSOLB02,4,2022,0.0818727371439396
REGION1,PWRSOLB02,1,2023,0.0
REGION1,PWRSOLB02,2,2023,0.0384362564237638
REGION1,PWRSOLB02,3,2023,0.1632387543368327
REGION1,PWRSOLB02,4,2023,0.0818727371439396
REGION1,PWRSOLB02,1,2024,0.0
REGION1,PWRSOLB02,2,2024,0.0384362564237638
REGION1,PWRSOLB02,3,2024,0.1632387543368327
REGION1,PWRSOLB02,4,2024,0.0818727371439396
REGION1,PWRSOLB02,1,2025,0.0
REGION1,PWRSOLB02,2,2025,0.0384362564237638
REGION1,PWRSOLB02,3,2025,0.1632387543368327
REGION1,PWRSOLB02,4,2025,0.0818727371439396
REGION1,PWRSOLB02,1,2026,0.0
REGION1,PWRSOLB02,2,2026,0.0384362564237638
REGION1,PWRSOLB02,3,2026,0.1632387543368327
REGION1,PWRSOLB02,4,2026,0.0818727371439396
REGION1,PWRSOLB02,1,2027,0.0
REGION1,PWRSOLB02,2,2027,0.0384362564237638
REGION1,PWRSOLB02,3,2027,0.1632387543368327
REGION1,PWRSOLB02,4,2027,0.0818727371439396
REGION1,PWRSOLB02,1,2028,0.0
REGION1,PWRSOLB02,2,2028,0.0384362564237638
REGION1,PWRSOLB02,3,2028,0.1632387543368327
REGION1,PWRSOLB02,4,2028,0.0818727371439396
REGION1,PWRSOLB02,1,2029,0.0
REGION1,PWRSOLB02,2,2029,0.0384362564237638
REGION1,PWRSOLB02,3,2029,0.1632387543368327
REGION1,PWRSOLB02,4,2029,0.0818727371439396
REGION1,PWRSOLB02,1,2030,0.0
REGION1,PWRSOLB02,2,2030,0.0384362564237638
REGION1,PWRSOLB02,3,2030,0.1632387543368327
REGION1,PWRSOLB02,4,2030,0.0818727371439396
REGION1,PWRSOLB02,1,2031,0.0
REGION1,PWRSOLB02,2,2031,0.0384362564237638
REGION1,PWRSOLB02,3,2031,0.1632387543368327
REGION1,PWRSOLB02,4,2031,0.0818727371439396
REGION1,PWRSOLB02,1,2032,0.0
REGION1,PWRSOLB02,2,2032,0.0384362564237638
REGION1,PWRSOLB02,3,2032,0.1632387543368327
REGION1,PWRSOLB02,4,2032,0.0818727371439396
REGION1,PWRSOLB02,1,2033,0.0
REGION1,PWRSOLB02,2,2033,0.0384362564237638
REGION1,PWRSOLB02,3,2033,0.1632387543368327
REGION1,PWRSOLB02,4,2033,0.0818727371439396
REGION1,PWRSOLB02,1,2034,0.0
REGION1,PWRSOLB02,2,2034,0.0384362564237638
REGION1,PWRSOLB02,3,2034,0.1632387543368327
REGION1,PWRSOLB02,4,2034,0.0818727371439396
REGION1,PWRSOLB02,1,2035,0.0
REGION1,PWRSOLB02,2,2035,0.0384362564237638
REGION1,PWRSOLB02,3,2035,0.1632387543368327
REGION1,PWRSOLB02,4,2035,0.0818727371439396
REGION1,PWRSOLB02,1,2036,0.0
REGION1,PWRSOLB02,2,2036,0.0384362564237638
REGION1,PWRSOLB02,3,2036,0.1632387543368327
REGION1,PWRSOLB02,4,2036,0.0818727371439396
REGION1,PWRSOLB02,1,2037,0.0
REGION1,PWRSOLB02,2,2037,0.0384362564237638
REGION1,PWRSOLB02,3,2037,0.1632387543368327
REGION1,PWRSOLB02,4,2037,0.0818727371439396
REGION1,PWRSOLB02,1,2038,0.0
REGION1,PWRSOLB02,2,2038,0.0384362564237638
REGION1,PWRSOLB02,3,2038,0.1632387543368327
REGION1,PWRSOLB02,4,2038,0.0818727371439396
REGION1,PWRSOLB02,1,2039,0.0
REGION1,PWRSOLB02,2,2039,0.0384362564237638
REGION1,PWRSOLB02,3,2039,0.1632387543368327
REGION1,PWRSOLB02,4,2039,0.0818727371439396
REGION1,PWRSOLB02,1,2040,0.0
REGION1,PWRSOLB02,2,2040,0.0384362564237638
REGION1,PWRSOLB02,3,2040,0.1632387543368327
REGION1,PWRSOLB02,4,2040,0.0818727371439396
REGION1,PWRSOLB02,1,2041,0.0
REGION1,PWRSOLB02,2,2041,0.0384362564237638
REGION1,PWRSOLB02,3,2041,0.1632387543368327
REGION1,PWRSOLB02,4,2041,0.0818727371439396
REGION1,PWRSOLB02,1,2042,0.0
REGION1,PWRSOLB02,2,2042,0.0384362564237638
REGION1,PWRSOLB02,3,2042,0.1632387543368327
REGION1,PWRSOLB02,4,2042,0.0818727371439396
REGION1,PWRSOLB02,1,2043,0.0
REGION1,PWRSOLB02,2,2043,0.0384362564237638
REGION1,PWRSOLB02,3,2043,0.1632387543368327
REGION1,PWRSOLB02,4,2043,0.0818727371439396
REGION1,PWRSOLB02,1,2044,0.0
REGION1,PWRSOLB02,2,2044,0.0384362564237638
REGION1,PWRSOLB02,3,2044,0.1632387543368327
REGION1,PWRSOLB02,4,2044,0.0818727371439396
REGION1,PWRSOLB02,1,2045,0.0
REGION1,PWRSOLB02,2,2045,0.0384362564237638
REGION1,PWRSOLB02,3,2045,0.1632387543368327
REGION1,PWRSOLB02,4,2045,0.0818727371439396
REGION1,PWRSOLB02,1,2046,0.0
REGION1,PWRSOLB02,2,2046,0.0384362564237638
REGION1,PWRSOLB02,3,2046,0.1632387543368327
REGION1,PWRSOLB02,4,2046,0.0818727371439396
REGION1,PWRSOLB02,1,2047,0.0
REGION1,PWRSOLB02,2,2047,0.0384362564237638
REGION1,PWRSOLB02,3,2047,0.1632387543368327
REGION1,PWRSOLB02,4,2047,0.0818727371439396
REGION1,PWRSOLB02,1,2048,0.0
REGION1,PWRSOLB02,2,2048,0.0384362564237638
REGION1,PWRSOLB02,3,2048,0.1632387543368327
REGION1,PWRSOLB02,4,2048,0.0818727371439396
REGION1,PWRSOLB02,1,2049,0.0
REGION1,PWRSOLB02,2,2049,0.0384362564237638
REGION1,PWRSOLB02,3,2049,0.1632387543368327
REGION1,PWRSOLB02,4,2049,0.0818727371439396
REGION1,PWRSOLB02,1,2050,0.0
REGION1,PWRSOLB02,2,2050,0.0384362564237638
REGION1,PWRSOLB02,3,2050,0.1632387543368327
REGION1,PWRSOLB02,4,2050,0.0818727371439396
REGION1,PWRSOLB03,1,2021,0.0
REGION1,PWRSOLB03,2,2021,0.5108975301612572
REGION1,PWRSOLB03,3,2021,0.6309751822048949
REGION1,PWRSOLB03,4,2021,0.113983855213328
REGION1,PWRSOLB03,1,2022,0.0
REGION1,PWRSOLB03,2,2022,0.5108975301612572
REGION1,PWRSOLB03,3,2022,0.6309751822048949
REGION1,PWRSOLB03,4,2022,0.113983855213328
REGION1,PWRSOLB03,1,2023,0.0
REGION1,PWRSOLB03,2,2023,0.5108975301612572
REGION1,PWRSOLB03,3,2023,0.6309751822048949
REGION1,PWRSOLB03,4,2023,0.113983855213328
REGION1,PWRSOLB03,1,2024,0.0
REGION1,PWRSOLB03,2,2024,0.5108975301612572
REGION1,PWRSOLB03,3,2024,0.6309751822048949
REGION1,PWRSOLB03,4,2024,0.113983855213328
REGION1,PWRSOLB03,1,2025,0.0
REGION1,PWRSOLB03,2,2025,0.5108975301612572
REGION1,PWRSOLB03,3,2025,0.6309751822048949
REGION1,PWRSOLB03,4,2025,0.113983855213328
REGION1,PWRSOLB03,1,2026,0.0
REGION1,PWRSOLB03,2,2026,0.5108975301612572
REGION1,PWRSOLB03,3,2026,0.6309751822048949
REGION1,PWRSOLB03,4,2026,0.113983855213328
REGION1,PWRSOLB03,1,2027,0.0
REGION1,PWRSOLB03,2,2027,0.5108975301612572
REGION1,PWRSOLB03,3,2027,0.6309751822048949
REGION1,PWRSOLB03,4,2027,0.113983855213328
REGION1,PWRSOLB03,1,2028,0.0
REGION1,PWRSOLB03,2,2028,0.5108975301612572
REGION1,PWRSOLB03,3,2028,0.6309751822048949
REGION1,PWRSOLB03,4,2028,0.113983855213328
REGION1,PWRSOLB03,1,2029,0.0
REGION1,PWRSOLB03,2,2029,0.5108975301612572
REGION1,PWRSOLB03,3,2029,0.6309751822048949
REGION1,PWRSOLB03,4,2029,0.113983855213328
REGION1,PWRSOLB03,1,2030,0.0
REGION1,PWRSOLB03,2,2030,0.5108975301612572
REGION1,PWRSOLB03,3,2030,0.6309751822048949
REGION1,PWRSOLB03,4,2030,0.113983855213328
REGION1,PWRSOLB03,1,2031,0.0
