r,l,t,m,y,RateOfActivity
REGION1,SEA2N,DEMAGRDSL,1,2024,17.7717
REGION1,SEA3D,DEMAGRDSL,1,2024,17.7717
REGION1,SEA3N,DEMAGRDSL,1,2024,17.7717
REGION1,SEA4D,DEMAGRDSL,1,2024,17.7717
REGION1,SEA4N,DEMAGRDSL,1,2024,17.7717
REGION1,SEA1D,DEMAGRDSL,1,2025,18.3242
REGION1,SEA1N,DEMAGRDSL,1,2025,18.3242
REGION1,SEA2D,DEMAGRDSL,1,2025,18.3242
REGION1,SEA2N,DEMAGRDSL,1,2025,18.3242
REGION1,SEA3D,DEMAGRDSL,1,2025,18.3242
REGION1,SEA3N,DEMAGRDSL,1,2025,18.3242
REGION1,SEA4D,DEMAGRDSL,1,2025,18.3242
REGION1,SEA4N,DEMAGRDSL,1,2025,18.3242
REGION1,SEA1D,DEMAGRDSL,1,2026,18.9556
REGION1,SEA1N,DEMAGRDSL,1,2026,18.9556
REGION1,SEA2D,DEMAGRDSL,1,2026,18.9556
REGION1,SEA2N,DEMAGRDSL,1,2026,18.9556
REGION1,SEA3D,DEMAGRDSL,1,2026,18.9556
REGION1,SEA3N,DEMAGRDSL,1,2026,18.9556
REGION1,SEA4D,DEMAGRDSL,1,2026,18.9556
REGION1,SEA4N,DEMAGRDSL,1,2026,18.9556
REGION1,SEA1D,DEMAGRDSL,1,2027,19.6263
REGION1,SEA1N,DEMAGRDSL,1,2027,19.6263
REGION1,SEA2D,DEMAGRDSL,1,2027,19.6263
REGION1,SEA2N,DEMAGRDSL,1,2027,19.6263
REGION1,SEA3D,DEMAGRDSL,1,2027,19.6263
REGION1,SEA3N,DEMAGRDSL,1,2027,19.6263
REGION1,SEA4D,DEMAGRDSL,1,2027,19.6263
REGION1,SEA4N,DEMAGRDSL,1,2027,19.6263
REGION1,SEA1D,DEMAGRDSL,1,2028,20.3384
REGION1,SEA1N,DEMAGRDSL,1,2028,20.3384
REGION1,SEA2D,DEMAGRDSL,1,2028,20.3384
REGION1,SEA2N,DEMAGRDSL,1,2028,20.3384
REGION1,SEA3D,DEMAGRDSL,1,2028,20.3384
REGION1,SEA3N,DEMAGRDSL,1,2028,20.3384
REGION1,SEA4D,DEMAGRDSL,1,2028,20.3384
REGION1,SEA4N,DEMAGRDSL,1,2028,20.3384
REGION1,SEA1D,DEMAGRDSL,1,2029,20.9333
REGION1,SEA1N,DEMAGRDSL,1,2029,20.9333
REGION1,SEA2D,DEMAGRDSL,1,2029,20.9333
REGION1,SEA2N,DEMAGRDSL,1,2029,20.9333
REGION1,SEA3D,DEMAGRDSL,1,2029,20.9333
REGION1,SEA3N,DEMAGRDSL,1,2029,20.9333
REGION1,SEA4D,DEMAGRDSL,1,2029,20.9333
REGION1,SEA4N,DEMAGRDSL,1,2029,20.9333
REGION1,SEA1D,DEMAGRDSL,1,2030,21.6162
REGION1,SEA1N,DEMAGRDSL,1,2030,21.6162
REGION1,SEA2D,DEMAGRDSL,1,2030,21.6162
REGION1,SEA2N,DEMAGRDSL,1,2030,21.6162
REGION1,SEA3D,DEMAGRDSL,1,2030,21.6162
REGION1,SEA3N,DEMAGRDSL,1,2030,21.6162
REGION1,SEA4D,DEMAGRDSL,1,2030,21.6162
REGION1,SEA4N,DEMAGRDSL,1,2030,21.6162
REGION1,SEA1D,DEMAGRDSL,1,2031,22.2828
REGION1,SEA1N,DEMAGRDSL,1,2031,22.2828
REGION1,SEA2D,DEMAGRDSL,1,2031,22.2828
REGION1,SEA2N,DEMAGRDSL,1,2031,22.2828
REGION1,SEA3D,DEMAGRDSL,1,2031,22.2828
REGION1,SEA3N,DEMAGRDSL,1,2031,22.2828
REGION1,SEA4D,DEMAGRDSL,1,2031,22.2828
REGION1,SEA4N,DEMAGRDSL,1,2031,22.2828
REGION1,SEA1D,DEMAGRDSL,1,2032,22.9364
REGION1,SEA1N,DEMAGRDSL,1,2032,22.9364
REGION1,SEA2D,DEMAGRDSL,1,2032,22.9364
REGION1,SEA2N,DEMAGRDSL,1,2032,22.9364
REGION1,SEA3D,DEMAGRDSL,1,2032,22.9364
REGION1,SEA3N,DEMAGRDSL,1,2032,22.9364
REGION1,SEA4D,DEMAGRDSL,1,2032,22.9364
REGION1,SEA4N,DEMAGRDSL,1,2032,22.9364
REGION1,SEA1D,DEMAGRDSL,1,2033,23.5848
REGION1,SEA1N,DEMAGRDSL,1,2033,23.5848
REGION1,SEA2D,DEMAGRDSL,1,2033,23.5848
REGION1,SEA2N,DEMAGRDSL,1,2033,23.5848
REGION1,SEA3D,DEMAGRDSL,1,2033,23.5848
REGION1,SEA3N,DEMAGRDSL,1,2033,23.5848
REGION1,SEA4D,DEMAGRDSL,1,2033,23.5848
REGION1,SEA4N,DEMAGRDSL,1,2033,23.5848
REGION1,SEA1D,DEMAGRDSL,1,2034,24.2576
REGION1,SEA1N,DEMAGRDSL,1,2034,24.2576
REGION1,SEA2D,DEMAGRDSL,1,2034,24.2576
REGION1,SEA2N,DEMAGRDSL,1,2034,24.2576
REGION1,SEA3D,DEMAGRDSL,1,2034,24.2576
REGION1,SEA3N,DEMAGRDSL,1,2034,24.2576
REGION1,SEA4D,DEMAGRDSL,1,2034,24.2576
REGION1,SEA4N,DEMAGRDSL,1,2034,24.2576
REGION1,SEA1D,DEMAGRDSL,1,2035,24.9111
REGION1,SEA1N,DEMAGRDSL,1,2035,24.9111
REGION1,SEA2D,DEMAGRDSL,1,2035,24.9111
REGION1,SEA2N,DEMAGRDSL,1,2035,24.9111
REGION1,SEA3D,DEMAGRDSL,1,2035,24.9111
REGION1,SEA3N,DEMAGRDSL,1,2035,24.9111
REGION1,SEA4D,DEMAGRDSL,1,2035,24.9111
REGION1,SEA4N,DEMAGRDSL,1,2035,24.9111
REGION1,SEA1D,DEMAGRDSL,1,2036,25.5687
REGION1,SEA1N,DEMAGRDSL,1,2036,25.5687
REGION1,SEA2D,DEMAGRDSL,1,2036,25.5687
REGION1,SEA2N,DEMAGRDSL,1,2036,25.5687
REGION1,SEA3D,DEMAGRDSL,1,2036,25.5687
REGION1,SEA3N,DEMAGRDSL,1,2036,25.5687
REGION1,SEA4D,DEMAGRDSL,1,2036,25.5687
REGION1,SEA4N,DEMAGRDSL,1,2036,25.5687
REGION1,SEA1D,DEMAGRDSL,1,2037,26.2283
REGION1,SEA1N,DEMAGRDSL,1,2037,26.2283
REGION1,SEA2D,DEMAGRDSL,1,2037,26.2283
REGION1,SEA2N,DEMAGRDSL,1,2037,26.2283
REGION1,SEA3D,DEMAGRDSL,1,2037,26.2283
REGION1,SEA3N,DEMAGRDSL,1,2037,26.2283
REGION1,SEA4D,DEMAGRDSL,1,2037,26.2283
REGION1,SEA4N,DEMAGRDSL,1,2037,26.2283
REGION1,SEA1D,DEMAGRDSL,1,2038,26.8899
REGION1,SEA1N,DEMAGRDSL,1,2038,26.8899
REGION1,SEA2D,DEMAGRDSL,1,2038,26.8899
REGION1,SEA2N,DEMAGRDSL,1,2038,26.8899
REGION1,SEA3D,DEMAGRDSL,1,2038,26.8899
REGION1,SEA3N,DEMAGRDSL,1,2038,26.8899
REGION1,SEA4D,DEMAGRDSL,1,2038,26.8899
REGION1,SEA4N,DEMAGRDSL,1,2038,26.8899
REGION1,SEA1D,DEMAGRDSL,1,2039,27.5455
REGION1,SEA1N,DEMAGRDSL,1,2039,27.5455
REGION1,SEA2D,DEMAGRDSL,1,2039,27.5455
REGION1,SEA2N,DEMAGRDSL,1,2039,27.5455
REGION1,SEA3D,DEMAGRDSL,1,2039,27.5455
REGION1,SEA3N,DEMAGRDSL,1,2039,27.5455
REGION1,SEA4D,DEMAGRDSL,1,2039,27.5455
REGION1,SEA4N,DEMAGRDSL,1,2039,27.5455
REGION1,SEA1D,DEMAGRDSL,1,2040,28.2061
REGION1,SEA1N,DEMAGRDSL,1,2040,28.2061
REGION1,SEA2D,DEMAGRDSL,1,2040,28.2061
REGION1,SEA2N,DEMAGRDSL,1,2040,28.2061
REGION1,SEA3D,DEMAGRDSL,1,2040,28.2061
REGION1,SEA3N,DEMAGRDSL,1,2040,28.2061
REGION1,SEA4D,DEMAGRDSL,1,2040,28.2061
REGION1,SEA4N,DEMAGRDSL,1,2040,28.2061
REGION1,SEA1D,DEMAGRDSL,1,2041,28.8646
REGION1,SEA1N,DEMAGRDSL,1,2041,28.8646
REGION1,SEA2D,DEMAGRDSL,1,2041,28.8646
REGION1,SEA2N,DEMAGRDSL,1,2041,28.8646
REGION1,SEA3D,DEMAGRDSL,1,2041,28.8646
REGION1,SEA3N,DEMAGRDSL,1,2041,28.8646
REGION1,SEA4D,DEMAGRDSL,1,2041,28.8646
REGION1,SEA4N,DEMAGRDSL,1,2041,28.8646
REGION1,SEA1D,DEMAGRDSL,1,2042,29.5232
REGION1,SEA1N,DEMAGRDSL,1,2042,29.5232
REGION1,SEA2D,DEMAGRDSL,1,2042,29.5232
REGION1,SEA2N,DEMAGRDSL,1,2042,29.5232
REGION1,SEA3D,DEMAGRDSL,1,2042,29.5232
REGION1,SEA3N,DEMAGRDSL,1,2042,29.5232
REGION1,SEA4D,DEMAGRDSL,1,2042,29.5232
REGION1,SEA4N,DEMAGRDSL,1,2042,29.5232
REGION1,SEA1D,DEMAGRDSL,1,2043,30.1818
REGION1,SEA1N,DEMAGRDSL,1,2043,30.1818
REGION1,SEA2D,DEMAGRDSL,1,2043,30.1818
REGION1,SEA2N,DEMAGRDSL,1,2043,30.1818
REGION1,SEA3D,DEMAGRDSL,1,2043,30.1818
REGION1,SEA3N,DEMAGRDSL,1,2043,30.1818
REGION1,SEA4D,DEMAGRDSL,1,2043,30.1818
REGION1,SEA4N,DEMAGRDSL,1,2043,30.1818
REGION1,SEA1D,DEMAGRDSL,1,2044,30.8414
REGION1,SEA1N,DEMAGRDSL,1,2044,30.8414
REGION1,SEA2D,DEMAGRDSL,1,2044,30.8414
REGION1,SEA2N,DEMAGRDSL,1,2044,30.8414
REGION1,SEA3D,DEMAGRDSL,1,2044,30.8414
REGION1,SEA3N,DEMAGRDSL,1,2044,30.8414
REGION1,SEA4D,DEMAGRDSL,1,2044,30.8414
REGION1,SEA4N,DEMAGRDSL,1,2044,30.8414
REGION1,SEA1D,DEMAGRDSL,1,2045,31.5
REGION1,SEA1N,DEMAGRDSL,1,2045,31.5
REGION1,SEA2D,DEMAGRDSL,1,2045,31.5
REGION1,SEA2N,DEMAGRDSL,1,2045,31.5
REGION1,SEA3D,DEMAGRDSL,1,2045,31.5
REGION1,SEA3N,DEMAGRDSL,1,2045,31.5
REGION1,SEA4D,DEMAGRDSL,1,2045,31.5
REGION1,SEA4N,DEMAGRDSL,1,2045,31.5
REGION1,SEA1D,DEMAGRDSL,1,2046,32.1586
REGION1,SEA1N,DEMAGRDSL,1,2046,32.1586
REGION1,SEA2D,DEMAGRDSL,1,2046,32.1586
REGION1,SEA2N,DEMAGRDSL,1,2046,32.1586
REGION1,SEA3D,DEMAGRDSL,1,2046,32.1586
REGION1,SEA3N,DEMAGRDSL,1,2046,32.1586
REGION1,SEA4D,DEMAGRDSL,1,2046,32.1586
REGION1,SEA4N,DEMAGRDSL,1,2046,32.1586
REGION1,SEA1D,DEMAGRDSL,1,2047,32.8182
REGION1,SEA1N,DEMAGRDSL,1,2047,32.8182
REGION1,SEA2D,DEMAGRDSL,1,2047,32.8182
REGION1,SEA2N,DEMAGRDSL,1,2047,32.8182
REGION1,SEA3D,DEMAGRDSL,1,2047,32.8182
REGION1,SEA3N,DEMAGRDSL,1,2047,32.8182
REGION1,SEA4D,DEMAGRDSL,1,2047,32.8182
REGION1,SEA4N,DEMAGRDSL,1,2047,32.8182
REGION1,SEA1D,DEMAGRDSL,1,2048,33.4768
REGION1,SEA1N,DEMAGRDSL,1,2048,33.4768
REGION1,SEA2D,DEMAGRDSL,1,2048,33.4768
REGION1,SEA2N,DEMAGRDSL,1,2048,33.4768
REGION1,SEA3D,DEMAGRDSL,1,2048,33.4768
REGION1,SEA3N,DEMAGRDSL,1,2048,33.4768
REGION1,SEA4D,DEMAGRDSL,1,2048,33.4768
REGION1,SEA4N,DEMAGRDSL,1,2048,33.4768
REGION1,SEA1D,DEMAGRDSL,1,2049,34.1354
REGION1,SEA1N,DEMAGRDSL,1,2049,34.1354
REGION1,SEA2D,DEMAGRDSL,1,2049,34.1354
REGION1,SEA2N,DEMAGRDSL,1,2049,34.1354
REGION1,SEA3D,DEMAGRDSL,1,2049,34.1354
REGION1,SEA3N,DEMAGRDSL,1,2049,34.1354
REGION1,SEA4D,DEMAGRDSL,1,2049,34.1354
REGION1,SEA4N,DEMAGRDSL,1,2049,34.1354
REGION1,SEA1D,DEMAGRDSL,1,2050,34.7949
REGION1,SEA1N,DEMAGRDSL,1,2050,34.7949
REGION1,SEA2D,DEMAGRDSL,1,2050,34.7949
REGION1,SEA2N,DEMAGRDSL,1,2050,34.7949
REGION1,SEA3D,DEMAGRDSL,1,2050,34.7949
REGION1,SEA3N,DEMAGRDSL,1,2050,34.7949
REGION1,SEA4D,DEMAGRDSL,1,2050,34.7949
REGION1,SEA4N,DEMAGRDSL,1,2050,34.7949
REGION1,SEA1D,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA1N,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA2D,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA2N,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA3D,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA3N,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA4D,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA4N,DEMAGRSURBC1,1,2020,0.1614
REGION1,SEA1D,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA1N,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA2D,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA2N,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA3D,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA3N,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA4D,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA4N,DEMAGRSURBC1,1,2021,0.1899
REGION1,SEA1D,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA1N,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA2D,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA2N,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA3D,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA3N,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA4D,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA4N,DEMAGRSURBC1,1,2022,0.1973
REGION1,SEA1D,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA1N,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA2D,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA2N,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA3D,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA3N,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA4D,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA4N,DEMAGRSURBC1,1,2023,0.2047
REGION1,SEA1D,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA1N,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA2D,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA2N,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA3D,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA3N,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA4D,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA4N,DEMAGRSURBC1,1,2024,0.2121
REGION1,SEA1D,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA1N,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA2D,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA2N,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA3D,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA3N,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA4D,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA4N,DEMAGRSURBC1,1,2025,0.2194
REGION1,SEA1D,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA1N,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA2D,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA2N,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA3D,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA3N,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA4D,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA4N,DEMAGRSURBC1,1,2026,0.2268
REGION1,SEA1D,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA1N,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA2D,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA2N,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA3D,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA3N,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA4D,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA4N,DEMAGRSURBC1,1,2027,0.2342
REGION1,SEA1D,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA1N,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA2D,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA2N,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA3D,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA3N,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA4D,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA4N,DEMAGRSURBC1,1,2028,0.2416
REGION1,SEA1D,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA1N,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA2D,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA2N,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA3D,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA3N,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA4D,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA4N,DEMAGRSURBC1,1,2029,0.249
REGION1,SEA1D,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA1N,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA2D,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA2N,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA3D,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA3N,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA4D,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA4N,DEMAGRSURBC1,1,2030,0.2564
REGION1,SEA1D,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA1N,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA2D,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA2N,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA3D,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA3N,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA4D,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA4N,DEMAGRSURBC1,1,2031,0.2637
REGION1,SEA1D,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA1N,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA2D,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA2N,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA3D,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA3N,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA4D,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA4N,DEMAGRSURBC1,1,2032,0.2711
REGION1,SEA1D,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA1N,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA2D,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA2N,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA3D,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA3N,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA4D,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA4N,DEMAGRSURBC1,1,2033,0.2785
REGION1,SEA1D,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA1N,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA2D,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA2N,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA3D,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA3N,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA4D,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA4N,DEMAGRSURBC1,1,2034,0.2859
REGION1,SEA1D,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA1N,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA2D,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA2N,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA3D,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA3N,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA4D,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA4N,DEMAGRSURBC1,1,2035,0.2933
REGION1,SEA1D,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA1N,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA2D,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA2N,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA3D,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA3N,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA4D,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA4N,DEMAGRSURBC1,1,2036,0.3007
REGION1,SEA1D,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA1N,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA2D,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA2N,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA3D,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA3N,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA4D,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA4N,DEMAGRSURBC1,1,2037,0.3081
REGION1,SEA1D,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA1N,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA2D,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA2N,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA3D,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA3N,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA4D,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA4N,DEMAGRSURBC1,1,2038,0.3154
REGION1,SEA1D,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA1N,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA2D,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA2N,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA3D,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA3N,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA4D,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA4N,DEMAGRSURBC1,1,2039,0.3228
REGION1,SEA1D,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA1N,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA2D,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA2N,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA3D,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA3N,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA4D,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA4N,DEMAGRSURBC1,1,2040,0.3302
REGION1,SEA1D,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA1N,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA2D,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA2N,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA3D,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA3N,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA4D,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA4N,DEMAGRSURBC1,1,2041,0.3376
REGION1,SEA1D,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA1N,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA2D,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA2N,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA3D,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA3N,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA4D,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA4N,DEMAGRSURBC1,1,2042,0.345
REGION1,SEA1D,DEMAGRSURBC1,1,2043,0.3524
REGION1,SEA1N,DEMAGRSURBC1,1,2043,0.3524
REGION1,SEA2D,DEMAGRSURBC1,1,2043,0.3524
REGION1,SEA2N,DEMAGRSURBC1,1,2043,0.3524
REGION1,SEA3D,DEMAGRSURBC1,1,2043,0.3524
REGION1,SEA3N,DEMAGRSURBC1,1,2043,0.3524
