r,t,y,CapitalInvestment
REGION1,DEMAGRELCB02,2049,0.4777
REGION1,DEMAGRELCB02,2050,0.4976
REGION1,DEMAGRSURBC1,2020,0.0036
REGION1,DEMAGRSURBC1,2021,0.0043
REGION1,DEMAGRSURBC1,2022,0.0043
REGION1,DEMAGRSURBC1,2023,0.0043
REGION1,DEMAGRSURBC1,2024,0.0043
REGION1,DEMAGRSURBC1,2025,0.0045
REGION1,DEMAGRSURBC1,2026,0.0049
REGION1,DEMAGRSURBC1,2027,0.0057
REGION1,DEMAGRSURBC1,2028,0.0061
REGION1,DEMAGRSURBC1,2029,0.0064
REGION1,DEMAGRSURBC1,2030,0.0068
REGION1,DEMAGRSURBC1,2031,0.0071
REGION1,DEMAGRSURBC1,2032,0.0074
REGION1,DEMAGRSURBC1,2033,0.0078
REGION1,DEMAGRSURBC1,2034,0.0081
REGION1,DEMAGRSURBC1,2035,0.0172
REGION1,DEMAGRSURBC1,2036,0.0181
REGION1,DEMAGRSURBC1,2037,0.0185
REGION1,DEMAGRSURBC1,2038,0.0189
REGION1,DEMAGRSURBC1,2039,0.0192
REGION1,DEMAGRSURBC1,2040,0.0193
REGION1,DEMAGRSURBC1,2041,0.0194
REGION1,DEMAGRSURBC1,2042,0.0195
REGION1,DEMAGRSURBC1,2043,0.0196
REGION1,DEMAGRSURBC1,2044,0.0197
REGION1,DEMAGRSURBC1,2045,0.0197
REGION1,DEMAGRSURBC1,2046,0.0198
REGION1,DEMAGRSURBC1,2047,0.0199
REGION1,DEMAGRSURBC1,2048,0.02
REGION1,DEMAGRSURBC1,2049,0.0201
REGION1,DEMAGRSURBC1,2050,0.0202
REGION1,DEMCOMELCB02,2020,0.8233
REGION1,DEMCOMELCB02,2021,0.842
REGION1,DEMCOMELCB02,2022,0.8574
REGION1,DEMCOMELCB02,2023,0.8701
REGION1,DEMCOMELCB02,2024,0.8805
REGION1,DEMCOMELCB02,2025,0.8911
REGION1,DEMCOMELCB02,2026,0.9239
REGION1,DEMCOMELCB02,2027,0.9516
REGION1,DEMCOMELCB02,2028,0.9793
REGION1,DEMCOMELCB02,2029,1.0071
REGION1,DEMCOMELCB02,2030,1.0347
REGION1,DEMCOMELCB02,2031,1.0624
REGION1,DEMCOMELCB02,2032,1.09
REGION1,DEMCOMELCB02,2033,1.1176
REGION1,DEMCOMELCB02,2034,1.1453
REGION1,DEMCOMELCB02,2035,1.1729
REGION1,DEMCOMELCB02,2036,1.2005
REGION1,DEMCOMELCB02,2037,1.2279
REGION1,DEMCOMELCB02,2038,1.2555
REGION1,DEMCOMELCB02,2039,1.283
REGION1,DEMCOMELCB02,2040,1.3107
REGION1,DEMCOMELCB02,2041,1.3368
REGION1,DEMCOMELCB02,2042,1.3644
REGION1,DEMCOMELCB02,2043,1.3919
REGION1,DEMCOMELCB02,2044,1.4193
REGION1,DEMCOMELCB02,2045,1.4468
REGION1,DEMCOMELCB02,2046,1.4743
REGION1,DEMCOMELCB02,2047,1.5018
REGION1,DEMCOMELCB02,2048,1.5292
REGION1,DEMCOMELCB02,2049,1.5568
REGION1,DEMCOMELCB02,2050,1.5669
REGION1,DEMCOMKER,2020,0.1068
REGION1,DEMCOMKER,2021,0.1091
REGION1,DEMCOMKER,2022,0.1111
REGION1,DEMCOMKER,2023,0.1128
REGION1,DEMCOMKER,2024,0.1144
REGION1,DEMCOMKER,2025,0.116
REGION1,DEMCOMKER,2026,0.1113
REGION1,DEMCOMKER,2027,0.1067
REGION1,DEMCOMKER,2028,0.102
REGION1,DEMCOMKER,2029,0.0974
REGION1,DEMCOMKER,2030,0.0927
REGION1,DEMCOMKER,2031,0.0882
REGION1,DEMCOMKER,2032,0.0835
REGION1,DEMCOMKER,2033,0.0789
REGION1,DEMCOMKER,2034,0.0742
REGION1,DEMCOMKER,2035,0.0696
REGION1,DEMCOMKER,2036,0.0649
REGION1,DEMCOMKER,2037,0.0603
REGION1,DEMCOMKER,2038,0.0557
REGION1,DEMCOMKER,2039,0.051
REGION1,DEMCOMKER,2040,0.0464
REGION1,DEMCOMKER,2041,0.0417
REGION1,DEMCOMKER,2042,0.0371
REGION1,DEMCOMKER,2043,0.0325
REGION1,DEMCOMKER,2044,0.0279
REGION1,DEMCOMKER,2045,0.0232
REGION1,DEMCOMKER,2046,0.0186
REGION1,DEMCOMKER,2047,0.0139
REGION1,DEMCOMKER,2048,0.0093
REGION1,DEMCOMKER,2049,0.0046
REGION1,DEMCOMNGS,2020,0.849
REGION1,DEMCOMNGS,2021,0.8495
REGION1,DEMCOMNGS,2022,0.8489
REGION1,DEMCOMNGS,2023,0.9085
REGION1,DEMCOMNGS,2024,0.8548
REGION1,DEMCOMNGS,2025,0.8653
REGION1,DEMCOMNGS,2026,0.8306
REGION1,DEMCOMNGS,2027,0.7961
REGION1,DEMCOMNGS,2028,0.7614
REGION1,DEMCOMNGS,2029,0.7268
REGION1,DEMCOMNGS,2030,0.6922
REGION1,DEMCOMNGS,2031,0.6576
REGION1,DEMCOMNGS,2032,0.623
REGION1,DEMCOMNGS,2033,0.5884
REGION1,DEMCOMNGS,2034,0.5537
REGION1,DEMCOMNGS,2035,0.5192
REGION1,DEMCOMNGS,2036,0.4845
REGION1,DEMCOMNGS,2037,0.4499
REGION1,DEMCOMNGS,2038,0.4154
REGION1,DEMCOMNGS,2039,0.3807
REGION1,DEMCOMNGS,2040,0.3461
REGION1,DEMCOMNGS,2041,0.3115
REGION1,DEMCOMNGS,2042,0.2769
REGION1,DEMCOMNGS,2043,0.2422
REGION1,DEMCOMNGS,2044,0.2077
REGION1,DEMCOMNGS,2045,0.173
REGION1,DEMCOMNGS,2046,0.1385
REGION1,DEMCOMNGS,2047,0.1038
REGION1,DEMCOMNGS,2048,0.0692
REGION1,DEMCOMNGS,2049,0.0381
REGION1,DEMINDDSL,2020,1.0956
REGION1,DEMINDDSL,2021,1.0922
REGION1,DEMINDDSL,2022,1.0846
REGION1,DEMINDDSL,2023,1.0803
REGION1,DEMINDDSL,2024,1.0841
REGION1,DEMINDDSL,2025,1.0924
REGION1,DEMINDDSL,2026,1.1056
REGION1,DEMINDDSL,2027,1.1175
REGION1,DEMINDDSL,2028,1.1239
REGION1,DEMINDDSL,2029,1.1241
REGION1,DEMINDDSL,2030,1.1251
REGION1,DEMINDDSL,2031,1.0688
REGION1,DEMINDDSL,2032,1.0125
REGION1,DEMINDDSL,2033,0.9563
REGION1,DEMINDDSL,2034,0.9
REGION1,DEMINDDSL,2035,0.8438
REGION1,DEMINDDSL,2036,0.7876
REGION1,DEMINDDSL,2037,0.7313
REGION1,DEMINDDSL,2038,0.6751
REGION1,DEMINDDSL,2039,0.6188
REGION1,DEMINDDSL,2040,0.5625
REGION1,DEMINDDSL,2041,0.5063
REGION1,DEMINDDSL,2042,0.45
REGION1,DEMINDDSL,2043,0.3937
REGION1,DEMINDDSL,2044,0.3375
REGION1,DEMINDDSL,2045,0.2813
REGION1,DEMINDDSL,2046,0.2251
REGION1,DEMINDDSL,2047,0.1688
REGION1,DEMINDDSL,2048,0.1125
REGION1,DEMINDDSL,2049,0.0563
REGION1,DEMINDELCB02,2020,3.7726
REGION1,DEMINDELCB02,2021,3.7857
REGION1,DEMINDELCB02,2022,3.7973
REGION1,DEMINDELCB02,2023,3.8159
REGION1,DEMINDELCB02,2024,4.0086
REGION1,DEMINDELCB02,2025,4.0319
REGION1,DEMINDELCB02,2026,4.0781
REGION1,DEMINDELCB02,2027,4.0761
REGION1,DEMINDELCB02,2028,4.0674
REGION1,DEMINDELCB02,2029,4.0499
REGION1,DEMINDELCB02,2030,4.055
REGION1,DEMINDELCB02,2031,4.5265
REGION1,DEMINDELCB02,2032,4.9958
REGION1,DEMINDELCB02,2033,5.463
REGION1,DEMINDELCB02,2034,5.9271
REGION1,DEMINDELCB02,2035,6.3943
REGION1,DEMINDELCB02,2036,6.861
REGION1,DEMINDELCB02,2037,7.3278
REGION1,DEMINDELCB02,2038,7.7954
REGION1,DEMINDELCB02,2039,8.264
REGION1,DEMINDELCB02,2040,8.7333
REGION1,DEMINDELCB02,2041,9.2118
REGION1,DEMINDELCB02,2042,9.6818
REGION1,DEMINDELCB02,2043,10.1517
REGION1,DEMINDELCB02,2044,10.6217
REGION1,DEMINDELCB02,2045,11.0916
REGION1,DEMINDELCB02,2046,11.5616
REGION1,DEMINDELCB02,2047,12.0316
REGION1,DEMINDELCB02,2048,12.5015
REGION1,DEMINDELCB02,2049,12.9715
REGION1,DEMINDELCB02,2050,11.4552
REGION1,DEMINDNGS,2020,2.2713
REGION1,DEMINDNGS,2021,2.2154
REGION1,DEMINDNGS,2022,2.1608
REGION1,DEMINDNGS,2023,2.1377
REGION1,DEMINDNGS,2024,2.2977
REGION1,DEMINDNGS,2025,2.4528
REGION1,DEMINDNGS,2026,2.7791
REGION1,DEMINDNGS,2027,2.8603
REGION1,DEMINDNGS,2028,2.8748
REGION1,DEMINDNGS,2029,2.8945
REGION1,DEMINDNGS,2030,3.0778
REGION1,DEMINDNGS,2031,2.9239
REGION1,DEMINDNGS,2032,2.77
REGION1,DEMINDNGS,2033,2.6162
REGION1,DEMINDNGS,2034,2.4622
REGION1,DEMINDNGS,2035,2.3084
REGION1,DEMINDNGS,2036,2.1544
REGION1,DEMINDNGS,2037,2.0006
REGION1,DEMINDNGS,2038,1.8467
REGION1,DEMINDNGS,2039,1.6928
REGION1,DEMINDNGS,2040,1.5389
REGION1,DEMINDNGS,2041,1.3851
REGION1,DEMINDNGS,2042,1.2311
REGION1,DEMINDNGS,2043,1.0773
REGION1,DEMINDNGS,2044,0.9233
REGION1,DEMINDNGS,2045,0.7695
REGION1,DEMINDNGS,2046,0.6156
REGION1,DEMINDNGS,2047,0.4617
REGION1,DEMINDNGS,2048,0.3078
REGION1,DEMINDNGS,2049,0.1693
REGION1,DEMPUBSURBC1,2020,0.0086
REGION1,DEMPUBSURBC1,2021,0.0087
REGION1,DEMPUBSURBC1,2022,0.0087
REGION1,DEMPUBSURBC1,2023,0.0088
REGION1,DEMPUBSURBC1,2024,0.0089
REGION1,DEMPUBSURBC1,2025,0.009
REGION1,DEMPUBSURBC1,2026,0.0091
REGION1,DEMPUBSURBC1,2027,0.0092
REGION1,DEMPUBSURBC1,2028,0.0093
REGION1,DEMPUBSURBC1,2029,0.0094
REGION1,DEMPUBSURBC1,2030,0.0095
REGION1,DEMPUBSURBC1,2031,0.0096
REGION1,DEMPUBSURBC1,2032,0.0097
REGION1,DEMPUBSURBC1,2033,0.0099
REGION1,DEMPUBSURBC1,2034,0.01
REGION1,DEMPUBSURBC1,2035,0.0101
REGION1,DEMPUBSURBC1,2036,0.0102
REGION1,DEMPUBSURBC1,2037,0.0103
REGION1,DEMPUBSURBC1,2038,0.0104
REGION1,DEMPUBSURBC1,2039,0.0105
REGION1,DEMPUBSURBC1,2040,0.0106
REGION1,DEMPUBSURBC1,2041,0.0107
REGION1,DEMPUBSURBC1,2042,0.0109
REGION1,DEMPUBSURBC1,2043,0.011
REGION1,DEMPUBSURBC1,2044,0.0111
REGION1,DEMPUBSURBC1,2045,0.0112
REGION1,DEMPUBSURBC1,2046,0.0113
REGION1,DEMPUBSURBC1,2047,0.0115
REGION1,DEMPUBSURBC1,2048,0.0116
REGION1,DEMPUBSURBC1,2049,0.0117
REGION1,DEMPUBSURBC1,2050,0.0118
REGION1,DEMPWRBIO,2020,0.3727
REGION1,DEMPWRBIO,2021,0.3727
REGION1,DEMPWRBIO,2022,0.3727
REGION1,DEMPWRBIO,2023,0.3727
REGION1,DEMPWRBIO,2024,0.3727
REGION1,DEMPWRBIO,2025,0.3727
REGION1,DEMPWRGEO,2025,5.49
REGION1,DEMPWRGEO,2026,5.49
REGION1,DEMPWRGEO,2027,5.49
REGION1,DEMPWRGEO,2028,5.49
REGION1,DEMPWRGEO,2029,5.49
REGION1,DEMPWRGEO,2030,5.49
REGION1,DEMPWRGEO,2031,5.49
REGION1,DEMPWRGEO,2032,5.49
REGION1,DEMPWRGEO,2033,5.49
REGION1,DEMPWRGEO,2034,6.3104
REGION1,DEMPWRGEO,2035,8.2457
REGION1,DEMPWRGEO,2036,11.7793
REGION1,DEMPWRGEO,2037,11.7793
REGION1,DEMPWRGEO,2038,11.7793
REGION1,DEMPWRGEO,2039,11.7793
REGION1,DEMPWRGEO,2040,11.7793
REGION1,DEMPWRGEO,2041,11.7793
REGION1,DEMPWRGEO,2042,11.7793
REGION1,DEMPWRGEO,2043,11.7793
REGION1,DEMPWRGEO,2044,11.7793
REGION1,DEMPWRGEO,2045,11.7793
REGION1,DEMPWRGEO,2046,11.7793
REGION1,DEMPWRGEO,2047,11.7793
REGION1,DEMPWRGEO,2048,11.7793
REGION1,DEMPWRGEO,2049,11.7793
REGION1,DEMPWRGEO,2050,11.7793
REGION1,DEMPWRHYD,2020,4.2381
REGION1,DEMPWRHYD,2021,4.2381
REGION1,DEMPWRHYD,2022,4.2381
REGION1,DEMPWRHYD,2023,4.2381
REGION1,DEMPWRHYD,2024,4.2381
REGION1,DEMPWRHYD,2025,4.6717
REGION1,DEMPWRHYD,2026,4.936
REGION1,DEMPWRHYD,2027,5.0193
REGION1,DEMPWRHYD,2028,5.0899
REGION1,DEMPWRHYD,2029,5.1558
REGION1,DEMPWRHYD,2030,5.2321
REGION1,DEMPWRHYD,2031,5.5267
REGION1,DEMPWRHYD,2032,5.8204
REGION1,DEMPWRHYD,2033,6.1124
REGION1,DEMPWRHYD,2034,6.1634
REGION1,DEMPWRHYD,2035,6.1634
REGION1,DEMPWRHYD,2036,6.1634
REGION1,DEMPWRHYD,2037,6.1634
REGION1,DEMPWRHYD,2038,6.8661
REGION1,DEMPWRHYD,2039,7.8465
REGION1,DEMPWRHYD,2040,8.333
REGION1,DEMPWRHYD,2041,8.8226
REGION1,DEMPWRHYD,2042,9.3158
REGION1,DEMPWRHYD,2043,9.486
REGION1,DEMPWRHYD,2044,8.9685
REGION1,DEMPWRHYD,2045,8.9685
REGION1,DEMPWRHYD,2046,8.9685
REGION1,DEMPWRHYD,2047,8.9685
REGION1,DEMPWRHYD,2048,8.9685
REGION1,DEMPWRHYD,2049,8.9685
REGION1,DEMPWRHYD,2050,9.7156
REGION1,DEMPWRNGS,2020,4.6419
REGION1,DEMPWRNGS,2021,4.8254
REGION1,DEMPWRNGS,2022,4.9947
REGION1,DEMPWRNGS,2023,5.1886
REGION1,DEMPWRNGS,2024,5.0964
REGION1,DEMPWRNGS,2025,2.1431
REGION1,DEMPWRNGS,2026,0.0169
REGION1,DEMPWRNGS,2034,0.0713
REGION1,DEMPWRNGS,2035,0.5239
REGION1,DEMPWRNGS,2036,0.9328
REGION1,DEMPWRNGS,2037,1.3666
REGION1,DEMPWRNGS,2038,0.8668
REGION1,DEMPWRNGS,2039,0.0241
REGION1,DEMPWRNGS,2043,0.6201
REGION1,DEMPWRNGS,2044,2.6664
REGION1,DEMPWRNGS,2045,3.9634
REGION1,DEMPWRNGS,2046,5.2581
REGION1,DEMPWRNGS,2047,6.5521
REGION1,DEMPWRNGS,2048,7.8462
REGION1,DEMPWRNGS,2049,9.1409
REGION1,DEMPWRSOL,2020,0.0004
REGION1,DEMPWRSOL,2021,0.0004
REGION1,DEMPWRSOL,2022,0.0004
REGION1,DEMPWRSOL,2023,0.0004
REGION1,DEMPWRSOL,2024,0.0004
REGION1,DEMPWRSOL,2025,0.0004
REGION1,DEMPWRSOL,2026,10.0035
REGION1,DEMPWRSOL,2027,10.0035
REGION1,DEMPWRSOL,2028,10.0035
REGION1,DEMPWRSOL,2029,10.0035
REGION1,DEMPWRSOL,2030,10.0035
REGION1,DEMPWRSOL,2031,10.0035
REGION1,DEMPWRSOL,2032,10.0035
REGION1,DEMPWRSOL,2033,10.0035
REGION1,DEMPWRSOL,2034,10.0035
REGION1,DEMPWRSOL,2035,10.0035
REGION1,DEMPWRSOL,2036,10.0615
REGION1,DEMPWRSOL,2037,13.546
REGION1,DEMPWRSOL,2038,15.6608
REGION1,DEMPWRSOL,2039,17.1768
REGION1,DEMPWRSOL,2040,18.5622
REGION1,DEMPWRSOL,2041,19.9686
REGION1,DEMPWRSOL,2042,21.112
REGION1,DEMPWRSOL,2043,21.112
REGION1,DEMPWRSOL,2044,22.2474
REGION1,DEMPWRSOL,2045,23.6445
REGION1,DEMPWRSOL,2046,25.0354
REGION1,DEMPWRSOL,2047,26.4257
REGION1,DEMPWRSOL,2048,27.816
REGION1,DEMPWRSOL,2049,29.2069
REGION1,DEMPWRSOL,2050,33.5515
REGION1,DEMPWRSURBC1,2020,0.0428
REGION1,DEMPWRSURBC1,2021,0.0444
REGION1,DEMPWRSURBC1,2022,0.0458
REGION1,DEMPWRSURBC1,2023,0.0474
REGION1,DEMPWRSURBC1,2024,0.0578
REGION1,DEMPWRSURBC1,2025,0.0347
REGION1,DEMPWRSURBC1,2026,0.0139
REGION1,DEMPWRSURBC1,2027,0.0187
REGION1,DEMPWRSURBC1,2028,0.0235
REGION1,DEMPWRSURBC1,2029,0.0279
REGION1,DEMPWRSURBC1,2030,0.0331
REGION1,DEMPWRSURBC1,2031,0.0529
REGION1,DEMPWRSURBC1,2032,0.0727
REGION1,DEMPWRSURBC1,2033,0.0924
REGION1,DEMPWRSURBC1,2034,0.1127
REGION1,DEMPWRSURBC1,2035,0.1262
REGION1,DEMPWRSURBC1,2036,0.1308
REGION1,DEMPWRSURBC1,2037,0.1344
REGION1,DEMPWRSURBC1,2038,0.1302
REGION1,DEMPWRSURBC1,2039,0.1231
REGION1,DEMPWRSURBC1,2040,0.1229
REGION1,DEMPWRSURBC1,2041,0.1229
REGION1,DEMPWRSURBC1,2042,0.1229
REGION1,DEMPWRSURBC1,2043,0.1281
REGION1,DEMPWRSURBC1,2044,0.1453
REGION1,DEMPWRSURBC1,2045,0.1562
REGION1,DEMPWRSURBC1,2046,0.1671
REGION1,DEMPWRSURBC1,2047,0.178
REGION1,DEMPWRSURBC1,2048,0.1889
REGION1,DEMPWRSURBC1,2049,0.1998
REGION1,DEMPWRSURBC1,2050,0.1229
REGION1,DEMPWRURN,2024,0.886
REGION1,DEMPWRURN,2025,0.886
REGION1,DEMPWRURN,2026,0.9527
REGION1,DEMPWRURN,2027,1.3488
REGION1,DEMPWRURN,2028,1.726
REGION1,DEMPWRURN,2029,2.079
REGION1,DEMPWRURN,2030,2.487
REGION1,DEMPWRURN,2031,4.0628
REGION1,DEMPWRURN,2032,5.6336
REGION1,DEMPWRURN,2033,7.1957
REGION1,DEMPWRURN,2034,8.7417
REGION1,DEMPWRURN,2035,9.4608
REGION1,DEMPWRURN,2036,9.4608
REGION1,DEMPWRURN,2037,9.4608
REGION1,DEMPWRURN,2038,9.4608
REGION1,DEMPWRURN,2039,9.4608
REGION1,DEMPWRURN,2040,9.4608
REGION1,DEMPWRURN,2041,9.4608
REGION1,DEMPWRURN,2042,9.4608
REGION1,DEMPWRURN,2043,9.4608
REGION1,DEMPWRURN,2044,9.4608
REGION1,DEMPWRURN,2045,9.4608
REGION1,DEMPWRURN,2046,9.4608
REGION1,DEMPWRURN,2047,9.4608
REGION1,DEMPWRURN,2048,9.4608
REGION1,DEMPWRURN,2049,9.4608
REGION1,DEMPWRURN,2050,9.4608
REGION1,DEMPWRWND,2020,3.1486
REGION1,DEMPWRWND,2021,3.1486
REGION1,DEMPWRWND,2022,3.1486
REGION1,DEMPWRWND,2023,3.1486
REGION1,DEMPWRWND,2024,3.1486
REGION1,DEMPWRWND,2025,3.1486
REGION1,DEMPWRWND,2026,3.1486
REGION1,DEMPWRWND,2027,3.1486
REGION1,DEMPWRWND,2028,3.1486
REGION1,DEMPWRWND,2029,3.1486
REGION1,DEMPWRWND,2030,3.1486
REGION1,DEMPWRWND,2031,3.1486
REGION1,DEMPWRWND,2032,3.1486
REGION1,DEMPWRWND,2033,3.1486
REGION1,DEMPWRWND,2034,3.1486
REGION1,DEMPWRWND,2035,3.1242
REGION1,DEMPWRWND,2036,3.1242
REGION1,DEMPWRWND,2037,3.0785
REGION1,DEMPWRWND,2038,3.0188
REGION1,DEMPWRWND,2039,2.9631
REGION1,DEMPWRWND,2040,2.9631
REGION1,DEMPWRWND,2041,2.9631
REGION1,DEMPWRWND,2042,3.345
REGION1,DEMPWRWND,2043,5.5033
REGION1,DEMPWRWND,2044,5.8976
REGION1,DEMPWRWND,2045,5.888
REGION1,DEMPWRWND,2046,5.888
REGION1,DEMPWRWND,2047,5.888
REGION1,DEMPWRWND,2048,5.888
REGION1,DEMPWRWND,2049,5.888
REGION1,DEMPWRWND,2050,8.9145
REGION1,DEMRESELCB02,2020,1.0757
REGION1,DEMRESELCB02,2021,1.0997
REGION1,DEMRESELCB02,2022,1.1225
REGION1,DEMRESELCB02,2023,1.1478
REGION1,DEMRESELCB02,2024,1.171
REGION1,DEMRESELCB02,2025,1.1943
REGION1,DEMRESELCB02,2026,1.4223
REGION1,DEMRESELCB02,2027,1.4437
REGION1,DEMRESELCB02,2028,1.4654
REGION1,DEMRESELCB02,2029,1.4866
REGION1,DEMRESELCB02,2030,1.5073
REGION1,DEMRESELCB02,2031,1.5279
REGION1,DEMRESELCB02,2032,1.5484
REGION1,DEMRESELCB02,2033,1.5685
REGION1,DEMRESELCB02,2034,1.5886
REGION1,DEMRESELCB02,2035,1.6084
REGION1,DEMRESELCB02,2036,1.6276
REGION1,DEMRESELCB02,2037,1.6464
REGION1,DEMRESELCB02,2038,1.665
REGION1,DEMRESELCB02,2039,1.6831
REGION1,DEMRESELCB02,2040,1.7013
REGION1,DEMRESELCB02,2041,1.7189
REGION1,DEMRESELCB02,2042,1.7385
REGION1,DEMRESELCB02,2043,1.7582
REGION1,DEMRESELCB02,2044,1.7778
REGION1,DEMRESELCB02,2045,1.7975
REGION1,DEMRESELCB02,2046,1.8171
REGION1,DEMRESELCB02,2047,1.8368
REGION1,DEMRESELCB02,2048,1.8564
REGION1,DEMRESELCB02,2049,1.876
REGION1,DEMRESELCB02,2050,1.8958
REGION1,DEMRESKER,2020,0.0085
REGION1,DEMRESKER,2021,0.0086
REGION1,DEMRESKER,2022,0.0087
REGION1,DEMRESKER,2023,0.0088
REGION1,DEMRESKER,2024,0.0088
REGION1,DEMRESKER,2025,0.0088
REGION1,DEMRESKER,2026,0.0089
REGION1,DEMRESKER,2027,0.0089
REGION1,DEMRESKER,2028,0.0089
REGION1,DEMRESKER,2029,0.0089
REGION1,DEMRESKER,2030,0.0089
REGION1,DEMRESKER,2031,0.0089
REGION1,DEMRESKER,2032,0.0089
REGION1,DEMRESKER,2033,0.0089
REGION1,DEMRESKER,2034,0.0089
REGION1,DEMRESKER,2035,0.0089
REGION1,DEMRESKER,2036,0.0089
REGION1,DEMRESKER,2037,0.0088
REGION1,DEMRESKER,2038,0.0088
REGION1,DEMRESKER,2039,0.0088
REGION1,DEMRESKER,2040,0.0087
REGION1,DEMRESNGS,2020,0.8402
REGION1,DEMRESNGS,2021,0.868
REGION1,DEMRESNGS,2022,0.894
REGION1,DEMRESNGS,2023,0.8694
REGION1,DEMRESNGS,2024,0.8854
REGION1,DEMRESNGS,2025,0.8997
REGION1,DEMRESNGS,2026,0.8637
REGION1,DEMRESNGS,2027,0.8277
REGION1,DEMRESNGS,2028,0.7917
REGION1,DEMRESNGS,2029,0.7558
REGION1,DEMRESNGS,2030,0.7198
REGION1,DEMRESNGS,2031,0.6837
REGION1,DEMRESNGS,2032,0.6478
REGION1,DEMRESNGS,2033,0.6118
REGION1,DEMRESNGS,2034,0.5758
REGION1,DEMRESNGS,2035,0.5398
REGION1,DEMRESNGS,2036,0.5038
REGION1,DEMRESNGS,2037,0.4679
REGION1,DEMRESNGS,2038,0.4318
REGION1,DEMRESNGS,2039,0.3959
REGION1,DEMRESNGS,2040,0.3599
REGION1,DEMRESNGS,2041,0.3239
REGION1,DEMRESNGS,2042,0.2879
REGION1,DEMRESNGS,2043,0.2519
REGION1,DEMRESNGS,2044,0.216
REGION1,DEMRESNGS,2045,0.1799
REGION1,DEMRESNGS,2046,0.1439
REGION1,DEMRESNGS,2047,0.108
REGION1,DEMRESNGS,2048,0.072
REGION1,DEMRESNGS,2049,0.0396
REGION1,DEMTRADSL,2020,0.9981
REGION1,DEMTRADSL,2021,0.9857
REGION1,DEMTRADSL,2022,0.9703
REGION1,DEMTRADSL,2023,0.9575
REGION1,DEMTRADSL,2024,0.948
REGION1,DEMTRADSL,2025,0.9435
REGION1,DEMTRADSL,2026,0.9058
REGION1,DEMTRADSL,2027,0.8681
REGION1,DEMTRADSL,2028,0.8303
REGION1,DEMTRADSL,2029,0.7925
REGION1,DEMTRADSL,2030,0.7548
REGION1,DEMTRADSL,2031,0.7171
REGION1,DEMTRADSL,2032,0.6794
REGION1,DEMTRADSL,2033,0.6416
REGION1,DEMTRADSL,2034,0.6038
REGION1,DEMTRADSL,2035,0.5662
REGION1,DEMTRADSL,2036,0.5284
REGION1,DEMTRADSL,2037,0.4906
REGION1,DEMTRADSL,2038,0.4529
REGION1,DEMTRADSL,2039,0.4152
REGION1,DEMTRADSL,2040,0.3774
REGION1,DEMTRADSL,2041,0.3397
REGION1,DEMTRADSL,2042,0.3019
REGION1,DEMTRADSL,2043,0.2641
REGION1,DEMTRADSL,2044,0.2265
REGION1,DEMTRADSL,2045,0.1887
