r,t,y,SalvageValue
REGION1,LNDRAPHIBC1,2050,3.8683
REGION1,LNDRYEHRBC1,2047,0.105
REGION1,LNDRYEHRBC1,2048,0.1187
REGION1,LNDRYEHRBC1,2049,0.1227
REGION1,LNDRYEHRBC1,2050,0.1048
REGION1,LNDWHEHRBC1,2037,0.0169
REGION1,LNDWHEHRBC1,2038,0.0323
REGION1,LNDWHEHRBC1,2039,0.0462
REGION1,LNDWHEHRBC1,2040,0.0589
REGION1,LNDWHEHRBC1,2041,0.0705
REGION1,LNDWHEHRBC1,2042,0.081
REGION1,LNDWHEHRBC1,2044,0.0992
REGION1,LNDWHEHRBC1,2045,0.1071
REGION1,LNDWHEHRBC1,2046,0.3816
REGION1,LNDWHEHRBC1,2047,2.7982
REGION1,LNDWHEHRBC1,2048,2.9339
REGION1,LNDWHEHRBC1,2049,2.9272
REGION1,LNDWHEHRBC1,2050,3.1726
REGION1,MINNGS,2020,8.4849
REGION1,MINNGS,2049,0.6559
REGION1,MINURN,2024,0.884
REGION1,MINURN,2026,0.0666
REGION1,MINURN,2027,0.3954
REGION1,MINURN,2028,0.3767
REGION1,MINURN,2029,0.3525
REGION1,MINURN,2030,0.4075
REGION1,MINURN,2031,1.5741
REGION1,MINURN,2032,1.5693
REGION1,MINURN,2033,1.5608
REGION1,MINURN,2034,1.5449
REGION1,MINURN,2035,0.7186
REGION1,PWRGEOB01,2025,759.641
REGION1,PWRGEOB02,2025,9875.3327
REGION1,PWRGEOB03,2035,6393.5102
REGION1,PWRGEOB03,2036,11793.003
REGION1,PWRHYDB13,2025,5637.2244
REGION1,PWRHYDB13,2038,9400.3601
REGION1,PWRHYDB13,2039,13128.174
REGION1,PWRHYDB13,2040,12306.669
REGION1,PWRHYDB13,2041,12468.088
REGION1,PWRHYDB13,2042,10283.717
REGION1,PWRNGSB01,2030,21.4375
REGION1,PWRNGSB01,2031,206.8448
REGION1,PWRNGSB01,2032,295.4356
REGION1,PWRNGSB01,2033,374.496
REGION1,PWRNGSB01,2034,449.8251
REGION1,PWRNGSB01,2035,825.0042
REGION1,PWRNGSB01,2036,549.9728
REGION1,PWRNGSB01,2037,1860.1448
REGION1,PWRNGSB01,2038,568.3449
REGION1,PWRNGSB01,2040,148.7254
REGION1,PWRNGSB01,2041,116.1501
REGION1,PWRNGSB01,2042,6759.7931
REGION1,PWRNGSB01,2043,3004.9787
REGION1,PWRNGSB01,2044,2670.0235
REGION1,PWRNGSB01,2045,3278.5721
REGION1,PWRNGSB01,2046,2816.5202
REGION1,PWRNGSB01,2047,2878.3437
REGION1,PWRNGSB01,2048,2935.728
REGION1,PWRNGSB01,2049,2989.2744
REGION1,PWRSOLB01,2036,128.1
REGION1,PWRSOLB01,2037,8130.2789
REGION1,PWRSOLB01,2038,5176.8039
REGION1,PWRSOLB01,2039,3868.4006
REGION1,PWRSOLB01,2040,3666.5722
REGION1,PWRSOLB01,2041,3843.7977
REGION1,PWRSOLB01,2042,3213.7556
REGION1,PWRSOLB01,2044,3345.3101
REGION1,PWRSOLB01,2045,4198.2896
REGION1,PWRSOLB01,2046,4254.0781
REGION1,PWRSOLB01,2047,4319.6071
REGION1,PWRSOLB01,2048,4380.9628
REGION1,PWRSOLB01,2049,4438.7881
REGION1,PWRSOLB01,2050,46405.543
REGION1,PWRURNB01,2024,3620.4529
REGION1,PWRURNB01,2027,1780.815
REGION1,PWRURNB01,2028,1768.22
REGION1,PWRURNB01,2029,1715.973
REGION1,PWRURNB01,2030,2047.6624
REGION1,PWRURNB01,2031,8135.582
REGION1,PWRURNB01,2032,8314.5108
REGION1,PWRURNB01,2033,8453.9609
REGION1,PWRURNB01,2034,8533.854
REGION1,PWRURNB01,2035,4039.5827
REGION1,PWRWNDB09,2045,8036.2595
REGION1,PWRWNDB10,2042,2006.0321
REGION1,PWRWNDB10,2043,12121.806
REGION1,PWRWNDB10,2044,2171.0099
REGION1,PWRWNDB11,2050,27389.144
