r,t,f,y,UseByTechnologyAnnual
REGION1,LNDAGRBC1C07,LBARBC1,2028,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2029,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2030,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2031,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2032,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2033,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2034,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2035,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2036,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2037,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2038,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2039,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2040,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2041,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2042,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2043,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2044,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2045,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2046,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2047,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2048,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2049,2.0315
REGION1,LNDAGRBC1C07,LBARBC1,2050,2.0315
REGION1,LNDAGRBC1C07,LBLTBC1,2020,0.1897
REGION1,LNDAGRBC1C07,LBLTBC1,2021,0.1918
REGION1,LNDAGRBC1C07,LBLTBC1,2022,0.1939
REGION1,LNDAGRBC1C07,LBLTBC1,2023,0.1961
REGION1,LNDAGRBC1C07,LBLTBC1,2024,0.1982
REGION1,LNDAGRBC1C07,LBLTBC1,2025,0.2004
REGION1,LNDAGRBC1C07,LBLTBC1,2026,0.2026
REGION1,LNDAGRBC1C07,LBLTBC1,2027,0.2048
REGION1,LNDAGRBC1C07,LBLTBC1,2028,0.2071
REGION1,LNDAGRBC1C07,LBLTBC1,2029,0.2094
REGION1,LNDAGRBC1C07,LBLTBC1,2030,0.2117
REGION1,LNDAGRBC1C07,LBLTBC1,2031,0.214
REGION1,LNDAGRBC1C07,LBLTBC1,2032,0.2164
REGION1,LNDAGRBC1C07,LBLTBC1,2033,0.2187
REGION1,LNDAGRBC1C07,LBLTBC1,2034,0.2211
REGION1,LNDAGRBC1C07,LBLTBC1,2035,0.2236
REGION1,LNDAGRBC1C07,LBLTBC1,2036,0.226
REGION1,LNDAGRBC1C07,LBLTBC1,2037,0.2285
REGION1,LNDAGRBC1C07,LBLTBC1,2038,0.231
REGION1,LNDAGRBC1C07,LBLTBC1,2039,0.2336
REGION1,LNDAGRBC1C07,LBLTBC1,2040,0.2361
REGION1,LNDAGRBC1C07,LBLTBC1,2041,0.2387
REGION1,LNDAGRBC1C07,LBLTBC1,2042,0.2414
REGION1,LNDAGRBC1C07,LBLTBC1,2043,0.244
REGION1,LNDAGRBC1C07,LBLTBC1,2044,0.2467
REGION1,LNDAGRBC1C07,LBLTBC1,2045,0.2494
REGION1,LNDAGRBC1C07,LBLTBC1,2046,0.2522
REGION1,LNDAGRBC1C07,LBLTBC1,2047,0.2549
REGION1,LNDAGRBC1C07,LBLTBC1,2048,0.2577
REGION1,LNDAGRBC1C07,LBLTBC1,2049,0.2606
REGION1,LNDAGRBC1C07,LBLTBC1,2050,0.2634
REGION1,LNDAGRBC1C07,LGRSBC1,2020,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2021,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2022,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2023,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2024,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2025,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2026,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2027,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2028,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2029,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2030,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2031,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2032,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2033,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2034,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2035,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2036,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2037,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2038,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2039,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2040,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2041,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2042,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2043,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2044,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2045,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2046,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2047,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2048,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2049,7.2314
REGION1,LNDAGRBC1C07,LGRSBC1,2050,7.2314
REGION1,LNDAGRBC1C07,LWATBC1,2020,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2021,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2022,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2023,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2024,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2025,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2026,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2027,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2028,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2029,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2030,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2031,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2032,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2033,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2034,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2035,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2036,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2037,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2038,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2039,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2040,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2041,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2042,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2043,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2044,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2045,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2046,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2047,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2048,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2049,3.6028
REGION1,LNDAGRBC1C07,LWATBC1,2050,3.6028
REGION1,LNDAGRBC1C07,WTRPRCBC1,2020,16.972
REGION1,LNDAGRBC1C07,WTRPRCBC1,2021,16.9748
REGION1,LNDAGRBC1C07,WTRPRCBC1,2022,16.9775
REGION1,LNDAGRBC1C07,WTRPRCBC1,2023,16.9803
REGION1,LNDAGRBC1C07,WTRPRCBC1,2024,16.983
REGION1,LNDAGRBC1C07,WTRPRCBC1,2025,16.9859
REGION1,LNDAGRBC1C07,WTRPRCBC1,2026,16.9888
REGION1,LNDAGRBC1C07,WTRPRCBC1,2027,16.9916
REGION1,LNDAGRBC1C07,WTRPRCBC1,2028,16.9946
REGION1,LNDAGRBC1C07,WTRPRCBC1,2029,16.9976
REGION1,LNDAGRBC1C07,WTRPRCBC1,2030,17.0006
REGION1,LNDAGRBC1C07,WTRPRCBC1,2031,17.0036
REGION1,LNDAGRBC1C07,WTRPRCBC1,2032,17.0067
REGION1,LNDAGRBC1C07,WTRPRCBC1,2033,17.0097
REGION1,LNDAGRBC1C07,WTRPRCBC1,2034,17.0128
REGION1,LNDAGRBC1C07,WTRPRCBC1,2035,17.0161
REGION1,LNDAGRBC1C07,WTRPRCBC1,2036,17.0192
REGION1,LNDAGRBC1C07,WTRPRCBC1,2037,17.0225
REGION1,LNDAGRBC1C07,WTRPRCBC1,2038,17.0257
REGION1,LNDAGRBC1C07,WTRPRCBC1,2039,17.0291
REGION1,LNDAGRBC1C07,WTRPRCBC1,2040,17.0323
REGION1,LNDAGRBC1C07,WTRPRCBC1,2041,17.0357
REGION1,LNDAGRBC1C07,WTRPRCBC1,2042,17.0392
REGION1,LNDAGRBC1C07,WTRPRCBC1,2043,17.0426
REGION1,LNDAGRBC1C07,WTRPRCBC1,2044,17.0461
REGION1,LNDAGRBC1C07,WTRPRCBC1,2045,17.0497
REGION1,LNDAGRBC1C07,WTRPRCBC1,2046,17.0533
REGION1,LNDAGRBC1C07,WTRPRCBC1,2047,17.0567
REGION1,LNDAGRBC1C07,WTRPRCBC1,2048,17.0604
REGION1,LNDAGRBC1C07,WTRPRCBC1,2049,17.0642
REGION1,LNDAGRBC1C07,WTRPRCBC1,2050,17.0678
REGION1,LNDALFHIBC1,LBC1,2020,0.5148
REGION1,LNDALFHIBC1,LBC1,2021,0.4804
REGION1,LNDALFHIBC1,LBC1,2022,0.4462
REGION1,LNDALFHIBC1,LBC1,2023,0.4118
REGION1,LNDALFHIBC1,LBC1,2024,0.3775
REGION1,LNDALFHIBC1,LBC1,2025,0.5743
REGION1,LNDALFHIBC1,LBC1,2026,0.7787
REGION1,LNDALFHIBC1,LBC1,2027,0.9832
REGION1,LNDALFHIBC1,LBC1,2028,1.1876
REGION1,LNDALFHIBC1,LBC1,2029,1.3843
REGION1,LNDALFHIBC1,LBC1,2030,1.5889
REGION1,LNDALFHIBC1,LBC1,2031,1.7933
REGION1,LNDALFHIBC1,LBC1,2032,1.99
REGION1,LNDALFHIBC1,LBC1,2033,2.1944
REGION1,LNDALFHIBC1,LBC1,2034,2.3989
REGION1,LNDALFHIBC1,LBC1,2035,9.8603
REGION1,LNDALFHIBC1,LBC1,2036,10.5222
REGION1,LNDALFHIBC1,LBC1,2037,10.7686
REGION1,LNDALFHIBC1,LBC1,2038,11.0228
REGION1,LNDALFHIBC1,LBC1,2039,11.2693
REGION1,LNDALFHIBC1,LBC1,2040,11.2846
REGION1,LNDALFHIBC1,LBC1,2041,11.3
REGION1,LNDALFHIBC1,LBC1,2042,11.3154
REGION1,LNDALFHIBC1,LBC1,2043,11.3231
REGION1,LNDALFHIBC1,LBC1,2044,11.3385
REGION1,LNDALFHIBC1,LBC1,2045,11.3538
REGION1,LNDALFHIBC1,LBC1,2046,11.3615
REGION1,LNDALFHIBC1,LBC1,2047,11.3769
REGION1,LNDALFHIBC1,LBC1,2048,11.3923
REGION1,LNDALFHIBC1,LBC1,2049,11.4077
REGION1,LNDALFHIBC1,LBC1,2050,11.4154
REGION1,LNDALFHRBC1,LBC1,2020,2.5506
REGION1,LNDALFHRBC1,LBC1,2021,2.3806
REGION1,LNDALFHRBC1,LBC1,2022,2.2106
REGION1,LNDALFHRBC1,LBC1,2023,2.0405
REGION1,LNDALFHRBC1,LBC1,2024,1.8705
REGION1,LNDALFHRBC1,LBC1,2025,1.7004
REGION1,LNDALFHRBC1,LBC1,2026,1.5303
REGION1,LNDALFHRBC1,LBC1,2027,1.3604
REGION1,LNDALFHRBC1,LBC1,2028,1.1903
REGION1,LNDALFHRBC1,LBC1,2029,1.0203
REGION1,LNDALFHRBC1,LBC1,2030,0.8502
REGION1,LNDALFHRBC1,LBC1,2031,0.6801
REGION1,LNDALFHRBC1,LBC1,2032,0.5101
REGION1,LNDALFHRBC1,LBC1,2033,0.3401
REGION1,LNDALFHRBC1,LBC1,2034,0.1701
REGION1,LNDALFIIBC1,LBC1,2020,0.1287
REGION1,LNDALFIIBC1,LBC1,2021,0.1201
REGION1,LNDALFIIBC1,LBC1,2022,0.1116
REGION1,LNDALFIIBC1,LBC1,2023,0.103
REGION1,LNDALFIIBC1,LBC1,2024,0.0943
REGION1,LNDALFIIBC1,LBC1,2025,0.0858
REGION1,LNDALFIIBC1,LBC1,2026,0.0772
REGION1,LNDALFIIBC1,LBC1,2027,0.0686
REGION1,LNDALFIIBC1,LBC1,2028,0.0601
REGION1,LNDALFIIBC1,LBC1,2029,0.0515
REGION1,LNDALFIIBC1,LBC1,2030,0.0429
REGION1,LNDALFIIBC1,LBC1,2031,0.0344
REGION1,LNDALFIIBC1,LBC1,2032,0.0257
REGION1,LNDALFIIBC1,LBC1,2033,0.0171
REGION1,LNDALFIIBC1,LBC1,2034,0.0086
REGION1,LNDALFIRBC1,LBC1,2020,0.6377
REGION1,LNDALFIRBC1,LBC1,2021,0.5952
REGION1,LNDALFIRBC1,LBC1,2022,0.5526
REGION1,LNDALFIRBC1,LBC1,2023,0.5101
REGION1,LNDALFIRBC1,LBC1,2024,0.4676
REGION1,LNDALFIRBC1,LBC1,2025,0.4251
REGION1,LNDALFIRBC1,LBC1,2026,0.3826
REGION1,LNDALFIRBC1,LBC1,2027,0.3401
REGION1,LNDALFIRBC1,LBC1,2028,0.2976
REGION1,LNDALFIRBC1,LBC1,2029,0.255
REGION1,LNDALFIRBC1,LBC1,2030,0.2126
REGION1,LNDALFIRBC1,LBC1,2031,0.1701
REGION1,LNDALFIRBC1,LBC1,2032,0.1275
REGION1,LNDALFIRBC1,LBC1,2033,0.085
REGION1,LNDALFIRBC1,LBC1,2034,0.0425
REGION1,LNDALFLRBC1,LBC1,2020,20.0725
REGION1,LNDALFLRBC1,LBC1,2021,21.8819
REGION1,LNDALFLRBC1,LBC1,2022,22.521
REGION1,LNDALFLRBC1,LBC1,2023,23.1814
REGION1,LNDALFLRBC1,LBC1,2024,23.8419
REGION1,LNDALFLRBC1,LBC1,2025,23.8419
REGION1,LNDALFLRBC1,LBC1,2026,23.8419
REGION1,LNDALFLRBC1,LBC1,2027,23.8419
REGION1,LNDALFLRBC1,LBC1,2028,23.8419
REGION1,LNDALFLRBC1,LBC1,2029,23.8419
REGION1,LNDALFLRBC1,LBC1,2030,23.8419
REGION1,LNDALFLRBC1,LBC1,2031,23.8419
REGION1,LNDALFLRBC1,LBC1,2032,23.8419
REGION1,LNDALFLRBC1,LBC1,2033,23.8419
REGION1,LNDALFLRBC1,LBC1,2034,23.8419
REGION1,LNDALFLRBC1,LBC1,2035,3.7693
REGION1,LNDALFLRBC1,LBC1,2036,1.96
REGION1,LNDALFLRBC1,LBC1,2037,1.3209
REGION1,LNDALFLRBC1,LBC1,2038,0.6604
REGION1,LNDBARBC1,LBC1,2020,148.3422
REGION1,LNDBARBC1,LBC1,2021,148.3422
REGION1,LNDBARBC1,LBC1,2022,148.3422
REGION1,LNDBARBC1,LBC1,2023,148.3422
REGION1,LNDBARBC1,LBC1,2024,148.3422
REGION1,LNDBARBC1,LBC1,2025,148.3422
REGION1,LNDBARBC1,LBC1,2026,148.3422
REGION1,LNDBARBC1,LBC1,2027,148.3422
REGION1,LNDBARBC1,LBC1,2028,148.3422
REGION1,LNDBARBC1,LBC1,2029,148.3422
REGION1,LNDBARBC1,LBC1,2030,148.3422
REGION1,LNDBARBC1,LBC1,2031,148.3422
REGION1,LNDBARBC1,LBC1,2032,148.3422
REGION1,LNDBARBC1,LBC1,2033,148.3422
REGION1,LNDBARBC1,LBC1,2034,148.3422
REGION1,LNDBARBC1,LBC1,2035,148.3422
REGION1,LNDBARBC1,LBC1,2036,148.3422
REGION1,LNDBARBC1,LBC1,2037,148.3422
REGION1,LNDBARBC1,LBC1,2038,148.3422
REGION1,LNDBARBC1,LBC1,2039,148.3422
REGION1,LNDBARBC1,LBC1,2040,148.3422
REGION1,LNDBARBC1,LBC1,2041,148.3422
REGION1,LNDBARBC1,LBC1,2042,148.3422
REGION1,LNDBARBC1,LBC1,2043,148.3422
REGION1,LNDBARBC1,LBC1,2044,148.3422
REGION1,LNDBARBC1,LBC1,2045,148.3422
REGION1,LNDBARBC1,LBC1,2046,148.3422
REGION1,LNDBARBC1,LBC1,2047,148.3422
REGION1,LNDBARBC1,LBC1,2048,148.3422
REGION1,LNDBARBC1,LBC1,2049,148.3422
REGION1,LNDBARBC1,LBC1,2050,148.3422
REGION1,LNDBLTBC1,LBC1,2020,12.0118
REGION1,LNDBLTBC1,LBC1,2021,12.0553
REGION1,LNDBLTBC1,LBC1,2022,12.0989
REGION1,LNDBLTBC1,LBC1,2023,12.1433
REGION1,LNDBLTBC1,LBC1,2024,12.1794
REGION1,LNDBLTBC1,LBC1,2025,12.5141
REGION1,LNDBLTBC1,LBC1,2026,9.3244
REGION1,LNDBLTBC1,LBC1,2027,9.3681
REGION1,LNDBLTBC1,LBC1,2028,9.4122
REGION1,LNDBLTBC1,LBC1,2029,9.4568
REGION1,LNDBLTBC1,LBC1,2030,9.502
REGION1,LNDBLTBC1,LBC1,2031,9.5486
REGION1,LNDBLTBC1,LBC1,2032,9.5959
REGION1,LNDBLTBC1,LBC1,2033,9.6436
REGION1,LNDBLTBC1,LBC1,2034,9.692
REGION1,LNDBLTBC1,LBC1,2035,9.7541
REGION1,LNDBLTBC1,LBC1,2036,9.8308
REGION1,LNDBLTBC1,LBC1,2037,10.089
REGION1,LNDBLTBC1,LBC1,2038,10.7532
REGION1,LNDBLTBC1,LBC1,2039,11.575
REGION1,LNDBLTBC1,LBC1,2040,12.3482
REGION1,LNDBLTBC1,LBC1,2041,13.1311
REGION1,LNDBLTBC1,LBC1,2042,13.7878
REGION1,LNDBLTBC1,LBC1,2043,13.8581
REGION1,LNDBLTBC1,LBC1,2044,13.9962
REGION1,LNDBLTBC1,LBC1,2045,14.1505
REGION1,LNDBLTBC1,LBC1,2046,14.3049
REGION1,LNDBLTBC1,LBC1,2047,14.46
REGION1,LNDBLTBC1,LBC1,2048,14.6156
REGION1,LNDBLTBC1,LBC1,2049,14.7718
REGION1,LNDBLTBC1,LBC1,2050,15.1289
REGION1,LNDBRLHIBC1,LBC1,2027,0.0009
REGION1,LNDBRLHIBC1,LBC1,2028,0.0009
REGION1,LNDBRLHIBC1,LBC1,2029,0.0007
REGION1,LNDBRLHIBC1,LBC1,2030,0.0006
REGION1,LNDBRLHIBC1,LBC1,2031,0.0005
REGION1,LNDBRLHIBC1,LBC1,2032,0.0004
REGION1,LNDBRLHIBC1,LBC1,2033,0.0002
REGION1,LNDBRLHIBC1,LBC1,2034,0.0001
REGION1,LNDBRLHRBC1,LBC1,2020,0.0775
REGION1,LNDBRLHRBC1,LBC1,2021,0.0738
REGION1,LNDBRLHRBC1,LBC1,2022,0.08
REGION1,LNDBRLHRBC1,LBC1,2023,0.0875
REGION1,LNDBRLHRBC1,LBC1,2024,0.085
REGION1,LNDBRLHRBC1,LBC1,2025,0.0875
REGION1,LNDBRLHRBC1,LBC1,2026,0.0912
REGION1,LNDBRLHRBC1,LBC1,2027,0.0941
REGION1,LNDBRLHRBC1,LBC1,2028,0.0847
REGION1,LNDBRLHRBC1,LBC1,2029,0.0865
REGION1,LNDBRLHRBC1,LBC1,2030,0.0924
REGION1,LNDBRLHRBC1,LBC1,2031,0.0969
REGION1,LNDBRLHRBC1,LBC1,2032,0.1014
REGION1,LNDBRLHRBC1,LBC1,2033,0.1059
REGION1,LNDBRLHRBC1,LBC1,2034,0.1105
REGION1,LNDBRLHRBC1,LBC1,2035,0.115
REGION1,LNDBRLHRBC1,LBC1,2036,0.1175
REGION1,LNDBRLHRBC1,LBC1,2037,0.12
REGION1,LNDBRLHRBC1,LBC1,2038,0.1225
REGION1,LNDBRLHRBC1,LBC1,2039,0.1262
REGION1,LNDBRLHRBC1,LBC1,2040,0.1288
REGION1,LNDBRLHRBC1,LBC1,2041,0.1313
REGION1,LNDBRLHRBC1,LBC1,2042,0.1337
REGION1,LNDBRLHRBC1,LBC1,2043,0.1362
REGION1,LNDBRLHRBC1,LBC1,2044,0.1388
REGION1,LNDBRLHRBC1,LBC1,2045,0.1413
REGION1,LNDBRLHRBC1,LBC1,2046,0.1437
REGION1,LNDBRLHRBC1,LBC1,2047,0.1462
REGION1,LNDBRLHRBC1,LBC1,2048,0.1488
REGION1,LNDBRLHRBC1,LBC1,2049,0.1513
REGION1,LNDBRLHRBC1,LBC1,2050,0.155
REGION1,LNDBRLIIBC1,LBC1,2029,0.0002
REGION1,LNDBRLIIBC1,LBC1,2030,0.0001
REGION1,LNDBRLIIBC1,LBC1,2031,0.0001
REGION1,LNDBRLIIBC1,LBC1,2032,0.0001
REGION1,LNDBRLIIBC1,LBC1,2033,0.0001
REGION1,LNDBRLIIBC1,LBC1,2034,0.0
REGION1,LNDBRLIRBC1,LBC1,2028,0.0191
REGION1,LNDBRLIRBC1,LBC1,2029,0.0181
REGION1,LNDBRLIRBC1,LBC1,2030,0.0151
REGION1,LNDBRLIRBC1,LBC1,2031,0.0121
REGION1,LNDBRLIRBC1,LBC1,2032,0.0091
REGION1,LNDBRLIRBC1,LBC1,2033,0.006
REGION1,LNDBRLIRBC1,LBC1,2034,0.0031
REGION1,LNDFORBC1,LBC1,2020,518.3462
REGION1,LNDFORBC1,LBC1,2021,513.0819
REGION1,LNDFORBC1,LBC1,2022,513.0934
REGION1,LNDFORBC1,LBC1,2023,512.0439
REGION1,LNDFORBC1,LBC1,2024,511.3792
REGION1,LNDFORBC1,LBC1,2025,511.0429
REGION1,LNDFORBC1,LBC1,2026,514.0327
REGION1,LNDFORBC1,LBC1,2027,526.0856
REGION1,LNDFORBC1,LBC1,2028,525.713
REGION1,LNDFORBC1,LBC1,2029,525.4845
REGION1,LNDFORBC1,LBC1,2030,525.3145
REGION1,LNDFORBC1,LBC1,2031,524.9721
REGION1,LNDFORBC1,LBC1,2032,525.004
REGION1,LNDFORBC1,LBC1,2033,524.7894
REGION1,LNDFORBC1,LBC1,2034,524.6669
REGION1,LNDFORBC1,LBC1,2035,537.2662
REGION1,LNDFORBC1,LBC1,2036,538.0296
REGION1,LNDFORBC1,LBC1,2037,537.922
REGION1,LNDFORBC1,LBC1,2038,537.4996
REGION1,LNDFORBC1,LBC1,2039,537.0049
REGION1,LNDFORBC1,LBC1,2040,536.1045
REGION1,LNDFORBC1,LBC1,2041,535.1043
REGION1,LNDFORBC1,LBC1,2042,534.2539
REGION1,LNDFORBC1,LBC1,2043,533.975
REGION1,LNDFORBC1,LBC1,2044,533.6537
REGION1,LNDFORBC1,LBC1,2045,533.3112
REGION1,LNDFORBC1,LBC1,2046,532.9737
REGION1,LNDFORBC1,LBC1,2047,532.6332
REGION1,LNDFORBC1,LBC1,2048,532.2893
REGION1,LNDFORBC1,LBC1,2049,531.952
REGION1,LNDFORBC1,LBC1,2050,531.4081
REGION1,LNDGRSBC1,LBC1,2020,158.9041
REGION1,LNDGRSBC1,LBC1,2021,158.9041
REGION1,LNDGRSBC1,LBC1,2022,158.9041
REGION1,LNDGRSBC1,LBC1,2023,158.9041
REGION1,LNDGRSBC1,LBC1,2024,158.9041
REGION1,LNDGRSBC1,LBC1,2025,158.9041
REGION1,LNDGRSBC1,LBC1,2026,158.9041
REGION1,LNDGRSBC1,LBC1,2027,158.9041
REGION1,LNDGRSBC1,LBC1,2028,158.9041
REGION1,LNDGRSBC1,LBC1,2029,158.9041
REGION1,LNDGRSBC1,LBC1,2030,158.9041
REGION1,LNDGRSBC1,LBC1,2031,158.9041
REGION1,LNDGRSBC1,LBC1,2032,158.9041
REGION1,LNDGRSBC1,LBC1,2033,158.9042
REGION1,LNDGRSBC1,LBC1,2034,158.9041
REGION1,LNDGRSBC1,LBC1,2035,158.9041
REGION1,LNDGRSBC1,LBC1,2036,158.9041
REGION1,LNDGRSBC1,LBC1,2037,158.9041
REGION1,LNDGRSBC1,LBC1,2038,158.9041
REGION1,LNDGRSBC1,LBC1,2039,158.9041
REGION1,LNDGRSBC1,LBC1,2040,158.9041
REGION1,LNDGRSBC1,LBC1,2041,158.9041
REGION1,LNDGRSBC1,LBC1,2042,158.9041
REGION1,LNDGRSBC1,LBC1,2043,158.9041
REGION1,LNDGRSBC1,LBC1,2044,158.9041
REGION1,LNDGRSBC1,LBC1,2045,158.9041
REGION1,LNDGRSBC1,LBC1,2046,158.9041
REGION1,LNDGRSBC1,LBC1,2047,158.9041
REGION1,LNDGRSBC1,LBC1,2048,158.9041
REGION1,LNDGRSBC1,LBC1,2049,158.9041
REGION1,LNDGRSBC1,LBC1,2050,158.9041
REGION1,LNDMAIHIBC1,LBC1,2020,0.0014
REGION1,LNDMAIHIBC1,LBC1,2021,3.1294
REGION1,LNDMAIHIBC1,LBC1,2022,3.1293
REGION1,LNDMAIHIBC1,LBC1,2023,3.1879
REGION1,LNDMAIHIBC1,LBC1,2024,3.3158
REGION1,LNDMAIHIBC1,LBC1,2025,3.3253
REGION1,LNDMAIHIBC1,LBC1,2026,3.4927
REGION1,LNDMAIHIBC1,LBC1,2027,8.1607
REGION1,LNDMAIHIBC1,LBC1,2028,8.4202
REGION1,LNDMAIHIBC1,LBC1,2029,8.5877
REGION1,LNDMAIHIBC1,LBC1,2030,8.6367
REGION1,LNDMAIHIBC1,LBC1,2031,8.8137
REGION1,LNDMAIHIBC1,LBC1,2032,8.8136
REGION1,LNDMAIHIBC1,LBC1,2033,8.9415
REGION1,LNDMAIHIBC1,LBC1,2034,8.9773
REGION1,LNDMAIHIBC1,LBC1,2035,9.0921
REGION1,LNDMAIHIBC1,LBC1,2036,9.3158
REGION1,LNDMAIHIBC1,LBC1,2037,9.4869
REGION1,LNDMAIHIBC1,LBC1,2038,9.5921
REGION1,LNDMAIHIBC1,LBC1,2039,9.6053
REGION1,LNDMAIHIBC1,LBC1,2040,9.6578
REGION1,LNDMAIHIBC1,LBC1,2041,9.7895
REGION1,LNDMAIHIBC1,LBC1,2042,9.9079
REGION1,LNDMAIHIBC1,LBC1,2043,10.0263
REGION1,LNDMAIHIBC1,LBC1,2044,10.1316
REGION1,LNDMAIHIBC1,LBC1,2045,10.2368
REGION1,LNDMAIHIBC1,LBC1,2046,10.3421
REGION1,LNDMAIHIBC1,LBC1,2047,10.4474
REGION1,LNDMAIHIBC1,LBC1,2048,10.5526
REGION1,LNDMAIHIBC1,LBC1,2049,10.6448
REGION1,LNDMAIHIBC1,LBC1,2050,10.75
REGION1,LNDMAIHRBC1,LBC1,2020,0.1402
REGION1,LNDMAIHRBC1,LBC1,2021,0.1309
REGION1,LNDMAIHRBC1,LBC1,2022,0.1216
REGION1,LNDMAIHRBC1,LBC1,2023,0.1122
REGION1,LNDMAIHRBC1,LBC1,2024,0.1029
REGION1,LNDMAIHRBC1,LBC1,2025,0.0935
REGION1,LNDMAIHRBC1,LBC1,2026,0.0842
REGION1,LNDMAIHRBC1,LBC1,2027,0.0748
REGION1,LNDMAIHRBC1,LBC1,2028,0.0654
REGION1,LNDMAIHRBC1,LBC1,2029,0.0561
REGION1,LNDMAIHRBC1,LBC1,2030,0.0467
REGION1,LNDMAIHRBC1,LBC1,2031,0.0374
REGION1,LNDMAIHRBC1,LBC1,2032,0.028
REGION1,LNDMAIHRBC1,LBC1,2033,0.0187
REGION1,LNDMAIHRBC1,LBC1,2034,0.0093
REGION1,LNDMAIIIBC1,LBC1,2020,0.0004
