REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DEMAGRDSL,1,2031,DSL,SEA1D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA1N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA2D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA2N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA3D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA3N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA4D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA4N,22.282828
REGION1,DEMAGRDSL,1,2032,DSL,SEA1D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA1N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA2D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA2N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA3D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA3N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA4D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA4N,22.936364
REGION1,DEMAGRDSL,1,2033,DSL,SEA1D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA1N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA2D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA2N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA3D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA3N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA4D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA4N,23.584848
REGION1,DEMAGRDSL,1,2034,DSL,SEA1D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA1N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA2D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA2N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA3D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA3N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA4D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA4N,24.257576
REGION1,DEMAGRDSL,1,2035,DSL,SEA1D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA1N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA2D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA2N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA3D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA3N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA4D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA4N,24.911111
REGION1,DEMAGRDSL,1,2036,DSL,SEA1D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA1N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA2D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA2N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA3D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA3N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA4D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA4N,25.568687
REGION1,DEMAGRDSL,1,2037,DSL,SEA1D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA1N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA2D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA2N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA3D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA3N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA4D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA4N,26.228283
REGION1,DEMAGRDSL,1,2038,DSL,SEA1D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA1N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA2D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA2N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA3D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA3N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA4D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA4N,26.889899
REGION1,DEMAGRDSL,1,2039,DSL,SEA1D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA1N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA2D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA2N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA3D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA3N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA4D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA4N,27.545455
REGION1,DEMAGRDSL,1,2040,DSL,SEA1D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA1N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA2D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA2N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA3D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA3N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA4D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA4N,28.206061
REGION1,DEMAGRDSL,1,2041,DSL,SEA1D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA1N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA2D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA2N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA3D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA3N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA4D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA4N,28.864646
REGION1,DEMAGRDSL,1,2042,DSL,SEA1D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA1N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA2D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA2N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA3D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA3N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA4D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA4N,29.523232
REGION1,DEMAGRDSL,1,2043,DSL,SEA1D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA1N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA2D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA2N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA3D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA3N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA4D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA4N,30.181818
REGION1,DEMAGRDSL,1,2044,DSL,SEA1D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA1N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA2D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA2N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA3D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA3N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA4D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA4N,30.841414
REGION1,DEMAGRDSL,1,2045,DSL,SEA1D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA1N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA2D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA2N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA3D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA3N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA4D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA4N,31.5
REGION1,DEMAGRDSL,1,2046,DSL,SEA1D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA1N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA2D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA2N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA3D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA3N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA4D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA4N,32.158586
REGION1,DEMAGRDSL,1,2047,DSL,SEA1D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA1N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA2D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA2N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA3D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA3N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA4D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA4N,32.818182
REGION1,DEMAGRDSL,1,2048,DSL,SEA1D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA1N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA2D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA2N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA3D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA3N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA4D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA4N,33.476768
REGION1,DEMAGRDSL,1,2049,DSL,SEA1D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA1N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA2D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA2N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA3D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA3N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA4D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA4N,34.135354
REGION1,DEMAGRDSL,1,2050,DSL,SEA1D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA1N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA2D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA2N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA3D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA3N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA4D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA4N,34.794949
REGION1,DEMAGRELCB02,1,2023,ELCB02,SEA1N,-2.2055615e-07
REGION1,DEMAGRELCB02,1,2023,ELCB02,SEA3D,4.4156108e-07
REGION1,DEMAGRELCB02,1,2023,ELCB02,SEA4D,-2.2250339e-07
REGION1,DEMAGRELCB02,1,2025,ELCB02,SEA3N,2.8750329e-08
REGION1,DEMAGRELCB02,1,2025,ELCB02,SEA4N,-1.9741761e-08
REGION1,DEMAGRELCB02,1,2027,ELCB02,SEA1D,2.7134186e-07
REGION1,DEMAGRELCB02,1,2027,ELCB02,SEA1N,-8.1775362e-08
REGION1,DEMAGRELCB02,1,2027,ELCB02,SEA3D,-2.4075658e-07
REGION1,DEMAGRELCB02,1,2027,ELCB02,SEA3N,-1.8970158e-08
REGION1,DEMAGRELCB02,1,2027,ELCB02,SEA4N,-6.0041478e-08
REGION1,DEMAGRELCB02,1,2028,ELCB02,SEA1D,-1.5271353e-08
REGION1,DEMAGRELCB02,1,2028,ELCB02,SEA1N,1.3534808e-07
REGION1,DEMAGRELCB02,1,2028,ELCB02,SEA2N,-1.6539606e-07
REGION1,DEMAGRELCB02,1,2028,ELCB02,SEA4D,-1.1154705e-08
REGION1,DEMAGRELCB02,1,2029,ELCB02,SEA1N,-1.7356445e-08
REGION1,DEMAGRELCB02,1,2029,ELCB02,SEA2N,-2.0372625e-08
REGION1,DEMAGRELCB02,1,2030,ELCB02,SEA1D,-1.2281373e-07
REGION1,DEMAGRELCB02,1,2030,ELCB02,SEA2N,4.5805657e-07
REGION1,DEMAGRELCB02,1,2030,ELCB02,SEA4N,-1.5183599e-07
REGION1,DEMAGRELCB02,1,2032,ELCB02,SEA1N,-1.6042366e-08
REGION1,DEMAGRELCB02,1,2033,ELCB02,SEA2N,-2.4447412e-07
REGION1,DEMAGRELCB02,1,2033,ELCB02,SEA3D,1.8277592e-07
REGION1,DEMAGRELCB02,1,2035,ELCB02,SEA1D,-2.5739589e-08
REGION1,DEMAGRELCB02,1,2036,ELCB02,SEA1N,1.0644178e-08
REGION1,DEMAGRELCB02,1,2036,ELCB02,SEA2N,-2.2463878e-08
REGION1,DEMAGRELCB02,1,2036,ELCB02,SEA4D,-3.3795404e-08
REGION1,DEMAGRELCB02,1,2036,ELCB02,SEA4N,2.005124e-08
REGION1,DEMAGRELCB02,1,2037,ELCB02,SEA1N,-2.6270874e-08
REGION1,DEMAGRELCB02,1,2038,ELCB02,SEA2N,-1.2193883e-08
REGION1,DEMAGRELCB02,1,2039,ELCB02,SEA2N,-3.1551338e-08
REGION1,DEMAGRELCB02,1,2039,ELCB02,SEA3D,-2.95273e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA2D,-1.9586649e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA2N,-2.9926792e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA4D,-1.0633242e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA4N,-1.9173559e-08
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA3D,-1.0376982e-08
REGION1,DEMAGRELCB02,1,2043,ELCB02,SEA2D,1.0003141e-08
REGION1,DEMAGRELCB02,1,2043,ELCB02,SEA3D,1.0012565e-08
REGION1,DEMAGRELCB02,1,2043,ELCB02,SEA4D,-3.638063e-08
REGION1,DEMAGRELCB02,1,2044,ELCB02,SEA2N,-1.4132806e-08
REGION1,DEMAGRELCB02,1,2044,ELCB02,SEA4N,-1.017318e-08
REGION1,DEMAGRELCB02,1,2045,ELCB02,SEA2N,-2.9160224e-08
REGION1,DEMAGRELCB02,1,2046,ELCB02,SEA4D,-4.0180384e-08
REGION1,DEMAGRELCB02,1,2047,ELCB02,SEA3D,1.3760211e-08
REGION1,DEMAGRELCB02,1,2048,ELCB02,SEA2N,2.4598525e-08
REGION1,DEMAGRELCB02,1,2048,ELCB02,SEA3N,1.330656e-08
REGION1,DEMAGRELCB02,1,2048,ELCB02,SEA4D,-3.6341697e-08
REGION1,DEMAGRELCB02,1,2049,ELCB02,SEA3D,-1.1135044e-08
REGION1,DEMAGRELCB02,1,2050,ELCB02,SEA4D,-2.9998662e-08
REGION1,DEMAGRGWTBC1,1,2020,AGRELCB02,SEA1N,3.547725013e-08
REGION1,DEMAGRGWTBC1,1,2020,AGRELCB02,SEA2D,1.1486995686999999e-08
REGION1,DEMAGRGWTBC1,1,2020,AGRELCB02,SEA3N,2.936930175e-08
REGION1,DEMAGRGWTBC1,1,2020,AGRELCB02,SEA4D,1.1487129762e-08
REGION1,DEMAGRGWTBC1,1,2020,AGRELCB02,SEA4N,3.24117403e-09
REGION1,DEMAGRGWTBC1,1,2022,AGRELCB02,SEA1D,-8.604715346999999e-10
REGION1,DEMAGRGWTBC1,1,2022,AGRELCB02,SEA1N,-6.570670269e-09
REGION1,DEMAGRGWTBC1,1,2023,AGRELCB02,SEA2D,-2.111412408e-10
REGION1,DEMAGRGWTBC1,1,2023,AGRELCB02,SEA4D,-1.947218108e-09
REGION1,DEMAGRGWTBC1,1,2024,AGRELCB02,SEA1N,-3.4787464529999995e-09
REGION1,DEMAGRGWTBC1,1,2024,AGRELCB02,SEA2N,-3.478717562e-09
REGION1,DEMAGRGWTBC1,1,2024,AGRELCB02,SEA3N,-8.185204533e-10
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA1N,-1.923747198e-09
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA3D,-8.794461228e-10
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA4D,-4.690218397e-09
REGION1,DEMAGRGWTBC1,1,2027,AGRELCB02,SEA2N,-4.472349636e-09
REGION1,DEMAGRGWTBC1,1,2027,AGRELCB02,SEA3D,-3.397594748e-09
REGION1,DEMAGRGWTBC1,1,2027,AGRELCB02,SEA3N,-1.8970157569999997e-08
REGION1,DEMAGRGWTBC1,1,2027,AGRELCB02,SEA4D,-4.072463769e-09
REGION1,DEMAGRGWTBC1,1,2027,AGRELCB02,SEA4N,-1.780652843e-09
REGION1,DEMAGRGWTBC1,1,2028,AGRELCB02,SEA1D,-1.5271352695e-08
REGION1,DEMAGRGWTBC1,1,2028,AGRELCB02,SEA3N,-3.1122354e-10
REGION1,DEMAGRGWTBC1,1,2028,AGRELCB02,SEA4D,-1.1152703462e-08
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA1D,-5.855413014e-09
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA1N,-1.7356712859999998e-08
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA2D,-4.122326521e-09
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA2N,-2.0372625319999998e-08
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA3D,-5.161776607e-09
REGION1,DEMAGRGWTBC1,1,2031,AGRELCB02,SEA4N,-1.5910057969e-09
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA1N,-1.6066435437e-08
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA3N,-5.908548061e-09
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA4N,-1.6374003487e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA3D,-3.725234777e-08
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA4D,-4.96703414e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA4N,-4.966951964999999e-09
REGION1,DEMAGRGWTBC1,1,2034,AGRELCB02,SEA2N,-4.418960625e-09
REGION1,DEMAGRGWTBC1,1,2034,AGRELCB02,SEA4D,-4.419393644e-10
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA1N,-4.066622597e-09
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA3D,-3.8635859909999994e-08
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA1D,-3.916775187e-09
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA1N,1.0644178266e-08
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA2N,-2.246387873e-08
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA4D,-3.379540468e-08
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA4N,2.005123976e-08
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA1D,-7.764953971e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA1N,-2.624680399e-08
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA2N,-1.3450440676e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA3N,-5.963084407999999e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA4D,-7.244070001e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA4N,-2.151975199e-10
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA1D,-2.5766043909999998e-08
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA1N,-9.3006357e-09
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA2D,-2.438343137e-09
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA3D,-2.71400324e-09
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA3N,-1.4356256911999999e-08
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA4N,-1.4207720323e-09
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA1D,-2.346898451e-09
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA1N,-2.084113873e-09
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA2D,-2.084041905e-09
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA2N,-3.155133864e-08
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA3D,-2.9527299189999998e-08
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA3N,-5.005833196e-09
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA1D,7.229954412e-09
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA2D,-1.9586648259999998e-08
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA2N,-2.989737214e-08
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA3D,-2.035697228e-08
