r,t,y,DiscountedSalvageValue
REGION1,LNDRYEHRBC1,2047,0.0055
REGION1,LNDRYEHRBC1,2048,0.0062
REGION1,LNDRYEHRBC1,2049,0.0064
REGION1,LNDRYEHRBC1,2050,0.0055
REGION1,LNDWHEHRBC1,2037,0.0009
REGION1,LNDWHEHRBC1,2038,0.0017
REGION1,LNDWHEHRBC1,2039,0.0024
REGION1,LNDWHEHRBC1,2040,0.0031
REGION1,LNDWHEHRBC1,2041,0.0037
REGION1,LNDWHEHRBC1,2042,0.0042
REGION1,LNDWHEHRBC1,2044,0.0052
REGION1,LNDWHEHRBC1,2045,0.0056
REGION1,LNDWHEHRBC1,2046,0.0199
REGION1,LNDWHEHRBC1,2047,0.1458
REGION1,LNDWHEHRBC1,2048,0.1529
REGION1,LNDWHEHRBC1,2049,0.1525
REGION1,LNDWHEHRBC1,2050,0.1653
REGION1,MINNGS,2020,0.2066
REGION1,MINNGS,2024,0.0022
REGION1,MINNGS,2025,0.0128
REGION1,MINNGS,2026,0.0187
REGION1,MINNGS,2027,0.0058
REGION1,MINNGS,2028,0.0021
REGION1,MINNGS,2029,0.0023
REGION1,MINNGS,2030,0.0108
REGION1,MINNGS,2031,0.015
REGION1,MINNGS,2032,0.01
REGION1,MINNGS,2033,0.0003
REGION1,MINNGS,2034,0.0004
REGION1,MINNGS,2035,0.0009
REGION1,MINNGS,2036,0.001
REGION1,MINNGS,2037,0.0005
REGION1,MINNGS,2038,0.0006
REGION1,MINNGS,2039,0.0007
REGION1,MINNGS,2040,0.0008
REGION1,MINNGS,2041,0.0155
REGION1,MINNGS,2042,0.0041
REGION1,MINNGS,2043,0.0041
REGION1,MINNGS,2044,0.0041
REGION1,MINNGS,2045,0.0041
REGION1,MINNGS,2046,0.0041
REGION1,MINNGS,2047,0.0041
REGION1,MINNGS,2048,0.0041
REGION1,MINNGS,2049,0.0041
REGION1,MINNGS,2050,0.0041
REGION1,PWRHYDB13,2025,293.692
REGION1,PWRNGSB01,2039,4.8461
REGION1,PWRNGSB01,2040,7.3227
REGION1,PWRNGSB01,2041,5.9034
REGION1,PWRNGSB01,2042,7.1773
REGION1,PWRNGSB01,2043,7.4403
REGION1,PWRNGSB01,2044,7.6756
REGION1,PWRNGSB01,2045,7.9018
REGION1,PWRNGSB01,2046,8.0983
REGION1,PWRNGSB01,2047,8.2833
REGION1,PWRNGSB01,2048,8.4449
REGION1,PWRNGSB01,2049,8.5986
REGION1,PWRNGSB01,2050,8.7314
REGION1,PWRWNDB09,2027,0.9489
REGION1,PWRWNDB09,2028,8.1986
REGION1,PWRWNDB09,2029,1.7616
REGION1,PWRWNDB09,2030,4.2198
REGION1,PWRWNDB09,2031,5.5912
REGION1,PWRWNDB09,2032,6.3641
REGION1,PWRWNDB09,2033,4.3317
REGION1,PWRWNDB09,2034,2.702
REGION1,PWRWNDB09,2035,4.5628
REGION1,PWRWNDB09,2036,3.9532
REGION1,PWRWNDB09,2037,7.224
REGION1,PWRWNDB09,2038,9.6827
REGION1,PWRWNDB09,2039,8.9301
REGION1,PWRWNDB09,2040,6.731
REGION1,PWRWNDB09,2041,6.0438
REGION1,PWRWNDB09,2042,6.4123
REGION1,PWRWNDB09,2043,12.61
REGION1,PWRWNDB09,2044,6.7135
REGION1,PWRWNDB09,2045,107.1608
REGION1,PWRWNDB09,2046,17.4312
REGION1,PWRWNDB09,2047,17.3853
REGION1,PWRWNDB09,2048,18.4997
REGION1,PWRWNDB09,2049,21.5046
REGION1,PWRWNDB09,2050,7.3578
